monotonic_ns,wall_ns,python_gc_objects_collected_total,python_gc_objects_uncollectable_total,python_gc_collections_total,python_info,process_virtual_memory_bytes,process_resident_memory_bytes,process_start_time_seconds,process_cpu_seconds_total,process_open_fds,process_max_fds,vllm:estimated_flops_per_gpu_total,vllm:estimated_flops_per_gpu_created,vllm:estimated_read_bytes_per_gpu_total,vllm:estimated_read_bytes_per_gpu_created,vllm:estimated_write_bytes_per_gpu_total,vllm:estimated_write_bytes_per_gpu_created,vllm:num_requests_running,vllm:num_requests_waiting,vllm:num_requests_waiting_by_reason,vllm:engine_sleep_state,vllm:kv_cache_usage_perc,vllm:prefix_cache_queries_total,vllm:prefix_cache_queries_created,vllm:prefix_cache_hits_total,vllm:prefix_cache_hits_created,vllm:external_prefix_cache_queries_total,vllm:external_prefix_cache_queries_created,vllm:external_prefix_cache_hits_total,vllm:external_prefix_cache_hits_created,vllm:mm_cache_queries_total,vllm:mm_cache_queries_created,vllm:mm_cache_hits_total,vllm:mm_cache_hits_created,vllm:num_preemptions_total,vllm:num_preemptions_created,vllm:prompt_tokens_total,vllm:prompt_tokens_created,vllm:prompt_tokens_by_source_total,vllm:prompt_tokens_by_source_created,vllm:prompt_tokens_cached_total,vllm:prompt_tokens_cached_created,vllm:generation_tokens_total,vllm:generation_tokens_created,vllm:request_success_total,vllm:request_success_created,vllm:request_prompt_tokens_bucket,vllm:request_prompt_tokens_count,vllm:request_prompt_tokens_sum,vllm:request_prompt_tokens_created,vllm:request_generation_tokens_bucket,vllm:request_generation_tokens_count,vllm:request_generation_tokens_sum,vllm:request_generation_tokens_created,vllm:iteration_tokens_total_bucket,vllm:iteration_tokens_total_count,vllm:iteration_tokens_total_sum,vllm:iteration_tokens_total_created,vllm:request_max_num_generation_tokens_bucket,vllm:request_max_num_generation_tokens_count,vllm:request_max_num_generation_tokens_sum,vllm:request_max_num_generation_tokens_created,vllm:request_params_n_bucket,vllm:request_params_n_count,vllm:request_params_n_sum,vllm:request_params_n_created,vllm:request_params_max_tokens_bucket,vllm:request_params_max_tokens_count,vllm:request_params_max_tokens_sum,vllm:request_params_max_tokens_created,vllm:time_to_first_token_seconds_bucket,vllm:time_to_first_token_seconds_count,vllm:time_to_first_token_seconds_sum,vllm:time_to_first_token_seconds_created,vllm:inter_token_latency_seconds_bucket,vllm:inter_token_latency_seconds_count,vllm:inter_token_latency_seconds_sum,vllm:inter_token_latency_seconds_created,vllm:request_time_per_output_token_seconds_bucket,vllm:request_time_per_output_token_seconds_count,vllm:request_time_per_output_token_seconds_sum,vllm:request_time_per_output_token_seconds_created,vllm:e2e_request_latency_seconds_bucket,vllm:e2e_request_latency_seconds_count,vllm:e2e_request_latency_seconds_sum,vllm:e2e_request_latency_seconds_created,vllm:request_queue_time_seconds_bucket,vllm:request_queue_time_seconds_count,vllm:request_queue_time_seconds_sum,vllm:request_queue_time_seconds_created,vllm:request_inference_time_seconds_bucket,vllm:request_inference_time_seconds_count,vllm:request_inference_time_seconds_sum,vllm:request_inference_time_seconds_created,vllm:request_prefill_time_seconds_bucket,vllm:request_prefill_time_seconds_count,vllm:request_prefill_time_seconds_sum,vllm:request_prefill_time_seconds_created,vllm:request_decode_time_seconds_bucket,vllm:request_decode_time_seconds_count,vllm:request_decode_time_seconds_sum,vllm:request_decode_time_seconds_created,vllm:request_prefill_kv_computed_tokens_bucket,vllm:request_prefill_kv_computed_tokens_count,vllm:request_prefill_kv_computed_tokens_sum,vllm:request_prefill_kv_computed_tokens_created,vllm:cache_config_info,http_request_duration_highr_seconds_bucket,http_request_duration_highr_seconds_count,http_request_duration_highr_seconds_sum,http_request_duration_highr_seconds_created,vllm:gpu_cache_usage_perc,http_requests_total,http_requests_created,http_request_size_bytes_count,http_request_size_bytes_sum,http_request_size_bytes_created,http_response_size_bytes_count,http_response_size_bytes_sum,http_response_size_bytes_created,http_request_duration_seconds_bucket,http_request_duration_seconds_count,http_request_duration_seconds_sum,http_request_duration_seconds_created
20149472475740,1789061987402396696,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.41,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20149981743109,1789061987911663795,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.42,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20150490870908,1789061988420791132,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.43,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20150999903959,1789061988929824334,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.43,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20151509433848,1789061989439354324,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.44,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20152018618854,1789061989948539330,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.44,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20152527423719,1789061990457344174,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.45,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20153036700396,1789061990966620750,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.46,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20153545969007,1789061991475889312,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.46,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
20154055077148,1789061991984997603,17784.0,0.0,2022.0,1.0,16959365120.0,1850802176.0,1789061891.33,32.47,56.0,1048576.0,0.0,1789061982.2984495,0.0,1789061982.2984796,0.0,1789061982.2985022,0.0,0.0,0.0,1.0,0.0,0.0,1789061982.2987216,0.0,1789061982.2987404,0.0,1789061982.2987573,0.0,1789061982.2987823,0.0,1789061982.2987988,0.0,1789061982.298815,0.0,1789061982.2988298,0.0,1789061982.2988448,0.0,5367185946.896616,0.0,1789061982.2988963,0.0,1789061982.2989135,0.0,8945309911.494825,0.0,0.0,0.0,1789061982.299037,0.0,0.0,0.0,1789061982.299103,0.0,0.0,0.0,1789061982.2991564,0.0,0.0,0.0,1789061982.2992136,0.0,0.0,0.0,1789061982.2992573,0.0,0.0,0.0,1789061982.2992942,0.0,0.0,0.0,1789061982.2993438,0.0,0.0,0.0,1789061982.2994044,0.0,0.0,0.0,1789061982.2994602,0.0,0.0,0.0,1789061982.2995932,0.0,0.0,0.0,1789061982.2996557,0.0,0.0,0.0,1789061982.2997134,0.0,0.0,0.0,1789061982.2997696,0.0,0.0,0.0,1789061982.2998292,0.0,0.0,0.0,1789061982.2998874,1.0,0.0,0.0,0.0,1789061982.4913702,0.0,,,,,,,,,,,,
