connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
a99bfd161b4188a0,kv,5562842146599319,5562842147883126,0,0
eec33073b2698d54,api,5562842146938365,5562842147942895,0,0
6006e166245631e6,api,5562861012407135,5562863640721446,25919,12077
53be7de48a8c72ba,api,5562865309872508,5562866324166466,26067,12809
9474f58740cc4d8e,api,5562868056865201,5562870544131153,27620,8389
045b7bdc18f32017,api,5562872285854966,5562873252766865,27768,12563
a865e87fef8f1158,api,5562874969795502,5562881077732622,43412,26022
b802d69d34929dad,api,5562882802718900,5562884560962032,43560,22326
91229beef3d1a6a1,api,5562886203292914,5562889593026974,31742,13509
2cc7c1c871775e1f,api,5562891287404863,5562892344724571,31890,13512
d89b1e8185357787,api,5562893995482390,5562895127983198,26035,14538
8551bbeb97783317,api,5562895128877749,5562897056705652,27736,24796
91b9ce7fbe6754de,api,5562897058044268,5562898384566687,43528,16731
0d9315965733a202,api,5562898385494028,5562898987931411,31858,7642
