phase,gpu,samples,power_mean_w
baseline,0,120,230.08058333333335
baseline,1,120,85.18216666666667
drain,0,163,180.9206134969325
drain,1,163,96.48613496932516
post,0,120,108.24816666666668
post,1,120,151.35199999999998
