api_wire_bytes,bandwidth,cached_tokens,chunk_tokens,completion_s,context_tokens,destination,destination_ready_s,destination_region,exact_token_timestamps,kv_wire_bytes,mean_tpot_s,method,model,passed,repeat,revision,source,source_region,stream_span_s,timing_root,readiness_root
24971,controlled_40,4096,256,5.941773522,4096,germany,1.702092408,southcentralus,True,293601604,0.03338294491338583,kv_transfer,google/gemma-4-26B-A4B-it,True,1,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.239634004,/datadrive/k19-gemma,/datadrive/k23-gemma
25049,controlled_40,0,256,4.487773953,4096,germany,0.241385878,southcentralus,True,0,0.03343565231496063,replay,google/gemma-4-26B-A4B-it,True,1,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.246327844,/datadrive/k19-gemma,/datadrive/k23-gemma
24971,controlled_40,4096,256,5.883240671,4096,germany,1.633633606,southcentralus,True,293601604,0.03346115397637796,kv_transfer,google/gemma-4-26B-A4B-it,True,2,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.249566555,/datadrive/k19-gemma,/datadrive/k23-gemma
25049,controlled_40,0,256,4.497641365,4096,germany,0.239402169,southcentralus,True,0,0.03352893578740158,replay,google/gemma-4-26B-A4B-it,True,2,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.258174845,/datadrive/k19-gemma,/datadrive/k23-gemma
98701,controlled_40,16384,256,6.392203358,16384,germany,2.190040939,southcentralus,True,545260612,0.03308757361417323,kv_transfer,google/gemma-4-26B-A4B-it,True,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.202121849,/datadrive/k19-gemma,/datadrive/k23-gemma
98779,controlled_40,0,256,5.191264206,16384,germany,0.991252016,southcentralus,True,0,0.033070625039370076,replay,google/gemma-4-26B-A4B-it,True,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.19996938,/datadrive/k19-gemma,/datadrive/k23-gemma
98701,controlled_40,16384,256,6.329915925,16384,germany,2.152251456,southcentralus,True,545260612,0.03289469148818898,kv_transfer,google/gemma-4-26B-A4B-it,True,1,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.177625819,/datadrive/k19-gemma,/datadrive/k23-gemma
98779,controlled_40,0,256,5.191405815,16384,germany,1.001120299,southcentralus,True,0,0.032994041464566935,replay,google/gemma-4-26B-A4B-it,True,1,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.190243266,/datadrive/k19-gemma,/datadrive/k23-gemma
98701,controlled_40,16384,256,6.409355396,16384,germany,2.207595606,southcentralus,True,545260612,0.03308437527559055,kv_transfer,google/gemma-4-26B-A4B-it,True,2,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.20171566,/datadrive/k19-gemma,/datadrive/k23-gemma
98779,controlled_40,0,256,5.207355742,16384,germany,0.999659156,southcentralus,True,0,0.033131139023622046,replay,google/gemma-4-26B-A4B-it,True,2,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.207654656,/datadrive/k19-gemma,/datadrive/k23-gemma
193934,controlled_40,32256,256,7.214944286,32256,germany,3.030149467,southcentralus,True,870320164,0.032950809118110234,kv_transfer,google/gemma-4-26B-A4B-it,True,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.184752758,/datadrive/k19-gemma,/datadrive/k23-gemma
194012,controlled_40,0,256,6.607047276,32256,germany,2.430613273,southcentralus,True,0,0.032884964354330706,replay,google/gemma-4-26B-A4B-it,True,0,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.176390473,/datadrive/k19-gemma,/datadrive/k23-gemma
193934,controlled_40,32256,256,7.232972238,32256,germany,3.072246667,southcentralus,True,870320164,0.03276129866929133,kv_transfer,google/gemma-4-26B-A4B-it,True,1,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.160684931,/datadrive/k19-gemma,/datadrive/k23-gemma
194012,controlled_40,0,256,6.603500571,32256,germany,2.42954007,southcentralus,True,0,0.03286547142519685,replay,google/gemma-4-26B-A4B-it,True,1,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.173914871,/datadrive/k19-gemma,/datadrive/k23-gemma
193934,controlled_40,32256,256,7.37041533,32256,germany,3.179442518,southcentralus,True,870320164,0.032999458275590546,kv_transfer,google/gemma-4-26B-A4B-it,True,2,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.190931201,/datadrive/k19-gemma,/datadrive/k23-gemma
194012,controlled_40,0,256,6.636987804,32256,germany,2.426645167,southcentralus,True,0,0.03315195501574803,replay,google/gemma-4-26B-A4B-it,True,2,4d7ae4984b7db7de8f8457170b3f1a419ee76d52,westus3,westus3,4.210298287,/datadrive/k19-gemma,/datadrive/k23-gemma
