phase,gpu,samples,power_mean_w
baseline,0,120,231.49491666666665
baseline,1,120,83.83958333333334
drain,0,258,151.44062015503874
drain,1,258,245.36236434108523
post,0,119,92.91428571428574
post,1,119,302.0089915966387
