phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,296.45435146443515
baseline,1,239,239,1.0,83.20029288702926
drain,0,338,338,1.0,107.56591715976332
drain,1,338,338,1.0,346.5131952662722
post,0,239,239,1.0,88.5694979079498
post,1,239,239,1.0,318.3185774058578
