monotonic_ns,wall_ns,power_w,utilization_pct,memory_mib
2419513411264,1786467685992074735,112.15,19.0,89109.0
2419637252307,1786467686115916118,117.85,61.0,89109.0
2419761143901,1786467686239807622,119.67,61.0,89109.0
2419884712950,1786467686363376671,119.62,18.0,89109.0
2420008672685,1786467686487336316,119.72,18.0,89109.0
2420132550408,1786467686611214109,119.62,18.0,89109.0
2420256105638,1786467686734769339,119.93,19.0,89109.0
2420379624297,1786467686858287988,119.91,19.0,89109.0
2420503027825,1786467686981691496,120.1,19.0,89109.0
2420626626455,1786467687105290146,114.11,19.0,89109.0
2420750071431,1786467687228735092,112.33,19.0,89109.0
2420873333771,1786467687351997432,112.56,19.0,89109.0
2420996996176,1786467687475659857,112.67,19.0,89109.0
2421120148195,1786467687598811906,112.34,19.0,89109.0
2421243470136,1786467687722133817,112.54,19.0,89109.0
2421367234557,1786467687845898208,112.5,19.0,89109.0
2421490345831,1786467687969009622,112.74,19.0,89109.0
2421614338393,1786467688093002094,116.09,53.0,89109.0
2421738272706,1786467688216936487,117.35,53.0,89109.0
2421862114818,1786467688340778689,117.24,18.0,89109.0
2421985804297,1786467688464467958,117.26,18.0,89109.0
2422109516348,1786467688588180039,117.25,18.0,89109.0
2422233040916,1786467688711704667,116.75,19.0,89109.0
2422356722286,1786467688835385947,116.73,19.0,89109.0
2422481114853,1786467688959778604,116.69,19.0,89109.0
2422604790913,1786467689083454564,118.59,19.0,89109.0
2422728130699,1786467689206794470,112.05,19.0,89109.0
2422851672652,1786467689330336343,112.27,19.0,89109.0
2422975587710,1786467689454251371,112.48,19.0,89109.0
2423099138803,1786467689577802444,112.25,19.0,89109.0
2423222647301,1786467689701310932,112.41,19.0,89109.0
2423346450847,1786467689825114528,112.43,19.0,89109.0
2423469682647,1786467689948346398,112.22,19.0,89109.0
2423593132190,1786467690071795811,110.3,19.0,89109.0
2423716900295,1786467690195563966,117.83,53.0,89109.0
2423840464259,1786467690319127890,117.74,18.0,89109.0
2423964079763,1786467690442743544,117.62,18.0,89109.0
2424087589366,1786467690566253017,117.73,18.0,89109.0
2424211071534,1786467690689735225,117.61,18.0,89109.0
2424334874765,1786467690813538516,117.6,18.0,89109.0
2424458459054,1786467690937122695,117.8,19.0,89109.0
2424582313170,1786467691060976841,119.36,19.0,89109.0
2424705933594,1786467691184597385,113.78,19.0,89109.0
2424829455507,1786467691308119288,112.09,19.0,89109.0
2424953330075,1786467691431993736,112.2,19.0,89109.0
2425076795027,1786467691555458838,112.12,19.0,89109.0
2425200544223,1786467691679207944,112.18,19.0,89109.0
2425324061115,1786467691802724766,112.09,19.0,89109.0
2425447166974,1786467691925830735,112.11,19.0,89109.0
2425570359784,1786467692049023605,110.31,19.0,89109.0
2425693708185,1786467692172371936,116.01,53.0,89109.0
2425817386480,1786467692296050141,117.54,18.0,89109.0
2425941089874,1786467692419753555,117.38,18.0,89109.0
2426064564837,1786467692543228648,117.43,18.0,89109.0
2426188224552,1786467692666888183,117.42,18.0,89109.0
2426311763575,1786467692790427226,117.48,19.0,89109.0
2426435458910,1786467692914122601,117.26,19.0,89109.0
2426559112895,1786467693037776696,118.57,19.0,89109.0
2426682826400,1786467693161490101,114.69,19.0,89109.0
2426806354663,1786467693285018374,112.0,19.0,89109.0
2426929803595,1786467693408467406,112.19,19.0,89109.0
2427053662862,1786467693532326533,112.38,19.0,89109.0
2427177599570,1786467693656263431,112.26,19.0,89109.0
2427301322305,1786467693779986076,112.29,19.0,89109.0
2427424450824,1786467693903114655,112.43,19.0,89109.0
2427547752214,1786467694026415885,110.7,19.0,89109.0
2427671517200,1786467694150180881,116.74,53.0,89109.0
2427795112974,1786467694273776735,118.68,53.0,89109.0
2427918560407,1786467694397224218,118.82,18.0,89109.0
2428041820167,1786467694520483978,118.57,18.0,89109.0
2428165303360,1786467694643966911,118.66,18.0,89109.0
2428288460343,1786467694767124274,118.85,19.0,89109.0
2428411876741,1786467694890540592,118.68,19.0,89109.0
2428534947209,1786467695013610850,120.01,19.0,89109.0
2428658649773,1786467695137313414,114.35,19.0,89109.0
2428782135303,1786467695260799024,112.52,19.0,89109.0
2428905899724,1786467695384563515,112.45,19.0,89109.0
2429029476842,1786467695508140403,112.56,19.0,89109.0
2429153091661,1786467695631755372,112.53,19.0,89109.0
2429276420033,1786467695755083884,112.7,19.0,89109.0
2429400053992,1786467695878717543,112.7,19.0,89109.0
2429523328062,1786467696001991663,110.82,19.0,89109.0
2429646878816,1786467696125542487,116.94,53.0,89109.0
2429770278548,1786467696248942109,118.48,53.0,89109.0
2429894004353,1786467696372668154,118.51,18.0,89109.0
2430018163053,1786467696496826914,118.5,18.0,89109.0
2430142034510,1786467696620698161,118.41,18.0,89109.0
2430265765455,1786467696744429166,118.65,19.0,89109.0
2430388990025,1786467696867653766,118.71,19.0,89109.0
2430512862762,1786467696991526403,118.65,19.0,89109.0
2430637066122,1786467697115729913,115.76,19.0,89109.0
2430760783387,1786467697239447078,112.56,19.0,89109.0
2430884738870,1786467697363402631,112.75,19.0,89109.0
2431008641593,1786467697487305424,112.57,19.0,89109.0
2431132706886,1786467697611370727,112.78,19.0,89109.0
2431256627629,1786467697735291400,112.33,18.0,89109.0
2431380317579,1786467697858981230,112.45,18.0,89109.0
2431503610054,1786467697982273875,112.52,19.0,89109.0
2431627432136,1786467698106095967,116.74,53.0,89109.0
2431751068770,1786467698229732741,118.79,53.0,89109.0
2431874750885,1786467698353414586,118.52,18.0,89109.0
2431998562066,1786467698477225717,118.53,18.0,89109.0
2432122546819,1786467698601210710,118.55,18.0,89109.0
2432246526702,1786467698725190413,118.49,19.0,89109.0
2432370215492,1786467698848879173,118.3,19.0,89109.0
2432494245495,1786467698972909126,118.27,19.0,89109.0
2432617830554,1786467699096494325,113.81,19.0,89109.0
2432741577965,1786467699220241666,112.22,19.0,89109.0
2432865527547,1786467699344191378,112.05,19.0,89109.0
2432989348699,1786467699468012490,111.97,19.0,89109.0
2433113095789,1786467699591759440,112.0,19.0,89109.0
2433236996861,1786467699715660572,112.18,19.0,89109.0
2433360648501,1786467699839312382,112.17,19.0,89109.0
