monotonic_ns,wall_ns,power_w,utilization_pct,memory_mib
2491140142944,1786467757618806425,117.69,19.0,89109.0
2491263568719,1786467757742232550,122.22,40.0,89109.0
2491387002059,1786467757865665690,123.31,40.0,89109.0
2491510293943,1786467757988957634,123.08,18.0,89109.0
2491634067612,1786467758112731353,125.49,18.0,89109.0
2491757704018,1786467758236367809,129.19,90.0,89109.0
2491881375606,1786467758360039567,129.14,26.0,89109.0
2492004976523,1786467758483640184,135.19,26.0,89109.0
2492128406988,1786467758607070789,136.22,88.0,89109.0
2492252086585,1786467758730750636,137.25,48.0,89109.0
2492375674872,1786467758854338653,138.29,48.0,89109.0
2492498753843,1786467758977417634,138.05,44.0,89109.0
2492622521627,1786467759101185268,136.98,44.0,89109.0
2492746220820,1786467759224884461,137.22,83.0,89109.0
2492869794013,1786467759348457814,138.37,45.0,89109.0
2492993450143,1786467759472113774,137.34,45.0,89109.0
2493117354516,1786467759596018187,138.13,100.0,89109.0
2493240980226,1786467759719643767,138.53,60.0,89109.0
2493364617526,1786467759843281047,139.66,60.0,89109.0
2493488214815,1786467759966878556,140.56,73.0,89109.0
2493612047798,1786467760090711329,142.37,73.0,89109.0
2493735605217,1786467760214268898,142.57,93.0,89109.0
2493858838793,1786467760337502554,142.93,57.0,89109.0
2493982559384,1786467760461223135,143.73,57.0,89109.0
2494105828680,1786467760584492431,142.45,100.0,89109.0
2494228991015,1786467760707654856,143.4,100.0,89109.0
2494352763067,1786467760831426738,141.57,67.0,89109.0
2494476112848,1786467760954776530,141.46,70.0,89109.0
2494600239219,1786467761078902970,141.41,70.0,89109.0
2494723742943,1786467761202406844,140.96,97.0,89109.0
2494847046814,1786467761325710615,140.5,57.0,89109.0
2494970974602,1786467761449638393,139.05,57.0,89109.0
2495094499766,1786467761573163667,140.25,100.0,89109.0
2495217804298,1786467761696468009,140.54,100.0,89109.0
2495341552649,1786467761820216370,141.49,57.0,89109.0
2495465287325,1786467761943950906,141.23,81.0,89109.0
2495588598452,1786467762067262243,141.62,81.0,89109.0
2495711909928,1786467762190573569,142.2,86.0,89109.0
2495834992763,1786467762313656494,142.67,86.0,89109.0
2495958643633,1786467762437307274,143.97,57.0,89109.0
2496082104551,1786467762560768382,143.49,100.0,89109.0
2496205538799,1786467762684202610,143.41,100.0,89109.0
2496329362311,1786467762808026032,143.93,59.0,89109.0
2496453228824,1786467762931892485,143.05,78.0,89109.0
2496576691742,1786467763055355423,142.95,78.0,89109.0
2496701234467,1786467763179898068,142.07,89.0,89109.0
2496824575754,1786467763303239425,141.38,89.0,89109.0
2496948402941,1786467763427066552,141.42,56.0,89109.0
2497072065666,1786467763550729567,140.08,100.0,89109.0
2497195335102,1786467763673998773,140.0,100.0,89109.0
2497319056133,1786467763797719964,140.16,62.0,89109.0
2497442927716,1786467763921591517,140.01,77.0,89109.0
2497566517436,1786467764045181117,141.04,77.0,89109.0
2497690294997,1786467764168958828,140.67,90.0,89109.0
2497814217921,1786467764292881742,141.21,90.0,89109.0
2497938268535,1786467764416932236,141.48,56.0,89109.0
2498062211868,1786467764540875529,141.74,100.0,89109.0
2498185879109,1786467764664542930,141.38,100.0,89109.0
2498309899173,1786467764788562844,142.09,62.0,89109.0
2498433727100,1786467764912390821,141.52,62.0,89109.0
2498557155193,1786467765035818794,142.08,78.0,89109.0
2498680999595,1786467765159663246,142.5,92.0,89109.0
2498805121361,1786467765283785122,141.75,92.0,89109.0
2498928479367,1786467765407143068,142.04,57.0,89109.0
2499052320380,1786467765530983991,142.53,100.0,89109.0
2499175671297,1786467765654335128,143.01,100.0,89109.0
2499299782032,1786467765778445673,143.63,64.0,89109.0
2499423160630,1786467765901824471,142.68,64.0,89109.0
2499546887561,1786467766025551412,142.28,75.0,89109.0
2499670759033,1786467766149423054,142.34,93.0,89109.0
2499794912759,1786467766273576530,141.42,93.0,89109.0
2499918290776,1786467766396954447,141.52,57.0,89109.0
2500042273720,1786467766520937441,141.47,100.0,89109.0
2500165624537,1786467766644288208,141.2,100.0,89109.0
2500289445419,1786467766768109210,142.36,65.0,89109.0
2500413461803,1786467766892125344,142.01,65.0,89109.0
2500536741205,1786467767015405046,142.5,73.0,89109.0
2500659725063,1786467767138388824,132.43,9.0,89109.0
2500782647005,1786467767261310546,129.13,9.0,89109.0
2500905798817,1786467767384462638,125.91,0.0,89109.0
2501028587359,1786467767507251110,121.5,0.0,89109.0
2501152194986,1786467767630858747,128.18,66.0,89109.0
2501275880363,1786467767754544134,128.38,100.0,89109.0
2501399950824,1786467767878614655,128.04,100.0,89109.0
2501523325024,1786467768001988735,128.71,96.0,89109.0
2501646693940,1786467768125357631,138.99,96.0,89109.0
2501770106080,1786467768248769911,142.42,96.0,89109.0
2501893587612,1786467768372251303,145.84,70.0,89109.0
2502017318475,1786467768495982226,151.19,70.0,89109.0
2502140877672,1786467768619541233,144.35,100.0,89109.0
2502264911712,1786467768743575473,144.39,74.0,89109.0
2502388418248,1786467768867081819,143.91,74.0,89109.0
2502511562107,1786467768990225558,143.08,89.0,89109.0
2502635166149,1786467769113829680,143.3,89.0,89109.0
2502758606946,1786467769237270807,141.96,95.0,89109.0
2502881845730,1786467769360509431,142.54,70.0,89109.0
2503005339906,1786467769484003627,143.42,70.0,89109.0
2503129088155,1786467769607751806,142.37,100.0,89109.0
2503252774372,1786467769731438163,142.62,72.0,89109.0
2503376224198,1786467769854887909,142.71,72.0,89109.0
2503499490773,1786467769978154604,142.68,92.0,89109.0
2503622886009,1786467770101549790,143.53,92.0,89109.0
2503746397685,1786467770225061436,143.43,92.0,89109.0
2503869660790,1786467770348324491,144.01,57.0,89109.0
2503993427519,1786467770472091310,143.6,57.0,89109.0
2504117411078,1786467770596074779,143.95,100.0,89109.0
2504241137926,1786467770719801637,143.33,100.0,89109.0
2504364730523,1786467770843394334,137.74,58.0,89109.0
2504488214580,1786467770966878171,136.78,52.0,89109.0
2504611646375,1786467771090310036,134.86,52.0,89109.0
2504735328313,1786467771213992024,130.34,45.0,89109.0
2504859063101,1786467771337726802,127.39,41.0,89109.0
2504982875520,1786467771461539331,123.03,41.0,89109.0
2505106569867,1786467771585233618,120.79,38.0,89109.0
2505229911074,1786467771708574755,120.11,38.0,89109.0
2505353205979,1786467771831869790,118.72,33.0,89109.0
2505476633106,1786467771955296917,118.79,26.0,89109.0
2505600546728,1786467772079210539,118.43,26.0,89109.0
2505723727193,1786467772202391004,117.84,19.0,89109.0
