monotonic_ns,wall_ns,power_w,utilization_pct,memory_mib
2433423522472,1786467699902186033,112.32,19.0,89109.0
2433547209167,1786467700025873048,117.64,19.0,89109.0
2433670548678,1786467700149212349,119.92,76.0,89109.0
2433794195222,1786467700272859003,120.09,76.0,89109.0
2433917774931,1786467700396438652,120.47,18.0,89109.0
2434041406725,1786467700520070396,119.98,19.0,89109.0
2434165175046,1786467700643838767,120.01,19.0,89109.0
2434288948612,1786467700767612253,120.09,19.0,89109.0
2434412298653,1786467700890962444,119.92,19.0,89109.0
2434535712815,1786467701014376506,119.62,19.0,89109.0
2434658686022,1786467701137349883,120.42,89.0,89109.0
2434782241046,1786467701260904847,120.87,89.0,89109.0
2434905751684,1786467701384415355,121.14,26.0,89109.0
2435029342068,1786467701508005659,121.76,26.0,89109.0
2435152934792,1786467701631598473,122.01,26.0,89109.0
2435276497345,1786467701755161017,122.73,26.0,89109.0
2435399773056,1786467701878436767,123.27,26.0,89109.0
2435523205453,1786467702001869324,123.59,26.0,89109.0
2435647233427,1786467702125896978,123.86,100.0,89109.0
2435771017657,1786467702249681338,123.68,100.0,89109.0
2435894596356,1786467702373260057,123.69,26.0,89109.0
2436018362247,1786467702497025958,123.68,26.0,89109.0
2436141979686,1786467702620643417,123.85,26.0,89109.0
2436265593685,1786467702744257396,124.06,26.0,89109.0
2436389194554,1786467702867858245,123.73,26.0,89109.0
2436512343408,1786467702991007159,123.56,26.0,89109.0
2436636080969,1786467703114745160,123.21,91.0,89109.0
2436759678430,1786467703238342321,123.13,91.0,89109.0
2436883226645,1786467703361890376,123.47,26.0,89109.0
2437006823390,1786467703485487091,123.09,26.0,89109.0
2437130447261,1786467703609110922,123.34,26.0,89109.0
2437254024702,1786467703732688643,123.27,26.0,89109.0
2437377952041,1786467703856615782,123.19,26.0,89109.0
2437501210683,1786467703979874394,123.19,26.0,89109.0
2437624969840,1786467704103633551,123.2,100.0,89109.0
2437748753578,1786467704227417289,123.12,100.0,89109.0
2437872263392,1786467704350927033,122.89,26.0,89109.0
2437995658616,1786467704474322287,123.16,26.0,89109.0
2438119090764,1786467704597754575,122.75,26.0,89109.0
2438242608525,1786467704721272236,122.64,26.0,89109.0
2438366074489,1786467704844738230,122.78,26.0,89109.0
2438489572083,1786467704968235744,122.61,26.0,89109.0
2438613535903,1786467705092199614,124.14,26.0,89109.0
2438737321010,1786467705215984791,122.56,91.0,89109.0
2438861035417,1786467705339699178,122.99,26.0,89109.0
2438984687463,1786467705463351144,122.81,26.0,89109.0
2439107816894,1786467705586480605,122.78,26.0,89109.0
2439231388799,1786467705710052500,122.8,26.0,89109.0
2439354933154,1786467705833596855,122.81,26.0,89109.0
2439478590650,1786467705957254281,123.14,26.0,89109.0
2439602075475,1786467706080739206,123.69,26.0,89109.0
2439725795137,1786467706204458818,123.39,100.0,89109.0
2439849185725,1786467706327849446,123.2,26.0,89109.0
2439972594593,1786467706451258304,123.16,26.0,89109.0
2440096558738,1786467706575222389,123.04,26.0,89109.0
2440220990363,1786467706699654244,122.85,26.0,89109.0
2440344499098,1786467706823162959,122.97,26.0,89109.0
2440468218249,1786467706946882000,122.77,26.0,89109.0
2440591806010,1786467707070469671,123.44,26.0,89109.0
2440715585482,1786467707194249283,122.44,93.0,89109.0
2440838957190,1786467707317621201,122.59,26.0,89109.0
2440962437755,1786467707441101446,122.64,26.0,89109.0
2441086196652,1786467707564860343,122.47,26.0,89109.0
2441209676806,1786467707688340497,122.51,26.0,89109.0
2441333365073,1786467707812028794,122.65,26.0,89109.0
2441456725246,1786467707935389157,122.53,26.0,89109.0
2441581231721,1786467708059895502,123.53,26.0,89109.0
2441704866007,1786467708183529738,122.38,83.0,89109.0
2441828425743,1786467708307089544,122.36,26.0,89109.0
2441951920667,1786467708430584528,122.27,26.0,89109.0
2442075500102,1786467708554163743,122.23,26.0,89109.0
2442199085388,1786467708677749109,122.39,26.0,89109.0
2442323064677,1786467708801728379,122.42,26.0,89109.0
2442446566757,1786467708925230488,122.74,26.0,89109.0
2442570452601,1786467709049116452,122.69,26.0,89109.0
2442693745928,1786467709172409789,122.86,95.0,89109.0
2442817336598,1786467709296000449,122.75,95.0,89109.0
2442941688822,1786467709420352503,122.81,26.0,89109.0
2443065368059,1786467709544031930,123.17,26.0,89109.0
2443189228897,1786467709667892778,122.86,26.0,89109.0
2443313295978,1786467709791959689,122.77,26.0,89109.0
