connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
0c7d7d8bd007f206,kv,5548182273287392,5548182274496771,0,0
95117744afbeef9f,api,5548182273614729,5548182274559540,0,0
d87042f4fcd0d88b,api,5548199563417211,5548201683442378,25868,7670
ca8e9a0b8d1ad0cb,api,5548199563215873,5548202284610320,43361,14264
7576b27ead6498f9,api,5548201727651277,5548202861977345,26016,12809
59f5ce133180197e,api,5548202904141414,5548204515781683,40179,9333
25d9d0e0e723114b,api,5548202326784049,5548205134679782,43509,22331
f87722a5c6869550,api,5548204555755323,5548205990425640,40327,9333
3177737474b9aae9,api,5548205176871310,5548207440566035,29397,21065
9eb61ba12e26ac4e,api,5548207510737580,5548208630503871,29545,13753
5d2acef81c4eb096,api,5548208673052636,5548209261629371,26035,7180
009d998516f82d59,api,5548209263366274,5548210242167090,43528,11828
14ee213b660640e5,api,5548210243855324,5548211336050203,40346,13016
46c29fc6482b71f4,api,5548211337590388,5548213514945776,29564,26945
