time_s,replan_attained,replan_fraction,no_replan_attained,no_replan_fraction
0.0,0,0.0,0,0.0
15.747107619012255,2,0.0009699321047526673,0,0.0
16.621265814865655,3,0.001454898157129001,0,0.0
16.7713865540101,5,0.0024248302618816685,0,0.0
17.056358432557175,9,0.004364694471387003,0,0.0
17.05635843255718,10,0.004849660523763337,0,0.0
17.17486380728125,12,0.005819592628516004,0,0.0
17.212935853787123,14,0.006789524733268671,0,0.0
17.459835685828324,18,0.008729388942774006,0,0.0
17.485657959351798,21,0.010184287099903006,0,0.0
17.660796946631795,23,0.011154219204655674,0,0.0
17.770629837898873,24,0.011639185257032008,0,0.0
17.92434221029871,25,0.01212415130940834,0,0.0
17.94576882517887,26,0.012609117361784675,0,0.0
18.05280299031427,27,0.013094083414161009,0,0.0
18.486414675463024,28,0.013579049466537343,0,0.0
18.657256327686145,34,0.016488845780795344,0,0.0
18.815851539579313,35,0.01697381183317168,0,0.0
19.34053858434157,36,0.01745877788554801,0,0.0
19.340538584341573,37,0.017943743937924344,0,0.0
19.39017044507358,41,0.01988360814742968,0,0.0
19.450371475608648,43,0.020853540252182348,0,0.0
19.557405640744044,46,0.02230843840931135,0,0.0
19.60408384800849,53,0.025703200775945685,0,0.0
19.625510462888645,54,0.026188166828322017,0,0.0
19.62551046288865,57,0.027643064985451018,0,0.0
19.729435364644058,58,0.028128031037827354,0,0.0
19.805610103005208,59,0.028612997090203686,0,0.0
19.907777924668682,64,0.031037827352085354,0,0.0
19.943348767578964,65,0.03152279340446169,0,0.0
19.980749090285205,69,0.03346265761396702,0,0.0
20.166156313172802,70,0.03394762366634336,0,0.0
20.228953552546365,74,0.03588748787584869,0,0.0
20.27667841021996,75,0.036372453928225024,0,0.0
20.290319758131478,76,0.03685741998060136,0,0.0
20.42179778523019,79,0.03831231813773036,0,0.0
20.45181739749996,81,0.039282250242483024,0,0.0
20.495593177289088,82,0.03976721629485936,0,0.0
20.530879661032237,83,0.040252182347235696,0,0.0
20.596227056486903,85,0.04122211445198836,0,0.0
20.671785435899366,86,0.041707080504364696,0,0.0
20.70002185976112,87,0.042192046556741025,0,0.0
20.706769663777266,89,0.0431619786614937,0,0.0
20.772075759790184,92,0.0446168768186227,0,0.0
20.809458600515974,93,0.04510184287099903,0,0.0
20.88190865105726,95,0.0460717749757517,0,0.0
20.886869303893825,98,0.0475266731328807,0,0.0
20.986047009638476,99,0.048011639185257034,0,0.0
21.020280222051344,100,0.04849660523763336,0,0.0
21.033921569962864,101,0.0489815712900097,0,0.0
21.05704763833726,103,0.04995150339476237,0,0.0
21.062008291173825,104,0.0504364694471387,0,0.0
21.237147278453822,106,0.05140640155189137,0,0.0
21.263793778419675,113,0.0548011639185257,0,0.0
21.283825485718264,134,0.06498545101842872,0,0.0
21.41228626573382,135,0.06547041707080505,0,0.0
21.45606204552295,136,0.06595538312318137,0,0.0
21.48535174071498,140,0.06789524733268672,0,0.0
21.485351740714982,142,0.06886517943743937,0,0.0
21.548765656966747,144,0.06983511154219205,0,0.0
21.54876565696675,161,0.07807953443258972,0,0.0
21.62309040528874,162,0.07856450048496605,0,0.0
21.66049072799498,168,0.08147429679922405,0,0.0
21.733556202976143,169,0.08195926285160039,0,0.0
21.833737535513823,171,0.08292919495635305,0,0.0
21.833737535513826,185,0.08971871968962172,0,0.0
21.904004284363307,186,0.09020368574199807,0,0.0
21.90869519025614,190,0.0921435499515034,0,0.0
21.990314956743767,191,0.09262851600387972,0,0.0
22.066252939196815,192,0.09311348205625607,0,0.0
22.101539422939965,193,0.0935984481086324,0,0.0
22.118709414060902,203,0.09844810863239573,0,0.0
22.131559035209733,209,0.10135790494665374,0,0.0
22.217869707590193,210,0.10184287099903007,0,0.0
22.241391926476812,212,0.10281280310378274,0,0.0
22.276678410219958,213,0.10329776915615907,0,0.0
22.27667841021996,214,0.1037827352085354,0,0.0
22.345134134545802,215,0.10426770126091174,0,0.0
22.45181739749996,220,0.1066925315227934,0,0.0
22.524882872481122,222,0.10766246362754607,0,0.0
22.540223673886878,224,0.10863239573229874,0,0.0
