dispatch_rank,id,action,first_token_s,sink_warm_s,completion_s,source_boundary_wait_s,switch_downtime_s
0,claude:3ab49446-c806-6a06-d8f3-51d00da9a76a,R,4.294353723526001,4.294353723526001,5.433876991271973,1.1394646167755127,9.775161743164062e-06
1,codex:e4fa4daa-9887-f50a-b110-c9378383c7b1,R,4.108255863189697,4.108255863189697,4.222964286804199,0.11465620994567871,1.0728836059570312e-05
2,codex:1db326cd-3c43-ad82-b907-27bc1f12c287,R,5.650699138641357,5.650699138641357,5.6507885456085205,2.86102294921875e-05,5.7220458984375e-06
3,codex:e717fd54-aecf-8710-559b-8d23833866c4,R,7.544888257980347,7.544888257980347,7.544971227645874,2.7418136596679688e-05,6.4373016357421875e-06
4,codex:362639e1-f680-4bda-bd1e-8f149f7717ab,R,10.449678182601929,10.449678182601929,10.625869750976562,0.1761021614074707,2.2649765014648438e-05
5,codex:a9de70aa-f71f-9b95-5469-d6b3ec0b3fd5,R,8.108909845352173,8.129839181900024,9.33418607711792,1.2042491436004639,2.9325485229492188e-05
6,claude:beb7fbf4-6556-b9f2-f2be-d69abc179398,R,4.417795896530151,4.417795896530151,4.417894601821899,3.719329833984375e-05,6.4373016357421875e-06
7,codex:e6744833-786a-9c87-c539-3a40cda50680,R,5.765506744384766,5.765506744384766,7.070805311203003,1.305213212966919,2.5510787963867188e-05
8,codex:773fe603-6c37-a82b-eb79-8a2c5c0d1c8e,R,4.187685012817383,4.187685012817383,4.1877665519714355,2.5510787963867188e-05,7.3909759521484375e-06
