arm,checkpoint_event_types,checkpoint_has_add_split_reopen,checkpoint_id,checkpoint_step,coding_progress,current_progress,drop_magnitude,features_max_step,features_max_step_status,future_min_progress_within_h5,horizon,label,label_matches,lead_time,model_name,next_drop_step,run_id,shipped_label,task_family,task_id
C,,False,progress_drop_01_lint_then_runtime_failure__armC__a943cd95::3,3,0.0,0.0,0.0,3,assumed,0.5,5,0,True,,claude-haiku-4-5,,progress_drop_01_lint_then_runtime_failure__armC__a943cd95,0.0,progress_drop,progress_drop_01_lint_then_runtime_failure
C,UPDATE_STATUS,False,progress_drop_01_lint_then_runtime_failure__armC__a943cd95::4,4,1.0,1.0,0.5,4,assumed,0.5,5,1,True,1.0,claude-haiku-4-5,5.0,progress_drop_01_lint_then_runtime_failure__armC__a943cd95,1.0,progress_drop,progress_drop_01_lint_then_runtime_failure
C,ADD_SUBTASK,True,progress_drop_01_lint_then_runtime_failure__armC__a943cd95::5,5,0.5,0.5,0.0,5,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,progress_drop_01_lint_then_runtime_failure__armC__a943cd95,0.0,progress_drop,progress_drop_01_lint_then_runtime_failure
C,UPDATE_STATUS,False,progress_drop_01_lint_then_runtime_failure__armC__a943cd95::6,6,1.0,1.0,0.33333333333333337,6,assumed,0.6666666666666666,5,1,True,1.0,claude-haiku-4-5,7.0,progress_drop_01_lint_then_runtime_failure__armC__a943cd95,1.0,progress_drop,progress_drop_01_lint_then_runtime_failure
C,INIT,False,progress_drop_02_currency_format_thousands__armC__08727518::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,progress_drop_02_currency_format_thousands__armC__08727518,0.0,progress_drop,progress_drop_02_currency_format_thousands
A,INIT,False,progress_drop_03_lint_clean_logic_wrong__armA__acedee30::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,progress_drop_03_lint_clean_logic_wrong__armA__acedee30,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
A,ADD_SUBTASK,True,progress_drop_03_lint_clean_logic_wrong__armA__acedee30::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-opus-4-7,,progress_drop_03_lint_clean_logic_wrong__armA__acedee30,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
A,INIT,False,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
A,ADD_SUBTASK,True,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-opus-4-7,,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
A,,False,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-opus-4-7,,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
A,,False,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82::3,3,0.0,0.0,0.0,3,assumed,0.0,5,0,True,,claude-opus-4-7,,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
A,,False,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82::4,4,0.0,0.0,0.0,4,assumed,0.6666666666666666,5,0,True,,claude-opus-4-7,,progress_drop_03_lint_clean_logic_wrong__armA__f3457d82,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
B,INIT,False,progress_drop_03_lint_clean_logic_wrong__armB__6214dca2::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-sonnet-4-6,,progress_drop_03_lint_clean_logic_wrong__armB__6214dca2,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
B,ADD_SUBTASK,True,progress_drop_03_lint_clean_logic_wrong__armB__6214dca2::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-sonnet-4-6,,progress_drop_03_lint_clean_logic_wrong__armB__6214dca2,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,INIT,False,progress_drop_03_lint_clean_logic_wrong__armC__8e0cde09::0,0,0.0,0.0,0.0,0,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,progress_drop_03_lint_clean_logic_wrong__armC__8e0cde09,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,"ADD_SUBTASK,UPDATE_STATUS",True,progress_drop_03_lint_clean_logic_wrong__armC__8e0cde09::1,1,1.0,1.0,0.33333333333333337,1,assumed,0.6666666666666666,5,1,True,2.0,claude-haiku-4-5,3.0,progress_drop_03_lint_clean_logic_wrong__armC__8e0cde09,1.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,"ADD_SUBTASK,UPDATE_STATUS",True,progress_drop_03_lint_clean_logic_wrong__armC__8e0cde09::2,2,1.0,1.0,0.33333333333333337,2,assumed,0.6666666666666666,5,1,True,1.0,claude-haiku-4-5,3.0,progress_drop_03_lint_clean_logic_wrong__armC__8e0cde09,1.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,ADD_SUBTASK,True,progress_drop_03_lint_clean_logic_wrong__armC__8e0cde09::3,3,0.6666666666666666,0.6666666666666666,0.0,3,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,progress_drop_03_lint_clean_logic_wrong__armC__8e0cde09,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,INIT,False,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7::0,0,0.0,0.0,0.0,0,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,"ADD_SUBTASK,UPDATE_STATUS",True,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7::1,1,1.0,1.0,0.33333333333333337,1,assumed,0.6666666666666666,5,1,True,2.0,claude-haiku-4-5,3.0,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7,1.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,"ADD_SUBTASK,UPDATE_STATUS",True,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7::2,2,1.0,1.0,0.33333333333333337,2,assumed,0.6666666666666666,5,1,True,1.0,claude-haiku-4-5,3.0,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7,1.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,ADD_SUBTASK,True,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7::3,3,0.6666666666666666,0.6666666666666666,0.0,3,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,,False,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7::4,4,0.6666666666666666,0.6666666666666666,0.0,4,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,progress_drop_03_lint_clean_logic_wrong__armC__bf4b2df7,0.0,progress_drop,progress_drop_03_lint_clean_logic_wrong
C,INIT,False,progress_drop_05_two_function_integration__armC__e4179be8::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,progress_drop_05_two_function_integration__armC__e4179be8,0.0,progress_drop,progress_drop_05_two_function_integration
C,ADD_SUBTASK,True,progress_drop_05_two_function_integration__armC__e4179be8::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,progress_drop_05_two_function_integration__armC__e4179be8,0.0,progress_drop,progress_drop_05_two_function_integration
C,,False,progress_drop_05_two_function_integration__armC__e4179be8::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-haiku-4-5,,progress_drop_05_two_function_integration__armC__e4179be8,0.0,progress_drop,progress_drop_05_two_function_integration
C,,False,progress_drop_05_two_function_integration__armC__e4179be8::3,3,0.0,0.0,0.0,3,assumed,0.0,5,0,True,,claude-haiku-4-5,,progress_drop_05_two_function_integration__armC__e4179be8,0.0,progress_drop,progress_drop_05_two_function_integration
C,,False,progress_drop_05_two_function_integration__armC__e4179be8::4,4,0.0,0.0,0.0,4,assumed,0.0,5,0,True,,claude-haiku-4-5,,progress_drop_05_two_function_integration__armC__e4179be8,0.0,progress_drop,progress_drop_05_two_function_integration
A,INIT,False,stuck_blocked_01_missing_dep_loop__armA__1934c642::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,stuck_blocked_01_missing_dep_loop__armA__1934c642,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
A,ADD_SUBTASK,True,stuck_blocked_01_missing_dep_loop__armA__1934c642::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-opus-4-7,,stuck_blocked_01_missing_dep_loop__armA__1934c642,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
A,INIT,False,stuck_blocked_01_missing_dep_loop__armA__94e2a40f::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,stuck_blocked_01_missing_dep_loop__armA__94e2a40f,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
A,ADD_SUBTASK,True,stuck_blocked_01_missing_dep_loop__armA__94e2a40f::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-opus-4-7,,stuck_blocked_01_missing_dep_loop__armA__94e2a40f,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
A,,False,stuck_blocked_01_missing_dep_loop__armA__94e2a40f::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-opus-4-7,,stuck_blocked_01_missing_dep_loop__armA__94e2a40f,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
B,INIT,False,stuck_blocked_01_missing_dep_loop__armB__22d3af19::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-sonnet-4-6,,stuck_blocked_01_missing_dep_loop__armB__22d3af19,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
B,ADD_SUBTASK,True,stuck_blocked_01_missing_dep_loop__armB__22d3af19::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-sonnet-4-6,,stuck_blocked_01_missing_dep_loop__armB__22d3af19,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
B,,False,stuck_blocked_01_missing_dep_loop__armB__22d3af19::2,2,0.0,0.0,0.0,2,assumed,0.5,5,0,True,,claude-sonnet-4-6,,stuck_blocked_01_missing_dep_loop__armB__22d3af19,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
B,UPDATE_STATUS,False,stuck_blocked_01_missing_dep_loop__armB__22d3af19::3,3,1.0,1.0,0.5,3,assumed,0.5,5,1,True,2.0,claude-sonnet-4-6,5.0,stuck_blocked_01_missing_dep_loop__armB__22d3af19,1.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
B,"ADD_SUBTASK,UPDATE_STATUS",True,stuck_blocked_01_missing_dep_loop__armB__22d3af19::4,4,1.0,1.0,0.5,4,assumed,0.5,5,1,True,1.0,claude-sonnet-4-6,5.0,stuck_blocked_01_missing_dep_loop__armB__22d3af19,1.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
B,ADD_SUBTASK,True,stuck_blocked_01_missing_dep_loop__armB__22d3af19::5,5,0.5,0.5,0.0,5,assumed,0.5,5,0,True,,claude-sonnet-4-6,,stuck_blocked_01_missing_dep_loop__armB__22d3af19,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
B,INIT,False,stuck_blocked_01_missing_dep_loop__armB__a0441ef5::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-sonnet-4-6,,stuck_blocked_01_missing_dep_loop__armB__a0441ef5,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
B,ADD_SUBTASK,True,stuck_blocked_01_missing_dep_loop__armB__a0441ef5::1,1,0.0,0.0,0.0,1,assumed,0.6666666666666666,5,0,True,,claude-sonnet-4-6,,stuck_blocked_01_missing_dep_loop__armB__a0441ef5,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
B,UPDATE_STATUS,False,stuck_blocked_01_missing_dep_loop__armB__a0441ef5::2,2,1.0,1.0,0.33333333333333337,2,assumed,0.6666666666666666,5,1,True,4.0,claude-sonnet-4-6,6.0,stuck_blocked_01_missing_dep_loop__armB__a0441ef5,1.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,INIT,False,stuck_blocked_01_missing_dep_loop__armC__1317d385::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__1317d385,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,ADD_SUBTASK,True,stuck_blocked_01_missing_dep_loop__armC__1317d385::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__1317d385,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__1317d385::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__1317d385,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__1317d385::3,3,0.0,0.0,0.0,3,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__1317d385,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__1317d385::4,4,0.0,0.0,0.0,4,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__1317d385,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__1317d385::5,5,0.0,0.0,0.0,5,assumed,0.5,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__1317d385,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,UPDATE_STATUS,False,stuck_blocked_01_missing_dep_loop__armC__1317d385::6,6,1.0,1.0,0.5,6,assumed,0.5,5,1,True,2.0,claude-haiku-4-5,8.0,stuck_blocked_01_missing_dep_loop__armC__1317d385,1.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,"ADD_SUBTASK,UPDATE_STATUS",True,stuck_blocked_01_missing_dep_loop__armC__1317d385::7,7,1.0,1.0,0.5,7,assumed,0.5,5,1,True,1.0,claude-haiku-4-5,8.0,stuck_blocked_01_missing_dep_loop__armC__1317d385,1.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,ADD_SUBTASK,True,stuck_blocked_01_missing_dep_loop__armC__1317d385::8,8,0.5,0.5,0.0,8,assumed,0.5,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__1317d385,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,INIT,False,stuck_blocked_01_missing_dep_loop__armC__3898b400::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__3898b400,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,ADD_SUBTASK,True,stuck_blocked_01_missing_dep_loop__armC__3898b400::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__3898b400,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__3898b400::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__3898b400,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__3898b400::3,3,0.0,0.0,0.0,3,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__3898b400,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__3898b400::4,4,0.0,0.0,0.0,4,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__3898b400,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__3898b400::5,5,0.0,0.0,0.0,5,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__3898b400,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__3898b400::6,6,0.0,0.0,0.0,6,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__3898b400,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
C,,False,stuck_blocked_01_missing_dep_loop__armC__3898b400::7,7,0.0,0.0,0.0,7,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_01_missing_dep_loop__armC__3898b400,0.0,stuck_blocked,stuck_blocked_01_missing_dep_loop
A,INIT,False,stuck_blocked_02_ambiguous_path__armA__126864e6::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,stuck_blocked_02_ambiguous_path__armA__126864e6,0.0,stuck_blocked,stuck_blocked_02_ambiguous_path
B,INIT,False,stuck_blocked_02_ambiguous_path__armB__d2b74181::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-sonnet-4-6,,stuck_blocked_02_ambiguous_path__armB__d2b74181,0.0,stuck_blocked,stuck_blocked_02_ambiguous_path
C,INIT,False,stuck_blocked_02_ambiguous_path__armC__a536368b::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_02_ambiguous_path__armC__a536368b,0.0,stuck_blocked,stuck_blocked_02_ambiguous_path
C,ADD_SUBTASK,True,stuck_blocked_02_ambiguous_path__armC__a536368b::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_02_ambiguous_path__armC__a536368b,0.0,stuck_blocked,stuck_blocked_02_ambiguous_path
A,INIT,False,stuck_blocked_03_perm_denied_chmod__armA__c821c739::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,stuck_blocked_03_perm_denied_chmod__armA__c821c739,0.0,stuck_blocked,stuck_blocked_03_perm_denied_chmod
B,INIT,False,stuck_blocked_03_perm_denied_chmod__armB__84c542d3::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-sonnet-4-6,,stuck_blocked_03_perm_denied_chmod__armB__84c542d3,0.0,stuck_blocked,stuck_blocked_03_perm_denied_chmod
C,INIT,False,stuck_blocked_03_perm_denied_chmod__armC__54ef8bb8::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_03_perm_denied_chmod__armC__54ef8bb8,0.0,stuck_blocked,stuck_blocked_03_perm_denied_chmod
C,ADD_SUBTASK,True,stuck_blocked_03_perm_denied_chmod__armC__54ef8bb8::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_03_perm_denied_chmod__armC__54ef8bb8,0.0,stuck_blocked,stuck_blocked_03_perm_denied_chmod
A,INIT,False,stuck_blocked_04_module_not_found_pythonpath__armA__ca44079b::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,stuck_blocked_04_module_not_found_pythonpath__armA__ca44079b,0.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
A,ADD_SUBTASK,True,stuck_blocked_04_module_not_found_pythonpath__armA__ca44079b::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-opus-4-7,,stuck_blocked_04_module_not_found_pythonpath__armA__ca44079b,0.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
B,INIT,False,stuck_blocked_04_module_not_found_pythonpath__armB__56e9a217::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-sonnet-4-6,,stuck_blocked_04_module_not_found_pythonpath__armB__56e9a217,0.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
B,ADD_SUBTASK,True,stuck_blocked_04_module_not_found_pythonpath__armB__56e9a217::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-sonnet-4-6,,stuck_blocked_04_module_not_found_pythonpath__armB__56e9a217,0.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
C,INIT,False,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7,0.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
C,ADD_SUBTASK,True,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7,0.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
C,,False,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-haiku-4-5,,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7,0.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
C,,False,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7::3,3,0.0,0.0,0.0,3,assumed,0.5,5,0,True,,claude-haiku-4-5,,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7,0.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
C,UPDATE_STATUS,False,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7::4,4,1.0,1.0,0.5,4,assumed,0.5,5,1,True,1.0,claude-haiku-4-5,5.0,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7,1.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
C,ADD_SUBTASK,True,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7::5,5,0.5,0.5,0.0,5,assumed,0.8,5,0,True,,claude-haiku-4-5,,stuck_blocked_04_module_not_found_pythonpath__armC__7824b1d7,0.0,stuck_blocked,stuck_blocked_04_module_not_found_pythonpath
A,INIT,False,validation_new_work_01_test_reveals_edge_case__armA__aceba53f::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,validation_new_work_01_test_reveals_edge_case__armA__aceba53f,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
A,ADD_SUBTASK,True,validation_new_work_01_test_reveals_edge_case__armA__aceba53f::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-opus-4-7,,validation_new_work_01_test_reveals_edge_case__armA__aceba53f,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
A,INIT,False,validation_new_work_01_test_reveals_edge_case__armA__faee0581::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-opus-4-7,,validation_new_work_01_test_reveals_edge_case__armA__faee0581,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
B,INIT,False,validation_new_work_01_test_reveals_edge_case__armB__034df633::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-sonnet-4-6,,validation_new_work_01_test_reveals_edge_case__armB__034df633,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
B,ADD_SUBTASK,True,validation_new_work_01_test_reveals_edge_case__armB__034df633::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-sonnet-4-6,,validation_new_work_01_test_reveals_edge_case__armB__034df633,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
B,,False,validation_new_work_01_test_reveals_edge_case__armB__034df633::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-sonnet-4-6,,validation_new_work_01_test_reveals_edge_case__armB__034df633,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
B,,False,validation_new_work_01_test_reveals_edge_case__armB__034df633::3,3,0.0,0.0,0.0,3,assumed,0.0,5,0,True,,claude-sonnet-4-6,,validation_new_work_01_test_reveals_edge_case__armB__034df633,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
C,INIT,False,validation_new_work_01_test_reveals_edge_case__armC__5847c15b::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__5847c15b,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
C,ADD_SUBTASK,True,validation_new_work_01_test_reveals_edge_case__armC__5847c15b::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__5847c15b,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
C,,False,validation_new_work_01_test_reveals_edge_case__armC__5847c15b::2,2,0.0,0.0,0.0,2,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__5847c15b,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
C,,False,validation_new_work_01_test_reveals_edge_case__armC__5847c15b::3,3,0.0,0.0,0.0,3,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__5847c15b,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
C,,False,validation_new_work_01_test_reveals_edge_case__armC__5847c15b::4,4,0.0,0.0,0.0,4,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__5847c15b,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
C,,False,validation_new_work_01_test_reveals_edge_case__armC__5847c15b::5,5,0.0,0.0,0.0,5,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__5847c15b,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
C,,False,validation_new_work_01_test_reveals_edge_case__armC__5847c15b::6,6,0.0,0.0,0.0,6,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__5847c15b,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
C,INIT,False,validation_new_work_01_test_reveals_edge_case__armC__642b2075::0,0,0.0,0.0,0.0,0,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,validation_new_work_01_test_reveals_edge_case__armC__642b2075,0.0,validation_new_work,validation_new_work_01_test_reveals_edge_case
C,INIT,False,validation_new_work_02_silent_io_format_drift__armC__c8d6335f::0,0,0.0,0.0,0.0,0,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_02_silent_io_format_drift__armC__c8d6335f,0.0,validation_new_work,validation_new_work_02_silent_io_format_drift
C,ADD_SUBTASK,True,validation_new_work_02_silent_io_format_drift__armC__c8d6335f::1,1,0.0,0.0,0.0,1,assumed,0.0,5,0,True,,claude-haiku-4-5,,validation_new_work_02_silent_io_format_drift__armC__c8d6335f,0.0,validation_new_work,validation_new_work_02_silent_io_format_drift
C,,False,validation_new_work_02_silent_io_format_drift__armC__c8d6335f::2,2,0.0,0.0,0.0,2,assumed,0.6666666666666666,5,0,True,,claude-haiku-4-5,,validation_new_work_02_silent_io_format_drift__armC__c8d6335f,0.0,validation_new_work,validation_new_work_02_silent_io_format_drift
