phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,2191933,361.32330298423767,6066.403638781141,125000000.0,4.853122911024913e-05,1
drain,kv,target_to_client,4679300448,362.55545711517334,12906440.535284847,125000000.0,0.10325152428227878,1
post,api,client_to_target,593029,17.39452600479126,34092.85196024613,125000000.0,0.00027274281568196904,1
post,kv,target_to_client,220476744,27.71724796295166,7954496.214584539,125000000.0,0.06363596971667632,1
