connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
04f40bfd871df06d,kv,5572495628292860,5572495629563625,0,0
7c24f05e668bd9d2,api,5572495628644536,5572495629628205,0,0
f28c54f9068b84e9,api,5572516903647660,5572527136828025,27620,8389
34b498085e3c1e39,api,5572516903273275,5572527174862295,32058,9333
7c6214d5f2a7d6db,api,5572516904334002,5572527695907660,43412,14264
dac78927c9d3967c,api,5572516903978326,5572528450644298,22395,23763
2882d20249f44d3a,api,5572545923684088,5572546829611576,27588,11828
c4ffa4e73d9ad9dc,api,5572546831161218,5572548941501245,32026,27425
f76f2276241e8c4b,api,5572548943891887,5572551045634074,22363,27425
69ae81ca83a12e18,api,5572551048416682,5572551965278342,43380,11828
