workload,load,wan_gbps,deadline_s,policy,minimum_qh_gap_fraction,median_qh_gap_fraction
measured_pack,0.25,reference,1,greedy,0.0,0.00026228044161502595
measured_pack,0.25,reference,1,isolated_fastest,0.1298169313065199,0.131750906541508
measured_pack,0.25,reference,1,kv_only,0.1298169313065199,0.131750906541508
measured_pack,0.25,reference,1,replay_only,-2.7755575615628914e-17,0.0
measured_pack,0.25,reference,3,greedy,0.008516037006242205,0.009039020486229787
measured_pack,0.25,reference,3,isolated_fastest,0.4376126088835058,0.4394662810526536
measured_pack,0.25,reference,3,kv_only,0.4376126088835058,0.4394662810526536
measured_pack,0.25,reference,3,replay_only,-1.1102230246251565e-16,0.0
measured_pack,0.25,reference,10,greedy,0.19762683117411106,0.2255766861111131
measured_pack,0.25,reference,10,isolated_fastest,0.9610710510393718,0.9826575276189007
measured_pack,0.25,reference,10,kv_only,0.9610710510393718,0.9826575276189007
measured_pack,0.25,reference,10,replay_only,-1.1102230246251565e-16,0.0
measured_pack,0.25,reference,30,greedy,0.0,0.0
measured_pack,0.25,reference,30,isolated_fastest,0.9992212808795614,0.9992339302758965
measured_pack,0.25,reference,30,kv_only,0.9992212808795614,0.9992339302758965
measured_pack,0.25,reference,30,replay_only,0.0,0.0
measured_pack,0.25,reference,60,greedy,0.0,0.0
measured_pack,0.25,reference,60,isolated_fastest,0.9984425617591228,0.998467860551793
measured_pack,0.25,reference,60,kv_only,0.9984425617591228,0.998467860551793
measured_pack,0.25,reference,60,replay_only,0.0,0.0
measured_pack,0.25,reference,120,greedy,-1.1102230246251565e-16,0.0
measured_pack,0.25,reference,120,isolated_fastest,0.9968851235182458,0.9969357211035859
measured_pack,0.25,reference,120,kv_only,0.9968851235182458,0.9969357211035859
measured_pack,0.25,reference,120,replay_only,-1.1102230246251565e-16,0.0
measured_pack,0.25,reference,300,greedy,0.0,0.0
measured_pack,0.25,reference,300,isolated_fastest,0.9922128087956144,0.992339302758965
