workload,load,wan_gbps,deadline_s,policy,central_shed_mw,median_shed_fraction,p05_shed_mw,median_shed_mw,p95_shed_mw,action_counts_mean,action_fractions_mean,serving_ceiling,resource_utilization_mean,workload_central_range_mw,timing_network_range_fraction
measured_pack,0.25,reference,1,greedy,1.570744334915267,0.1315141617573631,1.5496818906424847,1.5699798589882732,1.5814121791024254,"[4029.7666175776403, 0.0, 66008.1208063477, 0.0]","[0.007555887966837743, 0.0, 0.1237664641765437, 0.0]",1.0,"[1.0, 0.0, 0.05057881714705161, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06044710373470195, 0.9901317134123496, 0.008059613831293595, 0.13201756178831328, 0.00025331665875589484, 0.0022590837831193878, 1.0, 0.9870447165555896, 0.989691587179131]","[1.570744334915267, 1.570744334915267]","[0.12984092971766398, 0.1316935435353717]"
measured_pack,0.25,reference,1,isolated_fastest,0.0003060556320722672,2.553565747011657e-05,0.00028642665479269944,0.00030675942706201534,0.00031182465996489137,"[0.0, 2.8127184985148492, 0.0, 10.78800903074463]","[0.0, 5.2738999237145784e-06, 0.0, 2.022771920983828e-05]",1.0,"[0.00020401295306842287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.219119938971663e-05, 0.00016182175367870623, 5.625493251962218e-06, 2.1576233823827503e-05, 9.626340924196945e-08, 3.692123931993084e-07, 1.0, 1.0, 1.0]","[0.0003060556320722672, 0.0003060556320722672]","[2.3998411144099953e-05, 2.5957304014618878e-05]"
measured_pack,0.25,reference,1,kv_only,0.0003060556320722672,2.553565747011657e-05,0.00028642665479269944,0.00030675942706201534,0.00031182465996489137,"[0.0, 2.8127184985148492, 0.0, 10.78800903074463]","[0.0, 5.2738999237145784e-06, 0.0, 2.022771920983828e-05]",1.0,"[0.00020401295306842287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.219119938971663e-05, 0.00016182175367870623, 5.625493251962218e-06, 2.1576233823827503e-05, 9.626340924196945e-08, 3.692123931993084e-07, 1.0, 1.0, 1.0]","[0.0003060556320722672, 0.0003060556320722672]","[2.3998411144099953e-05, 2.5957304014618878e-05]"
measured_pack,0.25,reference,1,queue_haul,1.5732037159141472,0.13177644219897813,1.5496818906424847,1.5735486206581581,1.589179190119179,"[4207.638309192879, 0.0, 66008.1208063477, 0.0]","[0.007889400723743887, 0.0, 0.1237664641765437, 0.0]",1.0,"[1.0, 0.0, 0.05324691920230073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0631152057899511, 0.9901317134123496, 0.00841536077199348, 0.13201756178831328, 0.00025786733932925616, 0.002266708181887638, 1.0, 1.0, 1.0]","[1.5732037159141472, 1.5732037159141472]","[0.12984092971766398, 0.13241109565862216]"
measured_pack,0.25,reference,1,replay_only,1.5732037159141472,0.1317764421989781,1.5496818906424847,1.573548620658158,1.589179190119179,"[17440.632015545278, 0.0, 52775.127099995305, 0.0]","[0.03270151204426784, 0.0, 0.09895435285601975, 0.0]",1.0,"[1.0, 0.0, 0.05324691920230076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.26161209635414273, 0.791634822848158, 0.03488161284721903, 0.10555130971308774, 0.0005968939650510735, 0.001927681556165821, 1.0, 1.0, 1.0]","[1.5732037159141472, 1.5732037159141472]","[0.12984092971766398, 0.1324110956586222]"
measured_pack,0.25,reference,3,greedy,5.154652771951372,0.43076423153553495,4.475712783746903,5.150161032523255,5.188535913592907,"[34574.196513829505, 0.0, 191664.75, 0.0]","[0.06482726673609769, 0.0, 0.359375, 0.0]",1.0,"[1.0, 1.0, 1.0, 0.0, 0.39361813388878153, 0.0, 0.0, 0.0, 0.5186181338887815, 1.0, 0.06914908451850421, 0.38333333333333336, 0.004162715184240141, 0.010837596477781146, 0.9858486510100593, 0.8374202309098264, 0.8689497016369002]","[5.154652771951372, 5.154652771951372]","[0.375, 0.43194676398174525]"
measured_pack,0.25,reference,3,isolated_fastest,0.0009181668962168015,7.66069724103497e-05,0.0008592799643780981,0.0009202782811860459,0.000935473979894674,"[0.0, 8.438155495544546, 0.0, 32.36402709223388]","[0.0, 1.5821699771143737e-05, 0.0, 6.0683157629514843e-05]",1.0,"[0.0006120388592052686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001265735981691499, 0.00048546526103611875, 1.6876479755886652e-05, 6.47287014714825e-05, 2.8879022772590836e-07, 1.1076371795979249e-06, 1.0, 1.0, 1.0]","[0.0009181668962168015, 0.0009181668962168015]","[7.199523343229985e-05, 7.787191204385663e-05]"
measured_pack,0.25,reference,3,kv_only,0.0009181668962168015,7.66069724103497e-05,0.0008592799643780981,0.0009202782811860459,0.000935473979894674,"[0.0, 8.438155495544546, 0.0, 32.36402709223388]","[0.0, 1.5821699771143737e-05, 0.0, 6.0683157629514843e-05]",1.0,"[0.0006120388592052686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001265735981691499, 0.00048546526103611875, 1.6876479755886652e-05, 6.47287014714825e-05, 2.8879022772590836e-07, 1.1076371795979249e-06, 1.0, 1.0, 1.0]","[0.0009181668962168015, 0.0009181668962168015]","[7.199523343229985e-05, 7.787191204385663e-05]"
measured_pack,0.25,reference,3,queue_haul,5.256293667139905,0.4395428880250639,5.215517481200513,5.25789784539133,5.299043147136985,"[66666.0, 0.0, 167920.3618919172, 0.0]","[0.125, 0.0, 0.3148538270856156, 0.0]",1.0,"[1.0, 1.0, 1.0, 0.09730583502021325, 0.42152478166471147, 0.0, 0.0, 0.0, 1.0, 1.0, 0.13333333333333333, 0.3358440822246567, 0.004699060448453801, 0.011443990045168086, 1.0000000000000002, 1.0, 1.0]","[5.256293667139905, 5.256293667139905]","[0.4376846041169381, 0.4411739993146114]"
measured_pack,0.25,reference,3,replay_only,5.256293667139904,0.4395428880250639,5.215517481200513,5.257897845391331,5.299043147136985,"[66666.0, 0.0, 167920.3618919172, 0.0]","[0.125, 0.0, 0.3148538270856156, 0.0]",1.0,"[1.0, 1.0, 1.0, 0.2416230164825884, 0.27720760020233626, 0.0, 0.0, 0.0, 1.0, 1.0, 0.13333333333333333, 0.3358440822246567, 0.004699060448453801, 0.011443990045168086, 0.9999999999999999, 1.0, 1.0]","[5.256293667139904, 5.256293667139904]","[0.43768460411693816, 0.4411739993146113]"
measured_pack,0.25,reference,10,greedy,9.069048342379325,0.7585783838455553,8.996526934945237,9.06859542695239,9.144367668152972,"[71473.66971001778, 0.0, 333330.0, 0.0]","[0.13401447085099186, 0.0, 0.625, 0.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.3573719222693116, 0.3573719222693116, 0.3573719222693116, 0.3573719222693116, 1.0, 0.14294876890772468, 0.6666666666666666, 0.015492210744175075, 0.029660790360243133, 1.0, 0.4601318303595612, 0.5717517723395065]","[9.069048342379325, 9.069048342379325]","[0.7571730791515278, 0.7636842039767018]"
measured_pack,0.25,reference,10,isolated_fastest,0.0030605563207226722,0.0002553565747011657,0.002864266547926994,0.0030675942706201533,0.003118246599648914,"[0.0, 28.12718498514849, 0.0, 107.8800903074463]","[0.0, 5.2738999237145795e-05, 0.0, 0.00020227719209838278]",1.0,"[0.0020401295306842287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00042191199389716636, 0.0016182175367870622, 5.625493251962218e-05, 0.000215762338238275, 9.626340924196946e-07, 3.6921239319930837e-06, 1.0, 1.0, 1.0]","[0.0030605563207226722, 0.0030605563207226722]","[0.0002399841114409995, 0.0002595730401461888]"
measured_pack,0.25,reference,10,kv_only,0.0030605563207226722,0.0002553565747011657,0.002864266547926994,0.0030675942706201533,0.003118246599648914,"[0.0, 28.12718498514849, 0.0, 107.8800903074463]","[0.0, 5.2738999237145795e-05, 0.0, 0.00020227719209838278]",1.0,"[0.0020401295306842287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00042191199389716636, 0.0016182175367870622, 5.625493251962218e-05, 0.000215762338238275, 9.626340924196946e-07, 3.6921239319930837e-06, 1.0, 1.0, 1.0]","[0.0030605563207226722, 0.0030605563207226722]","[0.0002399841114409995, 0.0002595730401461888]"
measured_pack,0.25,reference,10,queue_haul,11.75054106244411,0.9829128841936019,11.473472237817228,11.751970316719783,11.88172218137841,"[230834.47271056232, 0.0, 293040.31157984486, 0.0]","[0.4328189645219495, 0.0, 0.5494560787729967, 0.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8582003463595708, 1.0, 1.0, 0.46167356215674626, 0.5860864840245299, 0.017913417308752067, 0.05283304907042434, 1.0, 1.0, 1.0]","[11.75054106244411, 11.75054106244411]","[0.9613110351508128, 0.9890789651553729]"
measured_pack,0.25,reference,10,replay_only,11.75054106244411,0.9829128841936019,11.47347223781723,11.751970316719783,11.88172218137841,"[230834.47271056232, 0.0, 293040.31157984486, 0.0]","[0.4328189645219495, 0.0, 0.5494560787729967, 0.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8582003463595708, 1.0, 1.0, 0.46167356215674626, 0.5860864840245299, 0.017913417308752067, 0.05283304907042434, 1.0, 1.0, 1.0]","[11.75054106244411, 11.75054106244411]","[0.961311035150813, 0.9890789651553729]"
measured_pack,0.25,reference,30,greedy,11.93523408999174,1.0,11.867084771491736,11.93523408999174,12.012983312491738,"[33333.0, 0.0, 499995.0, 0.0]","[0.0625, 0.0, 0.9375, 0.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1875, 0.9375, 0.06666666666666667, 1.0, 0.004563198516960482, 0.06844797775440724, 0.0717151538967061, 0.3097950185385068, 0.2604303984293603]","[11.93523408999174, 11.93523408999174]","[1.0, 1.0]"
measured_pack,0.25,reference,30,isolated_fastest,0.009181668962168014,0.000766069724103497,0.008592799643780983,0.009202782811860459,0.00935473979894674,"[0.0, 84.38155495544547, 0.0, 323.64027092233886]","[0.0, 0.00015821699771143737, 0.0, 0.0006068315762951483]",1.0,"[0.006120388592052685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001265735981691499, 0.004854652610361187, 0.00016876479755886654, 0.0006472870147148249, 2.887902277259084e-06, 1.1076371795979251e-05, 1.0, 1.0, 1.0]","[0.009181668962168014, 0.009181668962168014]","[0.0007199523343229986, 0.0007787191204385662]"
measured_pack,0.25,reference,30,kv_only,0.009181668962168014,0.000766069724103497,0.008592799643780983,0.009202782811860459,0.00935473979894674,"[0.0, 84.38155495544547, 0.0, 323.64027092233886]","[0.0, 0.00015821699771143737, 0.0, 0.0006068315762951483]",1.0,"[0.006120388592052685, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001265735981691499, 0.004854652610361187, 0.00016876479755886654, 0.0006472870147148249, 2.887902277259084e-06, 1.1076371795979251e-05, 1.0, 1.0, 1.0]","[0.009181668962168014, 0.009181668962168014]","[0.0007199523343229986, 0.0007787191204385662]"
measured_pack,0.25,reference,30,queue_haul,11.93523408999174,1.0,11.867084771491736,11.93523408999174,12.012983312491738,"[33333.0, 0.0, 499995.0, 0.0]","[0.0625, 0.0, 0.9375, 0.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.125, 0.9375, 0.06666666666666667, 1.0, 0.004563198516960482, 0.06844797775440724, 0.07773604880830395, 0.3097950185385068, 0.26167597976178164]","[11.93523408999174, 11.93523408999174]","[1.0, 1.0]"
measured_pack,0.25,reference,30,replay_only,11.93523408999174,1.0,11.867084771491736,11.93523408999174,12.012983312491738,"[326884.14772632084, 0.0, 206443.85227367916, 0.0]","[0.6129139061259128, 0.0, 0.3870860938740871, 0.0]",1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6537748332009736, 0.412891833465693, 0.06016924759227244, 0.012841928679095274, 0.9984947745880903, 0.05082558167940762, 0.24694773060427072]","[11.93523408999174, 11.93523408999174]","[0.9999999999999998, 1.0]"
