connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
17139beab91f9601,kv,5565281126073506,5565281127241983,0,0
a6d3a39df02c02f3,api,5565281126367183,5565281127310792,0,0
8bf53b5b58381b9a,api,5565299589901485,5565304577055791,25919,12077
ded40289d4a5c464,api,5565299589568719,5565304675690035,31742,13509
eb77763c59100bb9,api,5565310081749761,5565310683066753,31890,7396
7d6eac80efa4d6e3,api,5565309870359143,5565310918753688,26067,12809
45b7f1c04f7977ad,api,5565316414331520,5565320891663748,32058,9333
6f625e939616ca35,api,5565316195958880,5565321840510508,24901,21065
692c3bcd1b8a87a9,api,5565324038594037,5565325209548290,32206,13507
bee372ee4bbbbcd5,api,5565325211282019,5565326300136444,25049,13507
83e26809a89fbe01,api,5565331095825829,5565332234433831,26035,14538
a6edc034d4acb8c0,api,5565332235627506,5565332859954294,31858,7642
1a97e53a1f7f93fd,api,5565332860801553,5565333862141786,25017,12772
a5a23b035f05d405,api,5565333863329702,5565335297299485,32174,18169
