workload,seed,arm,rate_slot,width,trace_id,requires_separate_source,episode,rate,incoming_session_rps,kind,session,context_hash,context_tokens,generation,time_s,source_request_executing,in_flight_request,source_decode_observed,actual_context_growth_tokens,reset_since_snapshot,source_port,destination_port,validation,request_id,phase,status,found_keys,total_keys,retained_tokens,queried_tokens,l1_cached_tokens,l2_retrieved_tokens,cached_tokens,probe,cohort,error
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,route_switch,5,72a4daa4a82835bcbe5c60388959febf18360fe7e6b6a12a79cb46644b52289c,19895,3,60.391616018,,,,,,18100,18200,exact retained token history and generation; continuation reported separately,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,route_switch,6,b3453256a8da202ffd3e33b3a241db6efe81b0272c0ed6cfc0c4fa5a49a9ec2a,10336,3,60.393755406,,,,,,18100,18200,exact retained token history and generation; continuation reported separately,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,route_switch,7,e555a7ddd9b268e6569c7d1739426b8d6b88b80897a73d4947d7a8fb496bcc82,19895,3,60.401690358,,,,,,18100,18200,exact retained token history and generation; continuation reported separately,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,first_valid_destination_response,1,c7b532a28f900d81ad90bf36037f74cbef59bad4cc5d11c72e49e1a6d3bf9eaf,,,64.908310855,,,,,,,,,cmpl-8ca155d583fbcd48,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,first_valid_destination_response,3,a4f1ac87e5b084625b71bff615364986008a98e265246b3f7b2206192010b564,,,67.047574302,,,,,,,,,cmpl-849358e64e63b815,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,first_valid_destination_response,4,739b9d670de546c928ad8196962cc7ce33554c81161457e9ebfdd9968cfaa174,,,68.268851229,,,,,,,,,cmpl-8469a8c69e34732e,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,first_valid_destination_response,6,314a610c6ad36cbbf1ad89ca63c08eabb429b9a9add69489b8efc8b162e63e24,,,68.404061632,,,,,,,,,cmpl-9ec8f19f1a6f4255,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,first_valid_destination_response,2,ac6ad3ab3351707bbf4b51982255072b423b143076f7d7c5ab7b53d2d5bed205,,,71.486058423,,,,,,,,,cmpl-aafd983d3075ff20,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,first_valid_destination_response,7,d4db71de5217db852a15846aa92394cbf29e73a4c46de112f99fc5146136eae5,,,71.489741148,,,,,,,,,cmpl-80e447decc800b5e,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,first_valid_destination_response,0,65469d1ebc3a82a43f10024b9639000014e480e97691e6f4bc611f8dcb96a4c1,,,73.011715409,,,,,,,,,cmpl-ba3e593b5d74034d,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,first_valid_destination_response,5,d235d3a0e2ba312fb21381366ee0e961243de9d2854f492e517dd1cb402a4fac,,,81.826528667,,,,,,,,,cmpl-9eb4762afa74b90d,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,1,586da30184a8515519ef22e965650bd57329e8634a9bcbcd7a8ddc7ed064c562,,,86.983913718,,,,,,,,,cmpl-b5fc63657a2bb319,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,3,4c1f1fb98059a10d1695f59d11af241654b49f6532fc3b2e488e1787d9a761c6,,,89.099429435,,,,,,,,,cmpl-bf4bc87cbee2e570,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,4,76c98c9b5c78e905c91a685a7a6fe3e1f281464d0582ea9fa2dbfb631cb514d4,,,90.306438355,,,,,,,,,cmpl-b2d53b725b64e748,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,6,8caf9361ea19e577921a44787ed80610282b635332c8a840424a4745a8683f6c,,,92.794653843,,,,,,,,,cmpl-bf34d8daae377a7d,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,2,31f45e82b578ec78f3370435a7f13916707ba0a8c411c1e0df721b9f82a4e1c3,,,93.757974834,,,,,,,,,cmpl-8460c65c43ec6c95,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,7,9bafa25e0a60011dbb53a16f034e1d169b2300abf56ecccd8bfd24a3ccd80910,,,94.272543121,,,,,,,,,cmpl-ba5a436f8d0a24b2,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,0,f18eb78988a2033508d7ddd488055e5c058da0cc7b425ca17ea0432c7eb0af49,,,95.316704923,,,,,,,,,cmpl-84c51712a39947d2,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,5,4c4bedfeccf0555cf8376e686f246a6f00b7fbd12706459ed9d9f141fe5f3217,,,104.668514987,,,,,,,,,cmpl-90b0f15b6efcdb87,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,1,83ea0f2f13d0159b84827cbab479b7ef1c3257391f69e2ea8437cdf3ffffbb1c,,,110.110703738,,,,,,,,,cmpl-ae0d0c013ed0d5ee,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,3,dda45023dff238915c8565792b032f7872cd543a8f2099df699ae9e18208a41c,,,111.717172843,,,,,,,,,cmpl-a08e54c8b1d7548f,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,4,581bc080313bf34d56c8c41c15f617bbc2404c1dddc2ec62a11ed3b5a7f469d3,,,113.396074315,,,,,,,,,cmpl-8e8d72fbc22e8bd2,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,6,0c251e9ac5bb16104b2cfe2e03364f0506bafd95d7186e98928bf61bed90c431,,,114.765037787,,,,,,,,,cmpl-a36cac7f53e0ca48,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,2,d7d5cb3ab71a16a91a9c1e92045d3e646663ab0b2bd2cd0febfa21c6b4668b5b,,,116.392161865,,,,,,,,,cmpl-852aed80d6766925,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,7,61a96a5d8162fb2a8ae4d9529dd397582894e8cdd6a274a9aa60cc82cb9542ed,,,117.589674119,,,,,,,,,cmpl-a077014d35ebe375,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,0,d6b536fd484dc0d6378390333772e6fe1e37f9f9075bd3600edb3dea720e5e36,,,118.212750593,,,,,,,,,cmpl-ac1a32c62480bd6d,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,5,26dc1a0de7eb585c44f085768751f7e1999ebfe2871101bc33bae623372a0d3f,,,127.927107021,,,,,,,,,cmpl-ac325394f479985f,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,1,09b4397d82a6258a0beab149bbb00aeb55cbab66d680e6b70d4a34ee63b149da,,,131.927917262,,,,,,,,,cmpl-bae4276b1153e3a7,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,4,832eed61aa1c876aa9b355daa69078000350a8a55069342f879182ef50629843,,,135.308077531,,,,,,,,,cmpl-9a69538bc29cffca,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,6,9aeffdc70df656c41d0f4394c49b477f162d552b61c04e08b39e2f41b6a55439,,,135.82609241,,,,,,,,,cmpl-8d3a5e1fbe9ec32d,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,2,c8e19763347da9423bc161d60ead5c25f00c67d0052ecc2b5322f25c9dcb7784,,,139.12342559,,,,,,,,,cmpl-b5d55c32027618b6,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,0,0b64972e255bc623bab16d1c3250327a3e4b6061373f84c30bc80ba84efdb72f,,,140.503981407,,,,,,,,,cmpl-83671256975b961f,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,7,1d3bf6f2ffcf4c278d30a4c07db9fed96d8c4998572834aabe06d13958e685c4,,,140.826027925,,,,,,,,,cmpl-95c3023c1b11bbaf,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,3,2e5f877ebc6864a3cf47cb57cf420212b0f46460036430fab67a8161759258f2,,,144.363000442,,,,,,,,,cmpl-948cdde92603ec81,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,5,9cfda50217dd208db8e6f367475d31a72348870d5cc828b5a795551489263c5c,,,151.182696796,,,,,,,,,cmpl-9ae3067c92aa7756,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,3,06e9e40f6a162de02f89694673bd271abbf1f166844fffa5a1e2951758a593f8,,,157.233667024,,,,,,,,,cmpl-94c4574d5c6e4cdb,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,1,8cf4d1e2235d6106329866a37753d66118cab79be5de88533dba80919fa0b37a,,,158.172965005,,,,,,,,,cmpl-926994f3cbacf242,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,6,b65485794fc50420c6507dca52464260c36780eeafb14ac3c60306e78a83286d,,,158.377893917,,,,,,,,,cmpl-91e224643af51d23,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,4,377234c91dfddee215806bb5c794f8169673779605309a72c10b87e14502bbbb,,,161.428842232,,,,,,,,,cmpl-9c41ade8582e1dc0,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,7,c8bc5e65d67f6f3f6ef43f05ce3825738b580871c6fb69a8749aa1f11c22bc18,,,161.714186513,,,,,,,,,cmpl-9b65ad4f72fb2b23,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,0,b66a7d2a31dde64e28028778ab96b38deda9970d349a2e205a3d8b599cb74eef,,,163.66542795,,,,,,,,,cmpl-80e32ff1c5254ca1,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,5,bf1ec7cb9795b1f4f57ca79a591c2369c209b4fdd28069dd413781f9cb5512e1,,,172.110501404,,,,,,,,,cmpl-916752230dfc504f,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,1,27aabcc881126688b44f943b1cbd31994cf7b74ed164fd8fe04cf9fbc4c37518,,,177.847131826,,,,,,,,,cmpl-b4774cefb4a76eac,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,3,52f354e56a2b65f96d6586d1983bbcd5f980f0539f0b03e59610a1d428e5a6ab,,,179.511339482,,,,,,,,,cmpl-ba3ffde70b4c718b,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,4,05826521ed090d51b1487a3979247c9c16315d1f41e7022667f56fe273ee10c2,,,181.013066841,,,,,,,,,cmpl-9947c8adc5897f3c,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,6,d21269e6402857d34091a5d05c0de62f48f8eeefec059c998f795635f8506d30,,,181.014800137,,,,,,,,,cmpl-a6d8d0d9cd4a8d33,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,7,cf764dd4989312219ca9a6fa5345d7ff9d8ad5b08334cc5997919ddb61fe0112,,,184.418110771,,,,,,,,,cmpl-b6a250e5e5daf97a,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,0,5eade5f0c9bef2fdd4f0b10dba4ddb7d3750fc9f86317d90b28f6b23e793e344,,,185.758148491,,,,,,,,,cmpl-b6b3f8b85ccb4a99,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,5,02a168884541ae30b47fd2324327fbf3014f8ec43eee9f7256e388ef7e719f59,,,194.686554023,,,,,,,,,cmpl-bf1ef4a5ea08fcfa,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,2,cc85ebbeabc9aa12e388705232db813937ee4d568807e5868103eae19f1dfa70,,,197.045838722,,,,,,,,,cmpl-894254d2ee9d4ca5,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,2,6fdcc451679ffd74a89feb42309362a5dcbcd97417574f99650e679af322b534,,,197.697167148,,,,,,,,,cmpl-9159a6ee2718e9eb,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,1,ba6c49058db3c7a7c9d9a760b693d462a8bd6059e75c6b09ac7b44390785d20d,,,199.722062335,,,,,,,,,cmpl-9a057815c6eb49ef,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,4,3d7c76aa41ed8c10a04e62a1d4ce0a06d4080dbdeeb687ac8eac2e661a870ec3,,,203.054906862,,,,,,,,,cmpl-8ccd32bda19a1871,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,6,62c9eddb0302368df32c5af486e833f6c51a6ee10d0cac639910cc063eb0909d,,,204.40491551,,,,,,,,,cmpl-ac066d6ac28caa84,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,3,42f5ffcedd2c67872fdf9f290c760265c5c97fd64ed4279800caecaf921e5df8,,,204.658627932,,,,,,,,,cmpl-a1df4bf77b7ce17e,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,7,ef518809acfd613b2b6f7c9b44077c93a959bc88060fdabd261ac67effb4cdc7,,,207.08653982,,,,,,,,,cmpl-b2cfa98820bfc9ba,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,2,481f6465707cc13d37f968f9e288c6b915a80de19f826492c16a839dce745952,,,207.372927495,,,,,,,,,cmpl-a794c03b2838a040,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,0,4d93a8cff6afa28f4cab157bbb8a8c8706a282ae9c25058068c856c390e337cd,,,208.223379936,,,,,,,,,cmpl-a9111ee2f6ae7ac8,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,5,c6a49658d493a958be2328231955435ea129d141671298f4d1c4d951f9fa4570,,,217.387738142,,,,,,,,,cmpl-af345ea7d9983aa0,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,1,787b8cd52b61795400c7adbd08a4342f26b951b7aaa40caaed435586be4c79d1,,,222.254299172,,,,,,,,,cmpl-bcb5a41c9c085265,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,4,3036a5ea37f944b797fe9a5ddecee75c074cf0e18f6e89c2a695da4ec3cfa076,,,225.673740208,,,,,,,,,cmpl-b4d597d80653f6ef,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,3,add47d656cf91bb283c3fd3e71c8d4fc9420e010a2a8f4a7d72fdd2d1bfca0fe,,,226.115412954,,,,,,,,,cmpl-a4208846260375bb,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,6,9986844564c78d4f6e8288d03068746d8cb73d185011aa8bae833f59cd0fd01e,,,228.948644401,,,,,,,,,cmpl-aa9c439884c45935,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,2,ae9e4ec024d2980960e62daa688bf3333dd35c2e77d23492475a4960349a7e83,,,230.031719162,,,,,,,,,cmpl-b41f0dc9070f6e99,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,0,fbc5d29667556289151067596c8b91f96c6387753cf9c7df8d5fcfa4d42bced4,,,231.413042158,,,,,,,,,cmpl-a1d22bb71dba098e,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,destination_response,7,9e8d565c94974c505ef61fbb0f6f8ad01a5e515a78c48e1a3296941a4b62b37c,,,238.963186981,,,,,,,,,cmpl-a8bdf5f52cd4f8f2,,,,,,,,,,,,
