workload,seed,arm,rate_slot,width,trace_id,requires_separate_source,episode,rate,incoming_session_rps,kind,session,context_hash,context_tokens,generation,time_s,source_request_executing,in_flight_request,source_decode_observed,actual_context_growth_tokens,reset_since_snapshot,source_port,destination_port,validation,request_id,phase,status,found_keys,total_keys,retained_tokens,queried_tokens,l1_cached_tokens,l2_retrieved_tokens,cached_tokens,probe,cohort,error
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,snapshot,0,68eca1badbc7774663b0513add2b17180b2f6991621728c0f700275dd8316b68,32091,3,60.003309211,,,,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,pause,0,,,3,60.004811933,False,,False,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,source_idle,0,68eca1badbc7774663b0513add2b17180b2f6991621728c0f700275dd8316b68,32091,3,60.007529216,,,,0,False,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,snapshot,1,c0ff8329d8493cf1fa699d4ebd87b0ded90bb9f0ce94319bca794d28302bea16,7340,2,60.016250414,,,,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,pause,1,,,2,60.016288205,False,,False,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,source_idle,1,c0ff8329d8493cf1fa699d4ebd87b0ded90bb9f0ce94319bca794d28302bea16,7340,2,60.016928918,,,,0,False,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,snapshot,2,36b208617666b3fb988a56f262a1ee451570b71344a50b1b942152cfc5632627,32130,3,60.021610971,,,,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,pause,2,,,3,60.021648582,False,,False,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,source_idle,2,36b208617666b3fb988a56f262a1ee451570b71344a50b1b942152cfc5632627,32130,3,60.024325259,,,,0,False,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,snapshot,3,44df745f7c2707c75cf70f9732ca7f54df1f5882e5a6af33f9db6a7a437a25a6,3780,2,60.03568935,,,,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,pause,3,,,2,60.035728884,False,,False,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,source_idle,3,44df745f7c2707c75cf70f9732ca7f54df1f5882e5a6af33f9db6a7a437a25a6,3780,2,60.036115029,,,,0,False,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,snapshot,4,95f7534e55df097f61236340de12e63cf208bfdab648d64c5a4107e6d6b4cdd1,7340,2,60.037935829,,,,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,pause,4,,,2,60.038535615,False,,False,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,source_idle,4,95f7534e55df097f61236340de12e63cf208bfdab648d64c5a4107e6d6b4cdd1,7340,2,60.039179905,,,,0,False,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,snapshot,5,72a4daa4a82835bcbe5c60388959febf18360fe7e6b6a12a79cb46644b52289c,19895,3,60.042848635,,,,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,pause,5,,,3,60.042881507,False,,False,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,source_idle,5,72a4daa4a82835bcbe5c60388959febf18360fe7e6b6a12a79cb46644b52289c,19895,3,60.044559428,,,,0,False,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,snapshot,6,b3453256a8da202ffd3e33b3a241db6efe81b0272c0ed6cfc0c4fa5a49a9ec2a,10336,3,60.050323583,,,,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,pause,6,,,3,60.050354521,False,,False,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,source_idle,6,b3453256a8da202ffd3e33b3a241db6efe81b0272c0ed6cfc0c4fa5a49a9ec2a,10336,3,60.051238942,,,,0,False,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,snapshot,7,e555a7ddd9b268e6569c7d1739426b8d6b88b80897a73d4947d7a8fb496bcc82,19895,3,60.055553424,,,,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,pause,7,,,3,60.055585114,False,,False,,,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,source_idle,7,e555a7ddd9b268e6569c7d1739426b8d6b88b80897a73d4947d7a8fb496bcc82,19895,3,60.057275408,,,,0,False,,,,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,route_switch,1,c0ff8329d8493cf1fa699d4ebd87b0ded90bb9f0ce94319bca794d28302bea16,7340,2,60.221407375,,,,,,18100,18200,exact retained token history and generation; continuation reported separately,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,route_switch,3,44df745f7c2707c75cf70f9732ca7f54df1f5882e5a6af33f9db6a7a437a25a6,3780,2,60.245184027,,,,,,18100,18200,exact retained token history and generation; continuation reported separately,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,route_switch,0,68eca1badbc7774663b0513add2b17180b2f6991621728c0f700275dd8316b68,32091,3,60.378968597,,,,,,18100,18200,exact retained token history and generation; continuation reported separately,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,route_switch,2,36b208617666b3fb988a56f262a1ee451570b71344a50b1b942152cfc5632627,32130,3,60.384985396,,,,,,18100,18200,exact retained token history and generation; continuation reported separately,,,,,,,,,,,,,
coding,7101,control,0,8,7101-coding-0,True,episodes-coding-0-control-7101,0.4426002548363285,0.04426002548363285,route_switch,4,95f7534e55df097f61236340de12e63cf208bfdab648d64c5a4107e6d6b4cdd1,7340,2,60.387876706,,,,,,18100,18200,exact retained token history and generation; continuation reported separately,,,,,,,,,,,,,
