episode,workload,arm,seed,rate,cohort,session,turn,phase,serving_role,session_id,request_id,status,done,prompt_tokens,planned_prompt_tokens,recorded_append_tokens,planned_output_tokens,output_tokens,cached_tokens,derived_prompt_minus_cache_tokens,reset,recorded_turn,actual_new_tokens_excluding_retained_output,context_hash,retained_context_hash,exact_token_timestamps,mean_tpot_s,external_cache_bypassed,row_id,predecessor_id,owner_role,dispatched,duration_s,completed_within_observation,submitted_prompt_tokens,observed_output_tokens,observed_tokens_before_boundary,partial_exact_token_timestamps,token_gaps_exact_single_token_frames,token_gap_count,submillisecond_token_gaps,median_token_gap_s,max_token_gap_s,final_usage_observed,effective_cached_tokens,cache_usage_basis,scheduled_s,client_wakeup_s,client_dispatch_s,start_s,first_s,last_token_s,end_s,arrival_ttft_s,ttft_s,history_hash_after,planned_append_tokens,planned_context_tokens,planned_reset
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,0,7,service,destination,7102-coding-0-incoming-0,cmpl-b819372d2ae1f435,200,True,26479,26479,250,32,32,26416,63,False,34,57,9148657a0c952e35e901a9d805bf2d2f919ee1b2178fe73b0af079eed2e6b80e,24bad156e4ebfdab21f31f06bfec59f6427596a8b2c0ab80d92f3fa783bc2526,True,0.02735623283870968,True,episodes-coding-0-control-7102/incoming/0/7,episodes-coding-0-control-7102/incoming/0/6,destination,True,300.0,True,26479,32,32,,True,31,7,0.022635552,0.071072388,True,26416,reported,175.211048347,175.211304577,175.217263083,175.219364738,175.50653632,176.354579538,176.354821011,0.2954879730000073,0.28717158200001336,2165b9b15320da208cb9ed32bd8dd5608d46c2257cc3a7e114a9ead16beeca9b,250,26229,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,3,7,service,destination,7102-coding-0-incoming-3,cmpl-a5f6c09f40bfd47d,200,True,3561,3561,618,1,1,2928,633,False,4,617,fe6427006e9addb29e5483951bbfdc7b80364f2f58bde0924eed47757e57ca88,1e34e694bc5786e55d8d27323f8fa2d98d279fa5d0e94113aae8cca9b057efaf,True,,True,episodes-coding-0-control-7102/incoming/3/7,episodes-coding-0-control-7102/incoming/3/6,destination,True,300.0,True,3561,1,1,,True,0,0,,,True,2928,reported,175.323567389,175.324110448,175.325501409,175.32586921,175.494261418,175.494261418,175.49507787,0.1706940290000034,0.1683922080000002,9b7d1c2fb70cd61f7347e6a48c53441cf4da93e01d4b4a6b9e8d16832b223638,618,2943,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,1,9,service,destination,7102-coding-0-resident-1,cmpl-883bb8ee9f18d304,200,True,13530,13530,1472,29,29,12064,1466,False,6,1456,bc1da7d5557656b55972f011db62c5325b1bcb5e0082c83a61b18310e190c318,2899cabeaa63a9d34063961e42b755da5d45b4f7bae0bfffa7ed1f41359691a4,True,0.042194053,True,episodes-coding-0-control-7102/resident/1/9,episodes-coding-0-control-7102/resident/1/8,destination,True,300.0,True,13530,29,29,,True,28,3,0.025087810500000002,0.364589429,True,12064,reported,177.709543016,177.710571232,178.818811056,178.819928873,179.178185489,180.359618973,180.359847643,1.4686424729999885,0.35825661599997716,20ad7a7d3c161037d7831b1ecf527f69be76f0d8e0e8b723d957fcc39399d2f2,1472,12058,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,1,7,service,destination,7102-coding-0-incoming-1,cmpl-8db6185ae8b0bc35,200,True,10809,10809,1049,1233,1233,9760,1049,False,4,1036,e137a1158908c43df9bb7fbf15f4cb3aa118160c659947987c1220099f30878f,33b342d7ff9b2536b8ff4b8e6d55a72ca3f925fcd5f144bb1e0f02ea8d00bcc6,True,0.029040112495129868,True,episodes-coding-0-control-7102/incoming/1/7,episodes-coding-0-control-7102/incoming/1/6,destination,True,300.0,True,10809,1233,1233,,True,1232,109,0.026498136999999998,0.353988557,True,9760,reported,178.962082618,178.963100115,178.965820489,178.966733793,179.305396472,215.082815066,215.082980166,0.3433138540000016,0.33866267900000935,564714d2df89c93d1b827a3e6027345de23e1d6fe9ccb7f04fa50da78a9cb4f1,1049,9760,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,3,9,service,destination,7102-coding-0-resident-3,cmpl-be2e8de1063787d5,200,True,8345,8345,4616,15,15,3728,4617,False,6,4615,5742d2b8318a0d18a2d2476f2b0dc33b03b1c1d3a8ee5f13e2cbd3c40e44686b,f3a84542ab01c24dcd18d9cd5bdf37336dc494f1a4b2ab8fd28f7e78a2c9e2cf,True,0.025456397285714284,True,episodes-coding-0-control-7102/resident/3/9,episodes-coding-0-control-7102/resident/3/8,destination,True,300.0,True,8345,15,15,,True,14,0,0.023367823000000003,0.052073493,True,3728,reported,179.596098275,179.596596801,179.600119571,179.600836086,180.116273962,180.472663524,180.472844504,0.5201756870000054,0.5154378760000213,049019e3fca6d10a9f4a10b1f0699ec4fee53e447cc0f78ea0a99fa9245fac83,4616,3729,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,4,9,service,destination,7102-coding-0-resident-4,cmpl-bed4c9dcbc8b32db,200,True,25946,25946,174,1,1,25808,138,False,12,136,79b0b5c31507b6dc378a3d7beec25831f953ef18f27d1ec1e83079bbe97a4eae,4adc77fdc9f095cd54914cc011dbf9077c8c6ebfbd733407341e055bab5ec4dd,True,,True,episodes-coding-0-control-7102/resident/4/9,episodes-coding-0-control-7102/resident/4/8,destination,True,300.0,True,25946,1,1,,True,0,0,,,True,25808,reported,180.393614298,180.395112725,180.401574991,180.403613606,180.631017796,180.631017796,180.635426458,0.23740349800002036,0.22740419000001566,499193bd0903d939a9458fbfdb2a2d8b52cb70d57fea4faea1ed814c4c1297f5,174,25772,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,6,10,service,destination,7102-coding-0-resident-6,cmpl-80a08d80a89ab3f8,200,True,6295,6295,315,1,1,5968,327,False,4,314,76c39e51885f18ef21eb517d0334019543cb9687854ad580a96dbd604acb1d31,11953224dde7fc9b93751d7ba04bc34ce48e9c0443aba35d866d874368bcdc50,True,,True,episodes-coding-0-control-7102/resident/6/10,episodes-coding-0-control-7102/resident/6/9,destination,True,300.0,True,6295,1,1,,True,0,0,,,True,5968,reported,180.814682077,180.815660887,180.81743219,180.818016296,180.974589917,180.974589917,180.976011795,0.15990784000001668,0.15657362100000682,d1ed580378dcfc367211eb6ba1c34152a3617ae3005260fbf70c660cb48b752e,315,5980,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,2,10,service,destination,7102-coding-0-resident-2,cmpl-85d5fac443e4961c,200,True,16634,16634,121,31,31,16576,58,False,27,47,a88a04ec35fcc75107303a69d44d978fbfa061132b1a9d052683f3c9e8c13721,169eec91345ff5662ad3abbfccbdf857b9c8ed0e63fdf41d5338ff53cc5e2c59,True,0.026391751733333337,True,episodes-coding-0-control-7102/resident/2/10,episodes-coding-0-control-7102/resident/2/9,destination,True,300.0,True,16634,31,31,,True,30,6,0.022467493499999998,0.06690312,True,16576,reported,183.08704943,183.088065077,183.092261341,183.093647282,183.36742025,184.159172802,184.159355736,0.2803708200000017,0.27377296800000295,3c2d50bedbf97f4f5ae977d66e8cf6c2520a09ba8d26351aaff2e97076c4a57c,121,16513,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,7,10,service,destination,7102-coding-0-resident-7,cmpl-97f4619663a1af79,200,True,16634,16634,121,31,31,16576,58,False,27,47,7428c1afc4ac9edf586f3cb0568e5c49ac83746052d3f91364c254fa0630b2b6,b8e3af8fce81c9727999bef039523cf82dd19bc35f4ae5d6ae52cf797fc117ae,True,0.027298086766666667,True,episodes-coding-0-control-7102/resident/7/10,episodes-coding-0-control-7102/resident/7/9,destination,True,300.0,True,16634,31,31,,True,30,4,0.022592097499999998,0.055298364,True,16576,reported,183.409583939,183.409830319,183.41372638,183.415115546,183.608716106,184.427658709,184.427895263,0.19913216700001612,0.19360055999999304,6c4b0290080d36b15e89a945fde742c2a862128b91b91b74e736a01c7dcd25a9,121,16513,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,0,10,service,destination,7102-coding-0-resident-0,cmpl-88dbf6e7b392dc04,200,True,27679,27679,655,88,88,27088,591,False,37,588,3014c156ab7c82581ef6f409d5821dd7d0147ff8d39d56d6a9270eaf9a324dc6,cd2b4450c23e8a2b2833081af28d3bb8533eb297ef227c76a583bfee0cd43ee2,True,0.028784794494252874,True,episodes-coding-0-control-7102/resident/0/10,episodes-coding-0-control-7102/resident/0/9,destination,True,300.0,True,27679,88,88,,True,87,24,0.025912612,0.111543097,True,27088,reported,184.566799754,184.568083647,184.574937669,184.57695265,184.893459712,187.397736833,187.397924746,0.3266599580000218,0.31650706199999945,21ae0195b9bdcb7c7bdda8855bd2bd027232ecca150dc036970ad2929ddec797,655,27024,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,5,8,service,destination,7102-coding-0-incoming-5,cmpl-900b5de95b0cc445,200,True,6910,6910,1323,77,77,5584,1326,False,19,1322,f174bf2602653103edf1bf06931d7121e000772019593a59fed6c8992b47c637,ba6cec7c0959b9c41fde075f747336da570e690281249ef839b9634e3a7d2fd3,True,0.03287815142105263,True,episodes-coding-0-control-7102/incoming/5/8,episodes-coding-0-control-7102/incoming/5/7,destination,True,300.0,True,6910,77,77,,True,76,9,0.0230908155,0.157455083,True,5584,reported,186.597890555,186.599357624,186.601452617,186.602071508,186.891746984,189.390486492,189.390714129,0.29385642900001585,0.28967547600001353,61f40dfcebc44d3fef75d2ce7a80cbee04042e99381a029114217e48b310d6c2,1323,5587,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,6,8,service,destination,7102-coding-0-incoming-6,cmpl-9c8eabaee5ef81b2,200,True,3585,3585,767,1,1,2816,769,False,2,766,452d1ed6a4fa6652b5ca9ff780c6da44d1c3d5b60d654a8e33d86dda1fad15df,1c4028a0b2ea7e7d9cb73277558a7888b7919e4177a7b16e626150ab11a19427,True,,True,episodes-coding-0-control-7102/incoming/6/8,episodes-coding-0-control-7102/incoming/6/7,destination,True,300.0,True,3585,1,1,,True,0,0,,,True,2816,reported,186.783618146,186.784074843,186.785277561,186.785671961,186.956193953,186.956193953,186.957136563,0.17257580699998698,0.17052199200000473,da6100433fbb56ece395abdba9c0e0fb99beae6f251f38e55a7d4de84bdf6270,767,2818,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,7,8,service,destination,7102-coding-0-incoming-7,cmpl-873a182afe0382e6,200,True,14621,14621,1758,19,19,12848,1773,False,25,1757,16715e1d40289e495e357c6b7e700d902fb656d05695103f8d2b8d0708aa538e,4a9ba49ec5a7138417dab95683e959bc7740a516bb437626bc9c2d4f246c4b65,True,0.027975270444444447,True,episodes-coding-0-control-7102/incoming/7/8,episodes-coding-0-control-7102/incoming/7/7,destination,True,300.0,True,14621,19,19,,True,18,0,0.022621008999999997,0.057993495,True,12848,reported,187.300933747,187.302689,187.306871692,187.308125435,187.704111005,188.207665873,188.207887529,0.4031772579999995,0.39598556999999346,5f7df6cbe058d12e1e8d1631b64a6bab2bd3e62cf78c9dc61f2d94a38212937a,1758,12863,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,4,8,service,destination,7102-coding-0-incoming-4,cmpl-87207c19ca6f905c,200,True,25772,25772,143,38,38,25712,60,False,11,45,4af7e9c644eb481615bfd699f5ecf0e30193e9c6d0cc32793d46ee5491000842,c54d2663c666d0e75a27976bff54202fe178e4a8cbd3d0130b17fd3215db3979,True,0.03271371254054054,True,episodes-coding-0-control-7102/incoming/4/8,episodes-coding-0-control-7102/incoming/4/7,destination,True,300.0,True,25772,38,38,,True,37,4,0.025679525,0.155527295,True,25712,reported,188.587577482,188.587788005,188.594172089,188.596205245,188.859100029,190.069507393,190.069779033,0.27152254699998934,0.26289478399999666,d3d0fe2eba2db3faa9081f39fbd6199be319ed84e9ad1aa8e5f759ca93b4dcaa,143,25629,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,2,8,service,destination,7102-coding-0-incoming-2,cmpl-8580a7f8fa3fa640,200,True,14621,14621,1758,19,19,12848,1773,False,25,1757,56b758bdb3280f98875ae01453a705f170f5e640e58bf1902fd7bee1d08ecc25,025ba119da1b3219615f1b805d45617d1d4d01dc85de8b6147426de2f6dd07eb,True,0.027404775055555556,True,episodes-coding-0-control-7102/incoming/2/8,episodes-coding-0-control-7102/incoming/2/7,destination,True,300.0,True,14621,19,19,,True,18,0,0.026495316999999997,0.053996822,True,12848,reported,189.061382212,189.062699694,189.066657133,189.067879808,189.379397546,189.872683497,189.872825975,0.3180153339999947,0.31151773800002047,368f1489da7db3d6982057c95559fdb75fc1599b4099c855ed1dac815a4b147a,1758,12863,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,5,10,service,destination,7102-coding-0-resident-5,cmpl-be976b1eb4f3893d,200,True,7382,7382,95,27,27,7328,54,False,21,42,d6941439de5c737e88b2b7c4e89f88b27943bd8c48ce590666145caa4987b782,0c5e9a433fc3b1f72687b8da87471c58235a21f7f4a111c50fd8d0afd37d5927,True,0.026513864653846156,True,episodes-coding-0-control-7102/resident/5/10,episodes-coding-0-control-7102/resident/5/9,destination,True,300.0,True,7382,27,27,,True,26,5,0.0270523575,0.06256191,True,7328,reported,191.687237466,191.687536055,191.689934658,191.690571984,191.929242333,192.618602814,192.61879251,0.24200486699999146,0.23867034899998885,0babb3373ff71799b0445a7f6fff93254cbc6db6e3377d717f0a0c5ec277f8be,95,7287,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,1,10,service,destination,7102-coding-0-resident-1,cmpl-a249a5f1f2d9c6ab,200,True,14456,14456,926,28,28,13552,904,False,7,897,0fed226b5b212275ef2a0d2cea5982348f4bad0877cb2d781e1dcafbd4ef4e55,20ad7a7d3c161037d7831b1ecf527f69be76f0d8e0e8b723d957fcc39399d2f2,True,0.02814791588888889,True,episodes-coding-0-control-7102/resident/1/10,episodes-coding-0-control-7102/resident/1/9,destination,True,300.0,True,14456,28,28,,True,27,4,0.026882143,0.06504932,True,13552,reported,195.784543906,195.786697725,195.790436544,195.791697932,196.109341387,196.869335116,196.86960903,0.3247974809999903,0.31764345499999536,af610fdb276170a7f974ca09af4b4b33789798314b8a33963cce702dff8fcc6e,926,13530,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,3,10,service,destination,7102-coding-0-resident-3,cmpl-9e706dab69c7200a,200,True,9251,9251,906,97,97,8352,899,False,7,891,84ed3f5d39383077ca1bde0b70cb8a0df25b571a3e4538f4711df86cb76643cd,049019e3fca6d10a9f4a10b1f0699ec4fee53e447cc0f78ea0a99fa9245fac83,True,0.028323468510416668,True,episodes-coding-0-control-7102/resident/3/10,episodes-coding-0-control-7102/resident/3/9,destination,True,300.0,True,9251,97,97,,True,96,11,0.023425058,0.076938337,True,8352,reported,197.671099165,197.671477566,197.674215856,197.675006651,197.946401449,200.665454426,200.665765349,0.2753022840000199,0.2713947980000171,39bb10c2d407f82a78e76f9ace686909b836fe5232a921ce1fde2c2806af813c,906,8345,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,0,8,service,destination,7102-coding-0-incoming-0,cmpl-9cef886d28d8892e,200,True,26528,26528,49,17,17,26496,32,False,35,17,f69e55828f607f091e4415ab78d8595e280ffa978da271435ceab5c666920f69,2165b9b15320da208cb9ed32bd8dd5608d46c2257cc3a7e114a9ead16beeca9b,True,0.0264567868125,True,episodes-coding-0-control-7102/incoming/0/8,episodes-coding-0-control-7102/incoming/0/7,destination,True,300.0,True,26528,17,17,,True,16,0,0.0226756865,0.051383246,True,26496,reported,197.804799459,197.806147657,197.812448946,197.814499114,198.054641876,198.477950465,198.478097712,0.24984241699999643,0.24014276200000495,b75e6c975c7e68b1fbbef062e027be950eb64732b10327d27ce3f8c755c6a58e,49,26479,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,3,8,service,destination,7102-coding-0-incoming-3,cmpl-86cf47bb74f8874f,200,True,3729,3729,168,1,1,3552,177,False,5,167,5aaa4f569c4ed8ec127a9a6285b55efddbf7f84719bb276f6f172839ddef721c,9b7d1c2fb70cd61f7347e6a48c53441cf4da93e01d4b4a6b9e8d16832b223638,True,,True,episodes-coding-0-control-7102/incoming/3/8,episodes-coding-0-control-7102/incoming/3/7,destination,True,300.0,True,3729,1,1,,True,0,0,,,True,3552,reported,197.917318501,197.917958216,197.919241765,197.91966523,198.067055539,198.067055539,198.067827679,0.1497370379999836,0.14739030900000216,697e1fec7fbbe9c4e31bed76548346c7ec7b8f3e9fd6e284fea22d6e001cf1c1,168,3561,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,4,10,service,destination,7102-coding-0-resident-4,cmpl-b9f08cabf5e573f7,200,True,25991,25991,45,18,18,25936,55,False,13,44,ee59b11663696fb8dfc7c50875f376a9a90c2f21f3457b0dafe42609634b1278,499193bd0903d939a9458fbfdb2a2d8b52cb70d57fea4faea1ed814c4c1297f5,True,0.028003009176470587,True,episodes-coding-0-control-7102/resident/4/10,episodes-coding-0-control-7102/resident/4/9,destination,True,300.0,True,25991,18,18,,True,17,0,0.023409755,0.057055033,True,25936,reported,198.468615188,198.469114739,198.47515616,198.477187553,198.658105219,199.134156375,199.134389032,0.18949003099999118,0.18091766599999914,0d50596ed53f89b17a7be39a38e93aed2961829740aa0054f5be2e5e8f321696,45,25946,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,6,11,service,destination,7102-coding-0-resident-6,cmpl-b58e17c2fde23ce4,200,True,6545,6545,250,33,33,6288,257,False,5,249,8612ce286a69faa10bfb4bae321ac6e14df290862b06e7fa7789e26bdc121f62,d1ed580378dcfc367211eb6ba1c34152a3617ae3005260fbf70c660cb48b752e,True,0.02832792709375,True,episodes-coding-0-control-7102/resident/6/11,episodes-coding-0-control-7102/resident/6/10,destination,True,300.0,True,6545,33,33,,True,32,1,0.025530436,0.055431485,True,6288,reported,198.889682967,198.890797425,198.892395545,198.892867331,199.06646747,199.972961137,199.97314906,0.17678450299999326,0.17360013900000126,f45a480bc5b34eae8d29aacc1aae527c3aa97cd9e76e10dd772565826290ae38,250,6295,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,2,11,service,destination,7102-coding-0-resident-2,cmpl-88765af2bbc2e199,200,True,16710,16710,76,63,63,16656,54,False,28,45,86b540171978fb6ecbc5f8816e5794aacdee500bb9fd26e9f3d108076dc5611e,3c2d50bedbf97f4f5ae977d66e8cf6c2520a09ba8d26351aaff2e97076c4a57c,True,0.02719689820967742,True,episodes-coding-0-control-7102/resident/2/11,episodes-coding-0-control-7102/resident/2/10,destination,True,300.0,True,16710,63,63,,True,62,4,0.028360685,0.078645513,True,16656,reported,201.16205032,201.162213335,201.16641898,201.167792077,201.437662704,203.123870393,203.124145419,0.27561238399999866,0.26987062699998887,73c67c38a036829d8592e51ef53210f24568f0093e7549c8989610b80d2ab095,76,16634,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,7,11,service,destination,7102-coding-0-resident-7,cmpl-aeae2ea4090ca57c,200,True,16710,16710,76,63,63,16656,54,False,28,45,0abffe0cbad7c36b2c15ae4adad702e685e152782be8587f7b060994b80bcdd6,6c4b0290080d36b15e89a945fde742c2a862128b91b91b74e736a01c7dcd25a9,True,0.027163365274193548,True,episodes-coding-0-control-7102/resident/7/11,episodes-coding-0-control-7102/resident/7/10,destination,True,300.0,True,16710,63,63,,True,62,1,0.027484217999999998,0.078876457,True,16656,reported,201.484584829,201.485419683,201.489749621,201.491398065,201.710775296,203.394903943,203.395042333,0.22619046700000922,0.21937723100000994,b57566875bd014602f16f40f94735226318f2de49656fb6bb3d9833dd61066e9,76,16634,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,1,8,service,destination,7102-coding-0-incoming-1,cmpl-b37be7b3baa5cfbf,200,True,12058,12058,1249,16,16,12032,26,False,5,16,3ba50775c8b6e72ae0772b1a6a3279cefd32fa58297152620035838fae308603,564714d2df89c93d1b827a3e6027345de23e1d6fe9ccb7f04fa50da78a9cb4f1,True,0.027889959533333335,True,episodes-coding-0-control-7102/incoming/1/8,episodes-coding-0-control-7102/incoming/1/7,destination,True,300.0,True,12058,16,16,,True,15,2,0.022491489,0.066243326,True,12032,reported,201.555833731,201.556918579,215.090604166,215.091598954,215.302383807,215.7207332,215.720907107,13.746550076000005,0.21078485300000693,637f311c7bc893861ad5a9c0b2ad9c95e8789532829c02486594d23794e9ae1a,1249,10809,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,0,11,service,destination,7102-coding-0-resident-0,cmpl-b8505e4930fb55ba,200,True,27831,27831,152,62,62,27760,71,False,38,64,da3621d1063a8dfbc223b75af69defe7f8211556f465a4cfbb0c0ce4f55e3994,21ae0195b9bdcb7c7bdda8855bd2bd027232ecca150dc036970ad2929ddec797,True,0.027543714770491803,True,episodes-coding-0-control-7102/resident/0/11,episodes-coding-0-control-7102/resident/0/10,destination,True,300.0,True,27831,62,62,,True,61,0,0.027892547,0.05094139,True,27760,reported,202.641800644,202.643623818,202.650371635,202.652605054,202.866844778,204.547011379,204.547244376,0.2250441340000009,0.21423972400000935,c68a34bb0666c0b48d88f12273499df265b89dd66ce96786609b58353dc9cffe,152,27679,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,5,9,service,destination,7102-coding-0-incoming-5,cmpl-88a75e58b7f6cfef,200,True,7287,7287,377,53,53,6976,311,False,20,300,3ff9b3c88ac690d1db5aac90bd45b6a92a7d259e01cbab4421b0e591611c6476,61f40dfcebc44d3fef75d2ce7a80cbee04042e99381a029114217e48b310d6c2,True,0.034106872999999996,True,episodes-coding-0-control-7102/incoming/5/9,episodes-coding-0-control-7102/incoming/5/8,destination,True,300.0,True,7287,53,53,,True,52,5,0.028941111,0.198694698,True,6976,reported,209.191641668,209.191982686,209.194139705,209.194779276,209.448759517,211.222316913,211.222508803,0.257117849000025,0.25398024100002203,746ce506fe5a62ae4c7caaa57e7e791a099569b3ee1be4075ae48ed63b1a852d,377,6910,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,6,9,service,destination,7102-coding-0-incoming-6,cmpl-bcea260130631ff7,200,True,5980,5980,2395,1,1,3584,2396,False,3,2394,32e85fa45237559c7f2eed76edfc3b671c60a3693135ed231534d81de4d7404c,da6100433fbb56ece395abdba9c0e0fb99beae6f251f38e55a7d4de84bdf6270,True,,True,episodes-coding-0-control-7102/incoming/6/9,episodes-coding-0-control-7102/incoming/6/8,destination,True,300.0,True,5980,1,1,,True,0,0,,,True,3584,reported,209.377369259,209.377704535,209.379848309,209.380286853,209.676216339,209.676216339,209.677374924,0.2988470800000016,0.2959294860000057,6fabf3259edc10e9ec7e016e6c8fcaf632ad548f86c6f5a90411d43586ab4fc5,2395,3585,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,5,11,service,destination,7102-coding-0-resident-5,cmpl-abe19ea0ea76c144,200,True,7451,7451,69,7,7,7408,43,False,22,42,2a80e31bbc3773658ec8af3913baa4b444f83443804eac7ba4e02b58cc90939e,0babb3373ff71799b0445a7f6fff93254cbc6db6e3377d717f0a0c5ec277f8be,True,0.06049966183333333,True,episodes-coding-0-control-7102/resident/5/11,episodes-coding-0-control-7102/resident/5/10,destination,True,300.0,True,7451,7,7,,True,6,0,0.0222676985,0.198696211,True,7408,reported,209.762238356,209.762610155,209.764586505,209.765128592,209.976690071,210.339688042,210.339926911,0.2144517149999956,0.21156147900001088,167518f46a41af12d9734b6d090fd4dcb1c62db742034625b4b67f4e4c203cb9,69,7382,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,7,9,service,destination,7102-coding-0-incoming-7,cmpl-aaf53fc8fdd767a6,200,True,16513,16513,1892,74,74,14624,1889,False,26,1873,dc0424566681d3b46f05963d5dbe218228713c72ebc5a2389d5388e6df24ddb6,5f7df6cbe058d12e1e8d1631b64a6bab2bd3e62cf78c9dc61f2d94a38212937a,True,0.030208255150684933,True,episodes-coding-0-control-7102/incoming/7/9,episodes-coding-0-control-7102/incoming/7/8,destination,True,300.0,True,16513,74,74,,True,73,1,0.022643494,0.23361632,True,14624,reported,209.894684859,209.895802737,209.901064484,209.902444084,210.31195266,212.517155286,212.517335264,0.4172678010000084,0.40950857600000745,2c278ecad1706e42a11540af3d5f6e59e8c6d992fe001201a3c8547cd7b9cf8d,1892,14621,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,4,9,service,destination,7102-coding-0-incoming-4,cmpl-aa75fb62ff5b2f40,200,True,25946,25946,174,1,1,25808,138,False,12,136,a51a84f9e46e52c2df17b3255f7198972cf03d521fbf541179a02f76d41d011c,d3d0fe2eba2db3faa9081f39fbd6199be319ed84e9ad1aa8e5f759ca93b4dcaa,True,,True,episodes-coding-0-control-7102/incoming/4/9,episodes-coding-0-control-7102/incoming/4/8,destination,True,300.0,True,25946,1,1,,True,0,0,,,True,25808,reported,211.181328594,211.182389415,211.188812421,211.190905039,211.428347832,211.428347832,211.432890879,0.2470192379999787,0.23744279299998539,ea12ee10801ee092e408b4981774f971c35c33fbc00e05f9d1fc2ccb57547631,174,25772,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,incoming,2,9,service,destination,7102-coding-0-incoming-2,cmpl-86ddb18d78fb91bb,200,True,16513,16513,1892,74,74,14624,1889,False,26,1873,f8cc7c7e7643f1e44f146877b5fa4b3c8944d15fe4e116a3860480d172e418bf,368f1489da7db3d6982057c95559fdb75fc1599b4099c855ed1dac815a4b147a,True,0.02696687983561644,True,episodes-coding-0-control-7102/incoming/2/9,episodes-coding-0-control-7102/incoming/2/8,destination,True,300.0,True,16513,74,74,,True,73,21,0.022897991,0.084764532,True,14624,reported,211.655133324,211.656170947,211.660390968,211.661539555,212.081466819,214.050049047,214.050281864,0.4263334950000228,0.4199272640000231,d8d820b0eff3f7d294fd602ae5ae1267f5764ec54653b98a68ae6312c707af73,1892,14621,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,1,11,service,destination,7102-coding-0-resident-1,cmpl-a1b7a169cfb2c14e,200,True,16559,16559,2103,46,46,14480,2079,False,8,2075,43ebab040f9ca06ddfe72037bbc8262c02d97e70262eaf6c292116b42ca8a0cc,af610fdb276170a7f974ca09af4b4b33789798314b8a33963cce702dff8fcc6e,True,0.027419311755555557,True,episodes-coding-0-control-7102/resident/1/11,episodes-coding-0-control-7102/resident/1/10,destination,True,300.0,True,16559,46,46,,True,45,5,0.022422891,0.089058541,True,14480,reported,213.859544796,213.860511597,213.865130006,213.866278672,214.375505419,215.609374448,215.609619228,0.5159606230000122,0.5092267470000138,202fbf1fa1d2bc74310e7c0b2463b9087b4024f1b8419bf54440c52e3e4d698c,2103,14456,False
episodes-coding-0-control-7102,coding,control,7102,0.4426002548363285,resident,3,11,service,destination,7102-coding-0-resident-3,cmpl-9342c754863c2f1d,200,True,9391,9391,140,10,10,9344,47,False,8,43,620cef803e79208209e5a1017d752cc29310e0a39be69ff87dbecc06537b49d5,39bb10c2d407f82a78e76f9ace686909b836fe5232a921ce1fde2c2806af813c,True,0.026763233777777777,True,episodes-coding-0-control-7102/resident/3/11,episodes-coding-0-control-7102/resident/3/10,destination,True,300.0,True,9391,10,10,,True,9,1,0.022982581,0.069986039,True,9344,reported,215.746100054,215.746491531,215.748796217,215.749443312,215.887702187,216.128571291,216.128845285,0.14160213299999214,0.13825887499999112,1d9a9f1ece279e78d9add378226f8eef9ffb690a29e8c7935c47d76e937add8f,140,9251,False
