committed_before_power_window,committed_by_deadline,condition,context_profile,episode,hit_power_target,match_id,policy,power_attainment_fraction,power_target_fraction,repeat,required_deadline_s,sample_id,scenario_id,token_distribution
8,8,medium-fixed-2500mbps-30s,medium,0,True,e0daa9be315f7db5,greedy,1,1.0,57,30.0,51fde7b51569b7ba,p-252031a0a426b9bf,fixed
8,8,medium-fixed-2500mbps-30s,medium,0,True,e0daa9be315f7db5,isolated_fastest,1,1.0,57,30.0,51fde7b51569b7ba,p-4c7d50ef9116db83,fixed
8,8,medium-fixed-2500mbps-30s,medium,0,True,e0daa9be315f7db5,queue_haul_deadline_blind,1,1.0,57,30.0,51fde7b51569b7ba,p-875d9ad8254c3475,fixed
8,8,medium-fixed-2500mbps-30s,medium,0,True,e0daa9be315f7db5,queue_haul_power_blind,1,1.0,57,30.0,51fde7b51569b7ba,p-e10941a7139e8b70,fixed
8,8,medium-fixed-2500mbps-30s,medium,0,True,e0daa9be315f7db5,queue_haul,1,1.0,57,30.0,51fde7b51569b7ba,p-9cdf3380142102f3,fixed
8,8,small-fixed-10000mbps-30s,small,1,True,17092eba890236a4,queue_haul,1,1.0,47,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,fixed
8,8,small-fixed-10000mbps-30s,small,1,True,17092eba890236a4,greedy,1,1.0,47,30.0,e59269064ede73aa,p-dacf3910a4ee273c,fixed
8,8,small-fixed-10000mbps-30s,small,1,True,17092eba890236a4,queue_haul_power_blind,1,1.0,47,30.0,e59269064ede73aa,p-5d58c8867889d9a1,fixed
8,8,small-fixed-10000mbps-30s,small,1,True,17092eba890236a4,queue_haul_deadline_blind,1,1.0,47,30.0,e59269064ede73aa,p-9b73eaac4987aa07,fixed
8,8,small-fixed-10000mbps-30s,small,1,True,17092eba890236a4,isolated_fastest,1,1.0,47,30.0,e59269064ede73aa,p-6db00a48186f0e0a,fixed
8,8,mixed-fixed-10000mbps-30s,mixed,2,True,640a9adb735d6f3c,greedy,1,1.0,95,30.0,7d1b0ab854d9df69,p-8f4276de97c59e2e,fixed
8,8,mixed-fixed-10000mbps-30s,mixed,2,True,640a9adb735d6f3c,queue_haul_deadline_blind,1,1.0,95,30.0,7d1b0ab854d9df69,p-0cb2ff4f9334cf44,fixed
8,8,mixed-fixed-10000mbps-30s,mixed,2,True,640a9adb735d6f3c,queue_haul_power_blind,1,1.0,95,30.0,7d1b0ab854d9df69,p-4388e82452f0abf5,fixed
8,8,mixed-fixed-10000mbps-30s,mixed,2,True,640a9adb735d6f3c,isolated_fastest,1,1.0,95,30.0,7d1b0ab854d9df69,p-ac8b97a47313868d,fixed
8,8,mixed-fixed-10000mbps-30s,mixed,2,True,640a9adb735d6f3c,queue_haul,1,1.0,95,30.0,7d1b0ab854d9df69,p-09cfe127f6c1e59f,fixed
8,8,mixed-fixed-5000mbps-30s,mixed,3,True,529540c1951b0b9a,queue_haul_deadline_blind,1,1.0,88,30.0,a9500bdb35e133a1,p-928384915ba33d9e,fixed
8,8,mixed-fixed-5000mbps-30s,mixed,3,True,529540c1951b0b9a,queue_haul,1,1.0,88,30.0,a9500bdb35e133a1,p-bc6bf4c08fa3e33e,fixed
8,8,mixed-fixed-5000mbps-30s,mixed,3,True,529540c1951b0b9a,greedy,1,1.0,88,30.0,a9500bdb35e133a1,p-69c9c271516f900f,fixed
8,8,mixed-fixed-5000mbps-30s,mixed,3,True,529540c1951b0b9a,queue_haul_power_blind,1,1.0,88,30.0,a9500bdb35e133a1,p-837e1091fbb9c422,fixed
8,8,mixed-fixed-5000mbps-30s,mixed,3,True,529540c1951b0b9a,isolated_fastest,1,1.0,88,30.0,a9500bdb35e133a1,p-ee2cb6965d60a4cc,fixed
8,8,medium-fixed-2500mbps-30s,medium,4,True,b4cd7b1c72538c62,queue_haul_deadline_blind,1,1.0,59,30.0,f7e97c59b5dc6a00,p-e4982fccd79c255d,fixed
8,8,medium-fixed-2500mbps-30s,medium,4,True,b4cd7b1c72538c62,isolated_fastest,1,1.0,59,30.0,f7e97c59b5dc6a00,p-325d0c261e775564,fixed
8,8,medium-fixed-2500mbps-30s,medium,4,True,b4cd7b1c72538c62,queue_haul_power_blind,1,1.0,59,30.0,f7e97c59b5dc6a00,p-97e00529c97d8e3f,fixed
8,8,medium-fixed-2500mbps-30s,medium,4,True,b4cd7b1c72538c62,queue_haul,1,1.0,59,30.0,f7e97c59b5dc6a00,p-2b32f40e33d1c3fb,fixed
8,8,medium-fixed-2500mbps-30s,medium,4,True,b4cd7b1c72538c62,greedy,1,1.0,59,30.0,f7e97c59b5dc6a00,p-61aae1615502583a,fixed
8,8,medium-fixed-2500mbps-30s,medium,5,True,f48fc38e4aa6287c,greedy,1,1.0,58,30.0,b6455b687844b7e4,p-d39e737fd6dceb22,fixed
8,8,medium-fixed-2500mbps-30s,medium,5,True,f48fc38e4aa6287c,isolated_fastest,1,1.0,58,30.0,b6455b687844b7e4,p-33b4babfbdd27dce,fixed
8,8,medium-fixed-2500mbps-30s,medium,5,True,f48fc38e4aa6287c,queue_haul,1,1.0,58,30.0,b6455b687844b7e4,p-c94781a34e82c929,fixed
8,8,medium-fixed-2500mbps-30s,medium,5,True,f48fc38e4aa6287c,queue_haul_power_blind,1,1.0,58,30.0,b6455b687844b7e4,p-9f68af098cff9603,fixed
8,8,medium-fixed-2500mbps-30s,medium,5,True,f48fc38e4aa6287c,queue_haul_deadline_blind,1,1.0,58,30.0,b6455b687844b7e4,p-2e7c65805773b5a9,fixed
8,8,small-fixed-10000mbps-30s,small,6,True,4e7f8c9eddffcc2a,queue_haul_power_blind,1,1.0,46,30.0,837f3ff09bbaac24,p-4bd3f0aaa906b250,fixed
8,8,small-fixed-10000mbps-30s,small,6,True,4e7f8c9eddffcc2a,greedy,1,1.0,46,30.0,837f3ff09bbaac24,p-082bfd2c90b85af0,fixed
8,8,small-fixed-10000mbps-30s,small,6,True,4e7f8c9eddffcc2a,queue_haul_deadline_blind,1,1.0,46,30.0,837f3ff09bbaac24,p-9bdb485700f87086,fixed
8,8,small-fixed-10000mbps-30s,small,6,True,4e7f8c9eddffcc2a,queue_haul,1,1.0,46,30.0,837f3ff09bbaac24,p-7123a5dd5d6528dd,fixed
8,8,small-fixed-10000mbps-30s,small,6,True,4e7f8c9eddffcc2a,isolated_fastest,1,1.0,46,30.0,837f3ff09bbaac24,p-ace6e0edb2508bf8,fixed
8,8,small-fixed-5000mbps-30s,small,7,True,1f4658844f53d474,queue_haul_deadline_blind,1,1.0,39,30.0,7094953b638284e1,p-d0af92525dfdbada,fixed
8,8,small-fixed-5000mbps-30s,small,7,True,1f4658844f53d474,isolated_fastest,1,1.0,39,30.0,7094953b638284e1,p-6a76095d73d61ace,fixed
8,8,small-fixed-5000mbps-30s,small,7,True,1f4658844f53d474,greedy,1,1.0,39,30.0,7094953b638284e1,p-13dba1bbbf38fe5b,fixed
8,8,small-fixed-5000mbps-30s,small,7,True,1f4658844f53d474,queue_haul,1,1.0,39,30.0,7094953b638284e1,p-f77eb88c75efb082,fixed
8,8,small-fixed-5000mbps-30s,small,7,True,1f4658844f53d474,queue_haul_power_blind,1,1.0,39,30.0,7094953b638284e1,p-b48a5b484ab6ea98,fixed
