commit_100_s,commit_50_s,commit_90_s,completed_migrations,condition,context_profile,deadline_s,episode,match_id,matched_control_complete,planned_migrations,policy,readiness_100_s,readiness_50_s,readiness_90_s,repeat,required_deadline_s,sample_id,scenario_id,status,token_distribution
5.197473584,4.995210393,5.197473584,8,medium-fixed-2500mbps-30s,medium,180.0,0,e0daa9be315f7db5,True,8,greedy,4.994384922,4.802932795,4.994384922,57,30.0,51fde7b51569b7ba,p-252031a0a426b9bf,complete,fixed
4.951255725,4.76895929,4.951255725,8,medium-fixed-2500mbps-30s,medium,180.0,0,e0daa9be315f7db5,True,8,isolated_fastest,4.768108369,4.609548819,4.768108369,57,30.0,51fde7b51569b7ba,p-4c7d50ef9116db83,complete,fixed
4.975675426,4.796130266,4.975675426,8,medium-fixed-2500mbps-30s,medium,180.0,0,e0daa9be315f7db5,True,8,queue_haul_deadline_blind,4.794757293,4.660482596,4.794757293,57,30.0,51fde7b51569b7ba,p-875d9ad8254c3475,complete,fixed
5.011453794,4.76552006,5.011453794,8,medium-fixed-2500mbps-30s,medium,180.0,0,e0daa9be315f7db5,True,8,queue_haul_power_blind,4.831295118,4.652070071,4.831295118,57,30.0,51fde7b51569b7ba,p-e10941a7139e8b70,complete,fixed
4.967703502,4.810287973,4.967703502,8,medium-fixed-2500mbps-30s,medium,180.0,0,e0daa9be315f7db5,True,8,queue_haul,4.787290238,4.672531943,4.787290238,57,30.0,51fde7b51569b7ba,p-9cdf3380142102f3,complete,fixed
2.560024104,2.478082098,2.560024104,8,small-fixed-10000mbps-30s,small,180.0,1,17092eba890236a4,True,8,queue_haul,2.331469569,2.281768534,2.331469569,47,30.0,e59269064ede73aa,p-8d69ad3edc06e4b8,complete,fixed
2.447921778,2.399551085,2.447921778,8,small-fixed-10000mbps-30s,small,180.0,1,17092eba890236a4,True,8,greedy,2.257203285,2.209713456,2.257203285,47,30.0,e59269064ede73aa,p-dacf3910a4ee273c,complete,fixed
2.405111274,2.357860523,2.405111274,8,small-fixed-10000mbps-30s,small,180.0,1,17092eba890236a4,True,8,queue_haul_power_blind,2.229130094,2.179532691,2.229130094,47,30.0,e59269064ede73aa,p-5d58c8867889d9a1,complete,fixed
2.367599455,2.321119473,2.367599455,8,small-fixed-10000mbps-30s,small,180.0,1,17092eba890236a4,True,8,queue_haul_deadline_blind,2.205084256,2.157786833,2.205084256,47,30.0,e59269064ede73aa,p-9b73eaac4987aa07,complete,fixed
2.361425789,2.314319113,2.361425789,8,small-fixed-10000mbps-30s,small,180.0,1,17092eba890236a4,True,8,isolated_fastest,2.197296636,2.151366959,2.197296636,47,30.0,e59269064ede73aa,p-6db00a48186f0e0a,complete,fixed
5.122563608,5.029701483,5.122563608,8,mixed-fixed-10000mbps-30s,mixed,180.0,2,640a9adb735d6f3c,True,8,greedy,4.936137605,4.890301586,4.936137605,95,30.0,7d1b0ab854d9df69,p-8f4276de97c59e2e,complete,fixed
3.989978176,1.280510057,3.989978176,8,mixed-fixed-10000mbps-30s,mixed,180.0,2,640a9adb735d6f3c,True,8,queue_haul_deadline_blind,3.792737282,1.137822586,3.792737282,95,30.0,7d1b0ab854d9df69,p-0cb2ff4f9334cf44,complete,fixed
3.661160287,1.435013615,3.661160287,8,mixed-fixed-10000mbps-30s,mixed,180.0,2,640a9adb735d6f3c,True,8,queue_haul_power_blind,3.445804474,1.280490967,3.445804474,95,30.0,7d1b0ab854d9df69,p-4388e82452f0abf5,complete,fixed
3.379834983,1.486948961,3.379834983,8,mixed-fixed-10000mbps-30s,mixed,180.0,2,640a9adb735d6f3c,True,8,isolated_fastest,3.181487787,1.254523279,3.181487787,95,30.0,7d1b0ab854d9df69,p-ac8b97a47313868d,complete,fixed
4.0729485,1.493569491,4.0729485,8,mixed-fixed-10000mbps-30s,mixed,180.0,2,640a9adb735d6f3c,True,8,queue_haul,3.858673748,1.295944889,3.858673748,95,30.0,7d1b0ab854d9df69,p-09cfe127f6c1e59f,complete,fixed
5.550479082,5.240035635,5.550479082,8,mixed-fixed-5000mbps-30s,mixed,180.0,3,529540c1951b0b9a,True,8,queue_haul_deadline_blind,5.329225602,5.060983668,5.329225602,88,30.0,a9500bdb35e133a1,p-928384915ba33d9e,complete,fixed
5.414084043,5.110430988,5.414084043,8,mixed-fixed-5000mbps-30s,mixed,180.0,3,529540c1951b0b9a,True,8,queue_haul,5.221222816,4.933517809,5.221222816,88,30.0,a9500bdb35e133a1,p-bc6bf4c08fa3e33e,complete,fixed
5.379005648,5.061850239,5.379005648,8,mixed-fixed-5000mbps-30s,mixed,180.0,3,529540c1951b0b9a,True,8,greedy,5.18131505,4.912796589,5.18131505,88,30.0,a9500bdb35e133a1,p-69c9c271516f900f,complete,fixed
5.355644962,5.053021812,5.355644962,8,mixed-fixed-5000mbps-30s,mixed,180.0,3,529540c1951b0b9a,True,8,queue_haul_power_blind,5.166790246,4.899233513,5.166790246,88,30.0,a9500bdb35e133a1,p-837e1091fbb9c422,complete,fixed
5.502574233,5.088760692,5.502574233,8,mixed-fixed-5000mbps-30s,mixed,180.0,3,529540c1951b0b9a,True,8,isolated_fastest,5.305139354,4.91104564,5.305139354,88,30.0,a9500bdb35e133a1,p-ee2cb6965d60a4cc,complete,fixed
5.356324849,4.945724739,5.356324849,8,medium-fixed-2500mbps-30s,medium,180.0,4,b4cd7b1c72538c62,True,8,queue_haul_deadline_blind,5.17160281,4.768382377,5.17160281,59,30.0,f7e97c59b5dc6a00,p-e4982fccd79c255d,complete,fixed
5.22700991,4.820209002,5.22700991,8,medium-fixed-2500mbps-30s,medium,180.0,4,b4cd7b1c72538c62,True,8,isolated_fastest,5.027715356,4.65494572,5.027715356,59,30.0,f7e97c59b5dc6a00,p-325d0c261e775564,complete,fixed
5.20497374,4.872196914,5.20497374,8,medium-fixed-2500mbps-30s,medium,180.0,4,b4cd7b1c72538c62,True,8,queue_haul_power_blind,5.011190303,4.653405881,5.011190303,59,30.0,f7e97c59b5dc6a00,p-97e00529c97d8e3f,complete,fixed
5.143878033,4.797487813,5.143878033,8,medium-fixed-2500mbps-30s,medium,180.0,4,b4cd7b1c72538c62,True,8,queue_haul,4.958565074,4.633010946,4.958565074,59,30.0,f7e97c59b5dc6a00,p-2b32f40e33d1c3fb,complete,fixed
5.182951228,4.811042521,5.182951228,8,medium-fixed-2500mbps-30s,medium,180.0,4,b4cd7b1c72538c62,True,8,greedy,4.987612889,4.630203996,4.987612889,59,30.0,f7e97c59b5dc6a00,p-61aae1615502583a,complete,fixed
5.100915406,4.807936277,5.100915406,8,medium-fixed-2500mbps-30s,medium,180.0,5,f48fc38e4aa6287c,True,8,greedy,4.905933794,4.68019059,4.905933794,58,30.0,b6455b687844b7e4,p-d39e737fd6dceb22,complete,fixed
5.11958511,4.810503732,5.11958511,8,medium-fixed-2500mbps-30s,medium,180.0,5,f48fc38e4aa6287c,True,8,isolated_fastest,4.927650856,4.709449887,4.927650856,58,30.0,b6455b687844b7e4,p-33b4babfbdd27dce,complete,fixed
5.129994765,4.807141276,5.129994765,8,medium-fixed-2500mbps-30s,medium,180.0,5,f48fc38e4aa6287c,True,8,queue_haul,4.931043512,4.650157801,4.931043512,58,30.0,b6455b687844b7e4,p-c94781a34e82c929,complete,fixed
5.088573821,4.806789197,5.088573821,8,medium-fixed-2500mbps-30s,medium,180.0,5,f48fc38e4aa6287c,True,8,queue_haul_power_blind,4.898760827,4.67968739,4.898760827,58,30.0,b6455b687844b7e4,p-9f68af098cff9603,complete,fixed
5.066267669,4.809991996,5.066267669,8,medium-fixed-2500mbps-30s,medium,180.0,5,f48fc38e4aa6287c,True,8,queue_haul_deadline_blind,4.881595286,4.624431351,4.881595286,58,30.0,b6455b687844b7e4,p-2e7c65805773b5a9,complete,fixed
2.574335975,2.503774889,2.574335975,8,small-fixed-10000mbps-30s,small,180.0,6,4e7f8c9eddffcc2a,True,8,queue_haul_power_blind,2.358797607,2.31174756,2.358797607,46,30.0,837f3ff09bbaac24,p-4bd3f0aaa906b250,complete,fixed
2.375134186,2.310391483,2.375134186,8,small-fixed-10000mbps-30s,small,180.0,6,4e7f8c9eddffcc2a,True,8,greedy,2.191763581,2.123500973,2.191763581,46,30.0,837f3ff09bbaac24,p-082bfd2c90b85af0,complete,fixed
