phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,240,240,1.0,304.5989583333333
baseline,1,240,240,1.0,83.10049999999998
drain,0,368,368,1.0,97.76535326086955
drain,1,368,368,1.0,345.03578804347825
post,0,240,240,1.0,88.369375
post,1,240,240,1.0,316.73029166666663
