phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,1588897,89.10532808303833,17831.67218148041,125000000.0,0.0001426533774518433,1
drain,kv,target_to_client,1080,89.10754108428955,12.120186314852914,125000000.0,9.69614905188233e-08,1
post,api,client_to_target,1346488,58.468279123306274,23029.37627359159,125000000.0,0.00018423501018873274,1
post,kv,target_to_client,828,56.479352951049805,14.660224608409038,125000000.0,1.172817968672723e-07,1
