activity,bandwidth_mbps,catch_up_new_tokens,concurrency,continuation_difference_s,continuation_ttft_s,deadline_met,deadline_s,destination_added_energy_j,destination_added_power_w,destination_baseline_power_w,destination_mean_power_w,elapsed_s,initial_requests_s,initial_time_to_first_responses_s,kind,kv_network_window_s,match_id,measured_kv_payload_bytes,measured_kv_throughput_mbps,measured_kv_wire_bytes,measured_processed_tokens,measured_prompt_tokens,measured_replay_throughput_tokens_s,median_service_pause_s,method,migration_s,repeat,scenario_id,session_set,source_added_energy_j,source_added_power_w,source_baseline_power_w,source_mean_power_w,status,total_added_energy_j
none,1000.0,0,1,0.533164424,1.299977197,True,300,106.63906949959016,8.517177574455957,85.36,93.87717757445596,21.616498555,12.52000887,11.369419698,migration,12.520470375,62e4a7bb0ba830e0,1180483584,754.281839351423,1180495428,0,24017,0.0,0.0004481205,kv_transfer,12.520470375,0,m-eae87f535b935585,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",-4.52318329621959,-0.36126304849146607,90.02,89.65873695150853,complete,102.11588620337058
none,1000.0,0,1,-0.29961448599999985,1.0283338555000001,True,300,127.95339596893963,10.199746048284695,85.36,95.5597460482847,21.357269314,12.544166722,11.390781341,migration,12.544762915,638863c3d2b5ba15,1180483584,752.8205534046158,1180494420,0,24017,0.0,0.0004745595,kv_transfer,12.544762915,2,m-a1541885d22a6967,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",-0.3260647985796898,-0.02599210529437812,90.02,89.99400789470562,complete,127.62733117035994
none,1000.0,0,1,,1.3279483415,True,300,,,,,9.603633668,0.0,0.0,control,0.0,638863c3d2b5ba15,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,2,c-638863c3d2b5ba15,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",,,,,complete,
none,1000.0,0,1,-0.05171088800000012,1.284946041,True,300,156.51706789447988,12.085637912564366,85.36,97.44563791256437,22.173483693,12.950464365,11.804097228,migration,12.950666653,5abf20ce50799eca,1180483584,729.2253334165098,1180494276,0,24017,0.0,0.00024035750000000002,kv_transfer,12.950666653,1,m-2bed4a7db19c6106,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",6.879834830029884,0.5312340294417339,90.02,90.55123402944173,complete,163.39690272450977
none,1000.0,0,2,,1.3106996545,True,300,,,,,9.191379699,0.0,0.0,control,0.0,f0a1bbda869d9f3c,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,2,c-f0a1bbda869d9f3c,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",,,,,complete,
none,1000.0,0,2,,1.3418184819999999,True,300,,,,,9.349973812,0.0,0.0,control,0.0,8bb546634182c942,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,0,c-8bb546634182c942,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",,,,,complete,
none,1000.0,0,2,-0.0478359639999999,1.293982518,True,300,96.5103318216601,8.341902575800546,85.36,93.70190257580055,20.710986899,11.56917475,9.689407791,migration,11.569342958,8bb546634182c942,1180483584,816.2921142785955,1180495428,0,24017,0.0,0.0002190225,kv_transfer,11.569342958,0,m-978f1c5ee12754ae,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",21.568757570670325,1.8643027222004775,90.02,91.88430272220047,complete,118.07908939233043
none,1000.0,0,2,-0.46071174400000015,0.7198812525,True,300,87.44189745495993,7.6824466752059095,85.36,93.04244667520591,19.564728934,11.381750813,9.592017381,migration,11.371240837,9f5714e53a3c2941,1180483584,830.5130072763052,1180495428,0,24017,0.0,0.001609406,kv_transfer,11.38203767,1,m-c9d48271ee2ade28,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",16.37236122827008,1.438438503100656,90.02,91.45843850310065,complete,103.81425868323001
none,1000.0,0,1,,1.336656929,True,300,,,,,9.270589203,0.0,0.0,control,0.0,5abf20ce50799eca,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,1,c-5abf20ce50799eca,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",,,,,complete,
none,1000.0,0,1,,0.7668127730000001,True,300,,,,,8.192681034,0.0,0.0,control,0.0,62e4a7bb0ba830e0,0,0.0,0,0,0,0.0,0.0,kv_transfer,0.0,0,c-62e4a7bb0ba830e0,"codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e",,,,,complete,
