campaign,end_ns,first_response_ns,output_tokens,prompt_tokens,request_index,retained_growth_tokens,route,scenario_id,schedule_delay_s,scheduled_ns,service_s,serving_concurrency,session_id,split,start_ns,success,ttft_s
policy_hardware,6775865474365307,6775865294866088,29,27538,continuation,0,source,c-c0c05fc746e0a8f6,,,0.742294567,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,6775864732070740,True,0.562795348
policy_hardware,6775866147552219,6775866007600204,26,25232,continuation,0,source,c-c0c05fc746e0a8f6,,,0.671381631,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,6775865476170588,True,0.531429616
policy_hardware,6775866860105336,6775866675064126,28,20627,continuation,0,source,c-c0c05fc746e0a8f6,,,0.711287411,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,6775866148817925,True,0.526246201
policy_hardware,6775867501562079,6775867318885493,25,22675,continuation,0,source,c-c0c05fc746e0a8f6,,,0.640138817,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,6775866861423262,True,0.457462231
policy_hardware,6775868136742269,6775867954042133,25,20373,continuation,0,source,c-c0c05fc746e0a8f6,,,0.633637457,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,6775867503104812,True,0.450937321
policy_hardware,6775868739422648,6775868600814428,23,26511,continuation,0,source,c-c0c05fc746e0a8f6,,,0.601130826,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,6775868138291822,True,0.462522606
policy_hardware,6775869384356063,6775869199793347,25,22929,continuation,0,source,c-c0c05fc746e0a8f6,,,0.64356802,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,6775868740788043,True,0.459005304
policy_hardware,6775869957264492,6775869821810329,22,24458,continuation,0,source,c-c0c05fc746e0a8f6,,,0.571531244,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,6775869385733248,True,0.436077081
policy_hardware,6775916830386579,6775916652405253,29,27538,continuation,0,destination,p-b08ea8d5cd001be9,,,0.730936628,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,6775916099449951,True,0.552955302
policy_hardware,6775917494223717,6775917358110817,26,25232,continuation,0,destination,p-b08ea8d5cd001be9,,,0.662188347,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,6775916832035370,True,0.526075447
policy_hardware,6775918208194627,6775918024226039,28,20627,continuation,0,destination,p-b08ea8d5cd001be9,,,0.712633155,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,6775917495561472,True,0.528664567
policy_hardware,6775918917191074,6775918729542548,28,22675,continuation,0,destination,p-b08ea8d5cd001be9,,,0.707979228,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,6775918209211846,True,0.520330702
policy_hardware,6775919557633217,6775919375771405,25,20373,continuation,0,destination,p-b08ea8d5cd001be9,,,0.638988729,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,6775918918644488,True,0.457126917
policy_hardware,6775920157224151,6775920017606881,23,26511,continuation,0,destination,p-b08ea8d5cd001be9,,,0.598778834,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,6775919558445317,True,0.459161564
policy_hardware,6775920872460828,6775920687911366,28,22929,continuation,0,destination,p-b08ea8d5cd001be9,,,0.714366536,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,6775920158094292,True,0.529817074
policy_hardware,6775921468799739,6775921337488265,23,24458,continuation,0,destination,p-b08ea8d5cd001be9,,,0.59556498,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,6775920873234759,True,0.464253506
policy_hardware,6775970542153500,6775970360933798,29,27538,continuation,0,destination,p-35849c76c94f7b55,,,0.73205491,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,6775969810098590,True,0.550835208
policy_hardware,6775971200479232,6775971066462273,26,25232,continuation,0,destination,p-35849c76c94f7b55,,,0.657150906,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,6775970543328326,True,0.523133947
policy_hardware,6775971906681979,6775971722304865,28,20627,continuation,0,destination,p-35849c76c94f7b55,,,0.704924312,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,6775971201757667,True,0.520547198
policy_hardware,6775972551186750,6775972367336380,25,22675,continuation,0,destination,p-35849c76c94f7b55,,,0.643678271,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,6775971907508479,True,0.459827901
policy_hardware,6775973190673633,6775973007667583,25,20373,continuation,0,destination,p-35849c76c94f7b55,,,0.638641643,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,6775972552031990,True,0.455635593
policy_hardware,6775973784875820,6775973648541719,23,26511,continuation,0,destination,p-35849c76c94f7b55,,,0.592800414,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,6775973192075406,True,0.456466313
policy_hardware,6775974481918559,6775974300791466,28,22929,continuation,0,destination,p-35849c76c94f7b55,,,0.695482998,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,6775973786435561,True,0.514355905
policy_hardware,6775975044736330,6775974907532940,22,24458,continuation,0,destination,p-35849c76c94f7b55,,,0.561408778,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,6775974483327552,True,0.424205388
policy_hardware,6776020515069614,6776020327228499,29,27538,continuation,0,destination,p-ec6c331620bf81c8,,,0.735333312,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,6776019779736302,True,0.547492197
policy_hardware,6776021188105510,6776021049254253,26,25232,continuation,0,destination,p-ec6c331620bf81c8,,,0.671593883,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,6776020516511627,True,0.532742626
policy_hardware,6776021902672129,6776021717394466,28,20627,continuation,0,destination,p-ec6c331620bf81c8,,,0.713184565,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,6776021189487564,True,0.527906902
policy_hardware,6776022612579612,6776022432176193,28,22675,continuation,0,destination,p-ec6c331620bf81c8,,,0.709018433,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,6776021903561179,True,0.528615014
policy_hardware,6776023247761043,6776023066129687,25,20373,continuation,0,destination,p-ec6c331620bf81c8,,,0.634449469,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,6776022613311574,True,0.452818113
policy_hardware,6776023838850999,6776023701828432,23,26511,continuation,0,destination,p-ec6c331620bf81c8,,,0.590202156,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,6776023248648843,True,0.453179589
policy_hardware,6776024542180538,6776024360233706,28,22929,continuation,0,destination,p-ec6c331620bf81c8,,,0.702591507,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,6776023839589031,True,0.520644675
policy_hardware,6776025112715300,6776024975632524,22,24458,continuation,0,destination,p-ec6c331620bf81c8,,,0.569694682,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,6776024543020618,True,0.432611906
policy_hardware,6776081488539937,6776081304559435,29,27538,continuation,0,destination,p-a6778664ab82b02c,,,0.735397384,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,6776080753142553,True,0.551416882
policy_hardware,6776082177333095,6776082034597737,26,25232,continuation,0,destination,p-a6778664ab82b02c,,,0.687335014,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,6776081489998081,True,0.544599656
