commit_100_s,commit_50_s,commit_90_s,completed_migrations,condition,context_profile,deadline_s,episode,match_id,matched_control_complete,planned_migrations,policy,readiness_100_s,readiness_50_s,readiness_90_s,required_deadline_s,sample_id,scenario_id,status,token_distribution
17.196471194,9.260033165,17.196471194,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,180.0,36,c0c05fc746e0a8f6,True,8,kv_only,16.975558024,9.052340296,16.975558024,19.0,8d9fab9c9c062e5e,p-b08ea8d5cd001be9,complete,uniform_range
16.6050984,7.992265978,16.6050984,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,180.0,36,c0c05fc746e0a8f6,True,8,greedy,16.34609488,7.806295624,16.34609488,19.0,8d9fab9c9c062e5e,p-35849c76c94f7b55,complete,uniform_range
15.665403113,6.026270511,15.665403113,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,180.0,36,c0c05fc746e0a8f6,True,8,queue_haul,15.424038883,5.93213287,15.424038883,19.0,8d9fab9c9c062e5e,p-ec6c331620bf81c8,complete,uniform_range
26.480781893,26.16080178,26.480781893,8,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,180.0,36,c0c05fc746e0a8f6,True,8,replay_only,26.297054688,25.972988929,26.297054688,19.0,8d9fab9c9c062e5e,p-a6778664ab82b02c,complete,uniform_range
20.852591391,11.804045526,20.852591391,8,coding-uniform_range-5000mbps-30s,coding,180.0,17,40df8fd1f3a9a224,True,8,kv_only,20.613800805,11.54382737,20.613800805,30.0,0d60f79a46480bab,p-9e64a5b8ba3382ab,complete,uniform_range
17.628793522,10.512223735,17.628793522,8,coding-uniform_range-5000mbps-30s,coding,180.0,17,40df8fd1f3a9a224,True,8,queue_haul,17.38576236,10.171617507,17.38576236,30.0,0d60f79a46480bab,p-ce2a167dc5382df8,complete,uniform_range
33.228683624,32.858557028,33.228683624,8,coding-uniform_range-5000mbps-30s,coding,180.0,17,40df8fd1f3a9a224,True,8,replay_only,33.088422408,32.719851065,33.088422408,30.0,0d60f79a46480bab,p-39a882f3d8ae76f3,complete,uniform_range
14.975692966,13.47158178,14.975692966,8,coding-uniform_range-5000mbps-30s,coding,180.0,17,40df8fd1f3a9a224,True,8,greedy,14.640357649,12.416479692,14.640357649,30.0,0d60f79a46480bab,p-74d1d176747eef98,complete,uniform_range
9.454357402,7.020147889,9.454357402,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,180.0,31,acae31cec912ad4e,True,8,queue_haul,9.252989175,6.799978039,9.252989175,19.0,1ace3bff016800ba,p-823bc51d4301a75e,complete,uniform_support
10.614464334,6.406403323,10.614464334,8,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,180.0,31,acae31cec912ad4e,True,8,kv_only,10.397893082,6.187227429,10.397893082,19.0,1ace3bff016800ba,p-cd3bb911fae7caa1,complete,uniform_support
