activity,activity_output_tokens,activity_overlapped_initial_copy,activity_s,bandwidth_mbps,campaign,catch_up_cache_hit_bytes,catch_up_cache_hit_chunks,catch_up_end_ns,catch_up_kv_throughput_mbps,catch_up_kv_wire_bytes,catch_up_network_window_s,catch_up_new_tokens,catch_up_prompt_tokens,catch_up_request_s,catch_up_response_s,catch_up_s,catch_up_start_ns,catch_up_time_to_first_response_s,catch_up_validation_s,concurrency,copy_policy,current_model_time_s,idle_ns,initial_end_ns,initial_kv_throughput_mbps,initial_kv_wire_bytes,initial_network_window_s,initial_request_s,initial_response_s,initial_start_ns,initial_time_to_first_response_s,initial_validation_s,job_class,match_id,measured_activity_append_tokens,measured_kv_bytes,measured_kv_chunks,measured_processed_tokens,measured_prompt_tokens,method,move_concurrency,order,pause_start_ns,repeat,request_wait_s,requested_activity_tokens,route_switch_s,scenario_id,service_pause_s,serving_concurrency,session_id,split,success,switch_end_ns,switch_start_ns
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775906386728903,6775906386288158,4089.366472052519,3825212596,7.483237557,0.974569512,0.670876849,6775898903050601,0.303692663,0.024598881,coding,c0c05fc746e0a8f6,0,994050048,79,146,20370,kv_transfer,8,0,6775906386290398,36,0.000438505,0,0.000233187,p-b08ea8d5cd001be9,0.000672442,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,True,6775906386962840,6775906386729653
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775904639522625,6775904639380457,3808.4090041105137,2730498121,5.735724536,0.825962233,0.535923265,6775898903655921,0.290038968,0.0221432,coding,c0c05fc746e0a8f6,0,1006632960,80,144,20624,kv_transfer,8,1,6775904639382267,36,0.000140358,0,0.000130749,p-b08ea8d5cd001be9,0.000271457,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,True,6775904639653724,6775904639522975
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775901983627840,6775901983292474,2876.652862842637,1107300751,3.079414316,1.114717823,0.636890282,6775898903878158,0.477827541,0.029322838,coding,c0c05fc746e0a8f6,0,1107296256,88,144,22672,kv_transfer,8,2,6775901983295314,36,0.000332526,0,0.000140069,p-b08ea8d5cd001be9,0.000473005,1,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,measurement,True,6775901983768319,6775901983628250
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775908161629018,6775908161476469,4252.252784251128,4919927071,9.256132823,0.86425257,0.557839527,6775898905343646,0.306413043,0.02380668,coding,c0c05fc746e0a8f6,0,1119879168,89,142,22926,kv_transfer,8,3,6775908161477449,36,0.000151569,0,0.000123668,p-b08ea8d5cd001be9,0.000275527,1,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,measurement,True,6775908161752976,6775908161629308
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775910058601411,6775910058450233,4422.875578958699,6165636646,11.15226786,0.823921356,0.508249609,6775898906182373,0.315671747,0.02386123,coding,c0c05fc746e0a8f6,0,1195376640,95,135,24455,kv_transfer,8,4,6775910058451233,36,0.000150178,0,0.000135848,p-b08ea8d5cd001be9,0.000286336,1,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,measurement,True,6775910058737569,6775910058601721
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775912106395577,6775912106223869,4499.586616724554,7423929146,13.199308787,0.77764781,0.471940959,6775898906915082,0.305706851,0.025540031,coding,c0c05fc746e0a8f6,0,1233125376,98,141,25229,kv_transfer,8,5,6775912106224839,36,0.000170738,0,0.000160619,p-b08ea8d5cd001be9,0.000331617,1,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,measurement,True,6775912106556456,6775912106395837
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775914187717944,6775914187549646,4539.272095335358,8669638721,15.279346184,0.806346465,0.510957468,6775898908203462,0.295388997,0.02735942,coding,c0c05fc746e0a8f6,0,1296039936,103,140,26508,kv_transfer,8,6,6775914187551146,36,0.000166798,0,0.000148229,p-b08ea8d5cd001be9,0.000315447,1,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,measurement,True,6775914187866593,6775914187718364
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775916098031087,6775916097825009,4327.886131869063,9298785421,17.188595333,0.781374578,0.589019064,6775898909229676,0.192355514,0.027941274,coding,c0c05fc746e0a8f6,0,1346371584,107,143,27535,kv_transfer,8,7,6775916097828509,36,0.000202578,0,0.000159248,p-b08ea8d5cd001be9,0.000362496,1,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,measurement,True,6775916098191005,6775916098031757
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775956702835888,6775956702601810,2964.3317343372314,1296044511,3.497704379,3.496353826,0.834738303,6775953204897431,2.661615523,0.000308886,coding,c0c05fc746e0a8f6,0,0,0,20370,20370,replay,8,0,6775956702603040,36,0.000232848,0,0.000149369,p-35849c76c94f7b55,0.000382706,1,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,measurement,True,6775956702985746,6775956702836377
none,0,False,0.0,5000.0,policy_hardware,0,0,,0.0,0,0.0,0,0,0.0,0.0,0.0,,0.0,0.0,8,initial_final,,6775969669185345,6775969668980217,3546.5482647944305,7298101616,16.462432926,16.459888828,0.564183925,6775953206547291,15.895704903,0.000549433,coding,c0c05fc746e0a8f6,0,0,0,20624,20624,replay,8,1,6775969668981537,36,0.000203808,0,0.000222047,p-35849c76c94f7b55,0.000426215,1,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,measurement,True,6775969669407752,6775969669185705
