scenario_id,match_id,sample_id,episode,policy,bandwidth_mbps,required_deadline_s,context_profile,token_distribution,session_id,method,order,deadline_admitted,planned_rate_limit_bytes_per_s,planned_quiesce_s
p-39a882f3d8ae76f3,40df8fd1f3a9a224,0d60f79a46480bab,17,replay_only,5000.0,30.0,coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,replay,1,True,,
p-39a882f3d8ae76f3,40df8fd1f3a9a224,0d60f79a46480bab,17,replay_only,5000.0,30.0,coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,replay,2,True,,
p-39a882f3d8ae76f3,40df8fd1f3a9a224,0d60f79a46480bab,17,replay_only,5000.0,30.0,coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,replay,3,True,,
p-39a882f3d8ae76f3,40df8fd1f3a9a224,0d60f79a46480bab,17,replay_only,5000.0,30.0,coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,replay,4,True,,
p-39a882f3d8ae76f3,40df8fd1f3a9a224,0d60f79a46480bab,17,replay_only,5000.0,30.0,coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,replay,5,True,,
p-39a882f3d8ae76f3,40df8fd1f3a9a224,0d60f79a46480bab,17,replay_only,5000.0,30.0,coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,replay,6,True,,
p-39a882f3d8ae76f3,40df8fd1f3a9a224,0d60f79a46480bab,17,replay_only,5000.0,30.0,coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,replay,7,True,,
p-74d1d176747eef98,40df8fd1f3a9a224,0d60f79a46480bab,17,greedy,5000.0,30.0,coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,0,True,56541666.86783247,23.6692737184584
p-74d1d176747eef98,40df8fd1f3a9a224,0d60f79a46480bab,17,greedy,5000.0,30.0,coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,kv_transfer,1,True,58237916.87386744,23.6692737184584
p-74d1d176747eef98,40df8fd1f3a9a224,0d60f79a46480bab,17,greedy,5000.0,30.0,coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,2,True,58803333.542545766,23.6692737184584
p-74d1d176747eef98,40df8fd1f3a9a224,0d60f79a46480bab,17,greedy,5000.0,30.0,coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,3,True,58803333.542545766,23.6692737184584
p-74d1d176747eef98,40df8fd1f3a9a224,0d60f79a46480bab,17,greedy,5000.0,30.0,coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,4,True,59368750.21122409,23.6692737184584
p-74d1d176747eef98,40df8fd1f3a9a224,0d60f79a46480bab,17,greedy,5000.0,30.0,coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,kv_transfer,5,True,62195833.55461571,23.6692737184584
p-74d1d176747eef98,40df8fd1f3a9a224,0d60f79a46480bab,17,greedy,5000.0,30.0,coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,replay,6,True,,
p-74d1d176747eef98,40df8fd1f3a9a224,0d60f79a46480bab,17,greedy,5000.0,30.0,coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,replay,7,True,,
p-823bc51d4301a75e,acae31cec912ad4e,1ace3bff016800ba,31,queue_haul,10000.0,19.0,interactive_coding,uniform_support,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,0,True,101743530.94572893,12.669273718458397
p-823bc51d4301a75e,acae31cec912ad4e,1ace3bff016800ba,31,queue_haul,10000.0,19.0,interactive_coding,uniform_support,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,kv_transfer,1,True,101743530.94572893,12.669273718458397
p-823bc51d4301a75e,acae31cec912ad4e,1ace3bff016800ba,31,queue_haul,10000.0,19.0,interactive_coding,uniform_support,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,kv_transfer,2,True,101743530.94572893,12.669273718458397
p-823bc51d4301a75e,acae31cec912ad4e,1ace3bff016800ba,31,queue_haul,10000.0,19.0,interactive_coding,uniform_support,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,3,True,101743530.94572893,12.669273718458397
p-823bc51d4301a75e,acae31cec912ad4e,1ace3bff016800ba,31,queue_haul,10000.0,19.0,interactive_coding,uniform_support,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,replay,4,True,,
p-823bc51d4301a75e,acae31cec912ad4e,1ace3bff016800ba,31,queue_haul,10000.0,19.0,interactive_coding,uniform_support,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,replay,5,True,,
p-823bc51d4301a75e,acae31cec912ad4e,1ace3bff016800ba,31,queue_haul,10000.0,19.0,interactive_coding,uniform_support,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,6,False,,
p-823bc51d4301a75e,acae31cec912ad4e,1ace3bff016800ba,31,queue_haul,10000.0,19.0,interactive_coding,uniform_support,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,kv_transfer,7,False,,
p-cd3bb911fae7caa1,acae31cec912ad4e,1ace3bff016800ba,31,kv_only,10000.0,19.0,interactive_coding,uniform_support,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,0,True,,
p-cd3bb911fae7caa1,acae31cec912ad4e,1ace3bff016800ba,31,kv_only,10000.0,19.0,interactive_coding,uniform_support,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,1,True,,
p-cd3bb911fae7caa1,acae31cec912ad4e,1ace3bff016800ba,31,kv_only,10000.0,19.0,interactive_coding,uniform_support,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,2,True,,
p-cd3bb911fae7caa1,acae31cec912ad4e,1ace3bff016800ba,31,kv_only,10000.0,19.0,interactive_coding,uniform_support,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,3,True,,
p-cd3bb911fae7caa1,acae31cec912ad4e,1ace3bff016800ba,31,kv_only,10000.0,19.0,interactive_coding,uniform_support,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,kv_transfer,4,True,,
p-cd3bb911fae7caa1,acae31cec912ad4e,1ace3bff016800ba,31,kv_only,10000.0,19.0,interactive_coding,uniform_support,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,kv_transfer,5,True,,
p-cd3bb911fae7caa1,acae31cec912ad4e,1ace3bff016800ba,31,kv_only,10000.0,19.0,interactive_coding,uniform_support,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,6,True,,
p-cd3bb911fae7caa1,acae31cec912ad4e,1ace3bff016800ba,31,kv_only,10000.0,19.0,interactive_coding,uniform_support,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,kv_transfer,7,True,,
p-da6be04fb244ca0a,acae31cec912ad4e,1ace3bff016800ba,31,replay_only,10000.0,19.0,interactive_coding,uniform_support,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,replay,0,True,,
p-da6be04fb244ca0a,acae31cec912ad4e,1ace3bff016800ba,31,replay_only,10000.0,19.0,interactive_coding,uniform_support,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,replay,1,True,,
p-da6be04fb244ca0a,acae31cec912ad4e,1ace3bff016800ba,31,replay_only,10000.0,19.0,interactive_coding,uniform_support,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,replay,2,True,,
p-da6be04fb244ca0a,acae31cec912ad4e,1ace3bff016800ba,31,replay_only,10000.0,19.0,interactive_coding,uniform_support,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,replay,3,True,,
p-da6be04fb244ca0a,acae31cec912ad4e,1ace3bff016800ba,31,replay_only,10000.0,19.0,interactive_coding,uniform_support,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,replay,4,True,,
p-da6be04fb244ca0a,acae31cec912ad4e,1ace3bff016800ba,31,replay_only,10000.0,19.0,interactive_coding,uniform_support,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,replay,5,True,,
p-da6be04fb244ca0a,acae31cec912ad4e,1ace3bff016800ba,31,replay_only,10000.0,19.0,interactive_coding,uniform_support,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,replay,6,True,,
p-da6be04fb244ca0a,acae31cec912ad4e,1ace3bff016800ba,31,replay_only,10000.0,19.0,interactive_coding,uniform_support,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,replay,7,True,,
p-e8042603af458214,acae31cec912ad4e,1ace3bff016800ba,31,greedy,10000.0,19.0,interactive_coding,uniform_support,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,replay,0,True,,
p-e8042603af458214,acae31cec912ad4e,1ace3bff016800ba,31,greedy,10000.0,19.0,interactive_coding,uniform_support,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,replay,1,True,,
p-e8042603af458214,acae31cec912ad4e,1ace3bff016800ba,31,greedy,10000.0,19.0,interactive_coding,uniform_support,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,2,True,101743530.94572893,12.669273718458397
p-e8042603af458214,acae31cec912ad4e,1ace3bff016800ba,31,greedy,10000.0,19.0,interactive_coding,uniform_support,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,kv_transfer,3,True,101743530.94572893,12.669273718458397
p-e8042603af458214,acae31cec912ad4e,1ace3bff016800ba,31,greedy,10000.0,19.0,interactive_coding,uniform_support,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,kv_transfer,4,True,101743530.94572893,12.669273718458397
p-e8042603af458214,acae31cec912ad4e,1ace3bff016800ba,31,greedy,10000.0,19.0,interactive_coding,uniform_support,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,5,True,101743530.94572893,12.669273718458397
p-e8042603af458214,acae31cec912ad4e,1ace3bff016800ba,31,greedy,10000.0,19.0,interactive_coding,uniform_support,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,6,False,,
p-e8042603af458214,acae31cec912ad4e,1ace3bff016800ba,31,greedy,10000.0,19.0,interactive_coding,uniform_support,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,kv_transfer,7,False,,
p-178c812a8ae25bcc,d0e61178d486fec7,9b2ac03a155c9958,40,kv_only,5000.0,30.0,interactive_coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,0,True,,
p-178c812a8ae25bcc,d0e61178d486fec7,9b2ac03a155c9958,40,kv_only,5000.0,30.0,interactive_coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,1,True,,
p-178c812a8ae25bcc,d0e61178d486fec7,9b2ac03a155c9958,40,kv_only,5000.0,30.0,interactive_coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,2,True,,
p-178c812a8ae25bcc,d0e61178d486fec7,9b2ac03a155c9958,40,kv_only,5000.0,30.0,interactive_coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,3,True,,
p-178c812a8ae25bcc,d0e61178d486fec7,9b2ac03a155c9958,40,kv_only,5000.0,30.0,interactive_coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,kv_transfer,4,True,,
p-178c812a8ae25bcc,d0e61178d486fec7,9b2ac03a155c9958,40,kv_only,5000.0,30.0,interactive_coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,5,True,,
p-178c812a8ae25bcc,d0e61178d486fec7,9b2ac03a155c9958,40,kv_only,5000.0,30.0,interactive_coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,kv_transfer,6,True,,
p-178c812a8ae25bcc,d0e61178d486fec7,9b2ac03a155c9958,40,kv_only,5000.0,30.0,interactive_coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,kv_transfer,7,True,,
p-80c3a03c0ebbf759,d0e61178d486fec7,9b2ac03a155c9958,40,replay_only,5000.0,30.0,interactive_coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,replay,0,True,,
p-80c3a03c0ebbf759,d0e61178d486fec7,9b2ac03a155c9958,40,replay_only,5000.0,30.0,interactive_coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,replay,1,True,,
p-80c3a03c0ebbf759,d0e61178d486fec7,9b2ac03a155c9958,40,replay_only,5000.0,30.0,interactive_coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,replay,2,True,,
p-80c3a03c0ebbf759,d0e61178d486fec7,9b2ac03a155c9958,40,replay_only,5000.0,30.0,interactive_coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,replay,3,True,,
p-80c3a03c0ebbf759,d0e61178d486fec7,9b2ac03a155c9958,40,replay_only,5000.0,30.0,interactive_coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,replay,4,True,,
p-80c3a03c0ebbf759,d0e61178d486fec7,9b2ac03a155c9958,40,replay_only,5000.0,30.0,interactive_coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,replay,5,True,,
p-80c3a03c0ebbf759,d0e61178d486fec7,9b2ac03a155c9958,40,replay_only,5000.0,30.0,interactive_coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,replay,6,True,,
p-80c3a03c0ebbf759,d0e61178d486fec7,9b2ac03a155c9958,40,replay_only,5000.0,30.0,interactive_coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,replay,7,True,,
p-7b458a7652400ada,d0e61178d486fec7,9b2ac03a155c9958,40,greedy,5000.0,30.0,interactive_coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,0,True,42971666.819552675,23.6692737184584
p-7b458a7652400ada,d0e61178d486fec7,9b2ac03a155c9958,40,greedy,5000.0,30.0,interactive_coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,1,True,49756666.84369257,23.6692737184584
p-7b458a7652400ada,d0e61178d486fec7,9b2ac03a155c9958,40,greedy,5000.0,30.0,interactive_coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,2,True,50322083.51237089,23.6692737184584
p-7b458a7652400ada,d0e61178d486fec7,9b2ac03a155c9958,40,greedy,5000.0,30.0,interactive_coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,3,True,51452916.84972754,23.6692737184584
p-7b458a7652400ada,d0e61178d486fec7,9b2ac03a155c9958,40,greedy,5000.0,30.0,interactive_coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,kv_transfer,4,True,64457500.22932901,23.6692737184584
p-7b458a7652400ada,d0e61178d486fec7,9b2ac03a155c9958,40,greedy,5000.0,30.0,interactive_coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,kv_transfer,5,True,65022916.89800733,23.6692737184584
p-7b458a7652400ada,d0e61178d486fec7,9b2ac03a155c9958,40,greedy,5000.0,30.0,interactive_coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,6,True,65022916.89800733,23.6692737184584
p-7b458a7652400ada,d0e61178d486fec7,9b2ac03a155c9958,40,greedy,5000.0,30.0,interactive_coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,replay,7,True,,
p-3bf2c484d6df93ca,d0e61178d486fec7,9b2ac03a155c9958,40,queue_haul,5000.0,30.0,interactive_coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,0,True,49756666.84369257,23.6692737184584
p-3bf2c484d6df93ca,d0e61178d486fec7,9b2ac03a155c9958,40,queue_haul,5000.0,30.0,interactive_coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,1,True,50322083.51237089,23.6692737184584
p-3bf2c484d6df93ca,d0e61178d486fec7,9b2ac03a155c9958,40,queue_haul,5000.0,30.0,interactive_coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,2,True,51452916.84972754,23.6692737184584
