scenario_id,match_id,sample_id,episode,policy,bandwidth_mbps,required_deadline_s,context_profile,token_distribution,session_id,method,order,deadline_admitted,planned_rate_limit_bytes_per_s,planned_quiesce_s
p-b08ea8d5cd001be9,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,kv_only,5000.0,19.0,interactive_coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,kv_transfer,0,True,,
p-b08ea8d5cd001be9,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,kv_only,5000.0,19.0,interactive_coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,kv_transfer,1,True,,
p-b08ea8d5cd001be9,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,kv_only,5000.0,19.0,interactive_coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,kv_transfer,2,True,,
p-b08ea8d5cd001be9,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,kv_only,5000.0,19.0,interactive_coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,3,True,,
p-b08ea8d5cd001be9,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,kv_only,5000.0,19.0,interactive_coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,4,True,,
p-b08ea8d5cd001be9,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,kv_only,5000.0,19.0,interactive_coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,5,True,,
p-b08ea8d5cd001be9,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,kv_only,5000.0,19.0,interactive_coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,6,True,,
p-b08ea8d5cd001be9,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,kv_only,5000.0,19.0,interactive_coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,7,True,,
p-35849c76c94f7b55,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,greedy,5000.0,19.0,interactive_coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,replay,0,True,,
p-35849c76c94f7b55,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,greedy,5000.0,19.0,interactive_coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,replay,1,True,,
p-35849c76c94f7b55,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,greedy,5000.0,19.0,interactive_coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,kv_transfer,2,True,98389348.60685873,12.669273718458397
p-35849c76c94f7b55,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,greedy,5000.0,19.0,interactive_coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,3,True,99507409.38648213,12.669273718458397
p-35849c76c94f7b55,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,greedy,5000.0,19.0,interactive_coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,4,True,106215774.0642225,12.669273718458397
p-35849c76c94f7b55,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,greedy,5000.0,19.0,interactive_coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,5,True,109569956.40309268,12.669273718458397
p-35849c76c94f7b55,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,greedy,5000.0,19.0,interactive_coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,6,False,,
p-35849c76c94f7b55,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,greedy,5000.0,19.0,interactive_coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,7,False,,
p-ec6c331620bf81c8,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,queue_haul,5000.0,19.0,interactive_coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,0,True,99507409.38648213,12.669273718458397
p-ec6c331620bf81c8,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,queue_haul,5000.0,19.0,interactive_coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,1,True,106215774.0642225,12.669273718458397
p-ec6c331620bf81c8,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,queue_haul,5000.0,19.0,interactive_coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,2,True,109569956.40309268,12.669273718458397
p-ec6c331620bf81c8,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,queue_haul,5000.0,19.0,interactive_coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,3,True,115160260.30120966,12.669273718458397
p-ec6c331620bf81c8,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,queue_haul,5000.0,19.0,interactive_coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,replay,4,True,,
p-ec6c331620bf81c8,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,queue_haul,5000.0,19.0,interactive_coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,replay,5,True,,
p-ec6c331620bf81c8,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,queue_haul,5000.0,19.0,interactive_coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,kv_transfer,6,False,,
p-ec6c331620bf81c8,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,queue_haul,5000.0,19.0,interactive_coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,7,False,,
p-a6778664ab82b02c,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,replay_only,5000.0,19.0,interactive_coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,replay,0,True,,
p-a6778664ab82b02c,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,replay_only,5000.0,19.0,interactive_coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,replay,1,True,,
p-a6778664ab82b02c,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,replay_only,5000.0,19.0,interactive_coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,replay,2,True,,
p-a6778664ab82b02c,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,replay_only,5000.0,19.0,interactive_coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,replay,3,True,,
p-a6778664ab82b02c,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,replay_only,5000.0,19.0,interactive_coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,replay,4,True,,
p-a6778664ab82b02c,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,replay_only,5000.0,19.0,interactive_coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,replay,5,True,,
p-a6778664ab82b02c,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,replay_only,5000.0,19.0,interactive_coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,replay,6,True,,
p-a6778664ab82b02c,c0c05fc746e0a8f6,8d9fab9c9c062e5e,36,replay_only,5000.0,19.0,interactive_coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,replay,7,True,,
p-9e64a5b8ba3382ab,40df8fd1f3a9a224,0d60f79a46480bab,17,kv_only,5000.0,30.0,coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,kv_transfer,0,True,,
p-9e64a5b8ba3382ab,40df8fd1f3a9a224,0d60f79a46480bab,17,kv_only,5000.0,30.0,coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,kv_transfer,1,True,,
p-9e64a5b8ba3382ab,40df8fd1f3a9a224,0d60f79a46480bab,17,kv_only,5000.0,30.0,coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,2,True,,
p-9e64a5b8ba3382ab,40df8fd1f3a9a224,0d60f79a46480bab,17,kv_only,5000.0,30.0,coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,3,True,,
p-9e64a5b8ba3382ab,40df8fd1f3a9a224,0d60f79a46480bab,17,kv_only,5000.0,30.0,coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,4,True,,
p-9e64a5b8ba3382ab,40df8fd1f3a9a224,0d60f79a46480bab,17,kv_only,5000.0,30.0,coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,kv_transfer,5,True,,
p-9e64a5b8ba3382ab,40df8fd1f3a9a224,0d60f79a46480bab,17,kv_only,5000.0,30.0,coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,kv_transfer,6,True,,
p-9e64a5b8ba3382ab,40df8fd1f3a9a224,0d60f79a46480bab,17,kv_only,5000.0,30.0,coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,7,True,,
p-ce2a167dc5382df8,40df8fd1f3a9a224,0d60f79a46480bab,17,queue_haul,5000.0,30.0,coding,uniform_range,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,kv_transfer,0,True,58803333.542545766,23.6692737184584
p-ce2a167dc5382df8,40df8fd1f3a9a224,0d60f79a46480bab,17,queue_haul,5000.0,30.0,coding,uniform_range,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,kv_transfer,1,True,58803333.542545766,23.6692737184584
p-ce2a167dc5382df8,40df8fd1f3a9a224,0d60f79a46480bab,17,queue_haul,5000.0,30.0,coding,uniform_range,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,kv_transfer,2,True,59368750.21122409,23.6692737184584
p-ce2a167dc5382df8,40df8fd1f3a9a224,0d60f79a46480bab,17,queue_haul,5000.0,30.0,coding,uniform_range,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,kv_transfer,3,True,62195833.55461571,23.6692737184584
p-ce2a167dc5382df8,40df8fd1f3a9a224,0d60f79a46480bab,17,queue_haul,5000.0,30.0,coding,uniform_range,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,kv_transfer,4,True,67284583.57272063,23.6692737184584
p-ce2a167dc5382df8,40df8fd1f3a9a224,0d60f79a46480bab,17,queue_haul,5000.0,30.0,coding,uniform_range,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,kv_transfer,5,True,69546250.24743393,23.6692737184584
p-ce2a167dc5382df8,40df8fd1f3a9a224,0d60f79a46480bab,17,queue_haul,5000.0,30.0,coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,replay,6,True,,
p-ce2a167dc5382df8,40df8fd1f3a9a224,0d60f79a46480bab,17,queue_haul,5000.0,30.0,coding,uniform_range,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,replay,7,True,,
p-39a882f3d8ae76f3,40df8fd1f3a9a224,0d60f79a46480bab,17,replay_only,5000.0,30.0,coding,uniform_range,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,replay,0,True,,
