catch_up_finish_s,catch_up_start_s,condition,context_profile,context_tokens,continuation_start_s,continuation_ttft_delta_s,continuation_ttft_s,episode,first_token_s,match_id,method,migration_finish_s,migration_start_s,migration_ttft_s,order,policy,quiesce_s,reaction_commit_s,reaction_readiness_s,required_deadline_s,sample_id,scenario_id,scheduler_wait_s,session_id,token_distribution
,,coding-uniform_support-5000mbps-19s,coding,31488,17.908579564,-0.04817505799999999,0.462127194,0,18.370706758,a59020e49622c02a,kv_transfer,8.25211215,0.00093827,7.872053546,0,queue_haul,8.25211478,8.252823072,7.872991816,19.0,0099a40cc49ec97c,p-5aadfa32c4f2eacd,0.00093827,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_support
,,coding-uniform_support-5000mbps-19s,coding,31488,19.138926101,-0.005021096000000003,0.46927909,0,19.608205191,a59020e49622c02a,kv_transfer,8.569149866,0.002215287,8.192692955,1,queue_haul,8.569151716,8.56974361,8.194908242,19.0,0099a40cc49ec97c,p-5aadfa32c4f2eacd,0.002215287,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_support
,,coding-uniform_support-5000mbps-19s,coding,31488,19.744068214,-0.008135965000000023,0.456869688,0,20.200937902,a59020e49622c02a,kv_transfer,11.148121345,0.00283781,10.715421987,2,queue_haul,11.148123265,11.148515981,10.718259797,19.0,0099a40cc49ec97c,p-5aadfa32c4f2eacd,0.00283781,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_support
,,coding-uniform_support-5000mbps-19s,coding,25600,21.609235325,-0.009494208000000004,0.511888739,0,22.121124064,a59020e49622c02a,replay,7.898127426,0.004469343,7.69893552,3,queue_haul,7.898130446,7.898550012,7.703404863,19.0,0099a40cc49ec97c,p-5aadfa32c4f2eacd,0.004469343,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_support
,,coding-uniform_support-5000mbps-19s,coding,25600,22.303110219,-0.008776785999999981,0.51364114,0,22.816751359,a59020e49622c02a,replay,8.083819683,0.005951348,7.889880432,4,queue_haul,8.083822133,8.084864512,7.89583178,19.0,0099a40cc49ec97c,p-5aadfa32c4f2eacd,0.005951348,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_support
,,coding-uniform_support-5000mbps-19s,coding,25600,18.502880949,-0.013079814000000023,0.457850068,0,18.960731017,a59020e49622c02a,kv_transfer,13.094753103,0.006783689,12.671368609,5,queue_haul,13.094754763,13.095097289,12.678152298,19.0,0099a40cc49ec97c,p-5aadfa32c4f2eacd,0.006783689,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_support
,,coding-uniform_support-5000mbps-19s,coding,31488,20.382716179,-0.01012079499999996,0.457400442,0,20.840116621,a59020e49622c02a,kv_transfer,15.671536684,0.008095366,15.297508238,6,queue_haul,15.671538134,15.67191817,15.305603604,19.0,0099a40cc49ec97c,p-5aadfa32c4f2eacd,0.008095366,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_support
,,coding-uniform_support-5000mbps-19s,coding,31488,20.977765916,-0.0019085000000000352,0.45380854,0,21.431574456,a59020e49622c02a,kv_transfer,17.906864182,0.009154065,17.481439979,7,queue_haul,17.906865852,17.907264468,17.490594044,19.0,0099a40cc49ec97c,p-5aadfa32c4f2eacd,0.009154065,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_support
