catch_up_finish_s,catch_up_start_s,condition,context_profile,context_tokens,continuation_start_s,continuation_ttft_delta_s,continuation_ttft_s,episode,first_token_s,match_id,method,migration_finish_s,migration_start_s,migration_ttft_s,order,policy,quiesce_s,reaction_commit_s,reaction_readiness_s,required_deadline_s,sample_id,scenario_id,scheduler_wait_s,session_id,token_distribution
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,22528,18.703839013,0.0023656699999999864,0.459827901,36,19.163666914,c0c05fc746e0a8f6,kv_transfer,3.494159823,0.003918912,3.253242582,2,greedy,3.494165243,3.494479999,3.257161494,19.0,8d9fab9c9c062e5e,p-35849c76c94f7b55,0.003918912,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,22784,20.582766095,0.055350600999999944,0.514355905,36,21.097122,c0c05fc746e0a8f6,kv_transfer,6.273955159,0.00567948,6.036108991,3,greedy,6.273956879,6.274277935,6.041788471,19.0,8d9fab9c9c062e5e,p-35849c76c94f7b55,0.00567948,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,24320,21.279658086,-0.011871692999999961,0.424205388,36,21.703863474,c0c05fc746e0a8f6,kv_transfer,7.991806413,0.006836676,7.799458948,4,greedy,7.991807563,7.992265978,7.806295624,19.0,8d9fab9c9c062e5e,p-35849c76c94f7b55,0.006836676,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,25088,17.33965886,-0.008295669000000006,0.523133947,36,17.862792807,c0c05fc746e0a8f6,kv_transfer,10.066081965,0.007847524,9.872969889,5,greedy,10.066083675,10.06646187,9.880817413,19.0,8d9fab9c9c062e5e,p-35849c76c94f7b55,0.007847524,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,26368,19.98840594,-0.00605629299999999,0.456466313,36,20.444872253,c0c05fc746e0a8f6,kv_transfer,12.234234148,0.00898882,12.020861379,6,greedy,12.234235598,12.234596033,12.029850199,19.0,8d9fab9c9c062e5e,p-35849c76c94f7b55,0.00898882,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,27392,16.606429124,-0.011960140000000008,0.550835208,36,17.157264332,c0c05fc746e0a8f6,kv_transfer,16.604773164,0.010048237,16.336046643,7,greedy,16.604774484,16.6050984,16.34609488,19.0,8d9fab9c9c062e5e,p-35849c76c94f7b55,0.010048237,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,22784,19.725950534,0.061639371,0.520644675,36,20.246595209,c0c05fc746e0a8f6,kv_transfer,6.0246902,0.000915159,5.766304008,0,queue_haul,6.02469218,6.026270511,5.767219167,19.0,8d9fab9c9c062e5e,p-ec6c331620bf81c8,0.000915159,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,24320,20.429382121,-0.003465174999999987,0.432611906,36,20.861994027,c0c05fc746e0a8f6,kv_transfer,5.960730569,0.002018777,5.765117731,1,queue_haul,5.960731179,5.962276372,5.767136508,19.0,8d9fab9c9c062e5e,p-ec6c331620bf81c8,0.002018777,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,25088,16.40287313,0.0013130099999999478,0.532742626,36,16.935615756,c0c05fc746e0a8f6,kv_transfer,8.335182447,0.003778976,8.132275534,2,queue_haul,8.335184217,8.335656732,8.13605451,19.0,8d9fab9c9c062e5e,p-ec6c331620bf81c8,0.003778976,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,26368,19.135010346,-0.009343017000000009,0.453179589,36,19.588189935,c0c05fc746e0a8f6,kv_transfer,11.794514866,0.004731295,11.576230122,3,queue_haul,11.794516116,11.794846363,11.580961417,19.0,8d9fab9c9c062e5e,p-ec6c331620bf81c8,0.004731295,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,20224,18.499673077,0.00188079200000002,0.452818113,36,18.95249119,c0c05fc746e0a8f6,replay,6.024266435,0.005655954,5.665431145,4,queue_haul,6.024267925,6.025870006,5.671087099,19.0,8d9fab9c9c062e5e,p-ec6c331620bf81c8,0.005655954,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,20480,17.075849067,0.0016607010000000422,0.527906902,36,17.603755969,c0c05fc746e0a8f6,replay,5.956412549,0.006281457,5.925851413,5,queue_haul,5.956414189,5.962460439,5.93213287,19.0,8d9fab9c9c062e5e,p-ec6c331620bf81c8,0.006281457,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,22528,17.789922682,0.071152783,0.528615014,36,18.318537696,c0c05fc746e0a8f6,kv_transfer,13.555032312,0.007225536,13.304743256,6,queue_haul,13.555033402,13.555337629,13.311968792,19.0,8d9fab9c9c062e5e,p-ec6c331620bf81c8,0.007225536,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,27392,15.666097805,-0.015303151000000015,0.547492197,36,16.213590002,c0c05fc746e0a8f6,kv_transfer,15.665053997,0.008438562,15.415600321,7,queue_haul,15.665055467,15.665403113,15.424038883,19.0,8d9fab9c9c062e5e,p-ec6c331620bf81c8,0.008438562,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,20224,29.277583183,0.011549851999999972,0.462487173,36,29.740070356,c0c05fc746e0a8f6,replay,25.919684305,0.000971198,18.381987006,0,replay_only,25.919685995,25.920036872,18.382958204,19.0,8d9fab9c9c062e5e,p-a6778664ab82b02c,0.000971198,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,20480,27.907641105,0.0034550560000000674,0.529701257,36,28.437342362,c0c05fc746e0a8f6,replay,26.020653814,0.00172665,25.499883623,1,replay_only,26.020656544,26.021321327,25.501610273,19.0,8d9fab9c9c062e5e,p-a6778664ab82b02c,0.00172665,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,22528,28.628597595,0.0046554460000000075,0.462117677,36,29.090715272,c0c05fc746e0a8f6,replay,26.044139081,0.002248104,25.853354854,2,replay_only,26.044142061,26.044796144,25.855602958,19.0,8d9fab9c9c062e5e,p-a6778664ab82b02c,0.002248104,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,22784,30.514436349,0.06251767999999996,0.521522984,36,31.035959333,c0c05fc746e0a8f6,replay,26.160135627,0.003905285,25.969083644,3,replay_only,26.160137027,26.16080178,25.972988929,19.0,8d9fab9c9c062e5e,p-a6778664ab82b02c,0.003905285,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,24320,31.220822756,0.015165563000000049,0.451242644,36,31.6720654,c0c05fc746e0a8f6,replay,26.182456476,0.004262711,26.038671453,4,replay_only,26.182457866,26.183160649,26.042934164,19.0,8d9fab9c9c062e5e,p-a6778664ab82b02c,0.004262711,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,25088,27.218885437,0.013170039999999994,0.544599656,36,27.763485093,c0c05fc746e0a8f6,replay,26.230287549,0.004854334,26.084787515,5,replay_only,26.230289079,26.231021661,26.089641849,19.0,8d9fab9c9c062e5e,p-a6778664ab82b02c,0.004854334,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,26368,29.923186217,-0.01346410800000003,0.449058498,36,30.372244715,c0c05fc746e0a8f6,replay,26.321715051,0.00608031,26.175425146,6,replay_only,26.321717121,26.322537473,26.181505456,19.0,8d9fab9c9c062e5e,p-a6778664ab82b02c,0.00608031,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_range
,,interactive_coding-uniform_range-5000mbps-19s,interactive_coding,27392,26.482029909,-0.01137846599999992,0.551416882,36,27.033446791,c0c05fc746e0a8f6,replay,26.480345847,0.006995889,26.290058799,7,replay_only,26.480346537,26.480781893,26.297054688,19.0,8d9fab9c9c062e5e,p-a6778664ab82b02c,0.006995889,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,25600,25.575670913,0.004378449999999923,0.524412311,17,26.100083224,40df8fd1f3a9a224,kv_transfer,3.245548432,0.001107758,2.97268973,0,kv_only,3.245550142,3.246114396,2.973797488,30.0,0d60f79a46480bab,p-9e64a5b8ba3382ab,0.001107758,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26368,20.853226245,0.070273578,0.533856753,17,21.387082998,40df8fd1f3a9a224,kv_transfer,5.036335552,0.002457994,4.752839845,1,kv_only,5.036337452,5.036775408,4.755297839,30.0,0d60f79a46480bab,p-9e64a5b8ba3382ab,0.002457994,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26624,23.566894463,0.007341933999999939,0.533484957,17,24.10037942,40df8fd1f3a9a224,kv_transfer,9.683991114,0.003980787,9.445086025,2,kv_only,9.683992774,9.68434602,9.449066812,30.0,0d60f79a46480bab,p-9e64a5b8ba3382ab,0.003980787,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26624,21.564798754,0.0016210250000000537,0.531546217,17,22.096344971,40df8fd1f3a9a224,kv_transfer,11.803425723,0.005322833,11.538504537,3,kv_only,11.803427603,11.804045526,11.54382737,30.0,0d60f79a46480bab,p-9e64a5b8ba3382ab,0.005322833,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26880,24.874347876,0.0016549190000000324,0.520932508,17,25.395280384,40df8fd1f3a9a224,kv_transfer,14.00877793,0.006246483,13.729596128,4,kv_only,14.00877961,14.009117597,13.735842611,30.0,0d60f79a46480bab,p-9e64a5b8ba3382ab,0.006246483,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,28160,22.849868771,0.010848761999999956,0.538034059,17,23.38790283,40df8fd1f3a9a224,kv_transfer,16.292247252,0.007518359,16.007101817,5,kv_only,16.292249172,16.292632948,16.014620176,30.0,0d60f79a46480bab,p-9e64a5b8ba3382ab,0.007518359,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,30464,24.232788362,-0.01401635499999998,0.459233755,17,24.692022117,40df8fd1f3a9a224,kv_transfer,18.668882665,0.008554558,18.38798509,6,kv_only,18.668884145,18.66932692,18.396539648,30.0,0d60f79a46480bab,p-9e64a5b8ba3382ab,0.008554558,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,31488,22.239323462,0.0034873750000000148,0.472403717,17,22.711727179,40df8fd1f3a9a224,kv_transfer,20.852203485,0.009522807,20.604277998,7,kv_only,20.852204525,20.852591391,20.613800805,30.0,0d60f79a46480bab,p-9e64a5b8ba3382ab,0.009522807,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26624,18.332325779,-0.005885275999999995,0.524039916,17,18.856365695,40df8fd1f3a9a224,kv_transfer,10.453190234,0.001341456,10.147786826,0,queue_haul,10.453191744,10.453679199,10.149128282,30.0,0d60f79a46480bab,p-ce2a167dc5382df8,0.001341456,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26624,20.313521703,-0.0060461820000000666,0.520096841,17,20.833618544,40df8fd1f3a9a224,kv_transfer,10.51175078,0.002649013,10.168968494,1,queue_haul,10.51175294,10.512223735,10.171617507,30.0,0d60f79a46480bab,p-ce2a167dc5382df8,0.002649013,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26880,21.620866404,0.009401355000000056,0.528678944,17,22.149545348,40df8fd1f3a9a224,kv_transfer,10.813350357,0.003230706,10.510489694,2,queue_haul,10.813352277,10.813873291,10.5137204,30.0,0d60f79a46480bab,p-ce2a167dc5382df8,0.003230706,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,28160,19.5963712,0.0012339099999999492,0.528419207,17,20.124790407,40df8fd1f3a9a224,kv_transfer,13.072446929,0.004963108,12.778145092,3,queue_haul,13.072448269,13.072831635,12.7831082,30.0,0d60f79a46480bab,p-ce2a167dc5382df8,0.004963108,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,30464,20.970879142,-0.0031334239999999958,0.470116686,17,21.440995828,40df8fd1f3a9a224,kv_transfer,15.382714153,0.005656951,15.090272354,4,queue_haul,15.382715483,15.383073279,15.095929305,30.0,0d60f79a46480bab,p-ce2a167dc5382df8,0.005656951,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,31488,18.995941138,-0.01394537600000001,0.454970966,17,19.450912104,40df8fd1f3a9a224,kv_transfer,17.628405497,0.00666142,17.37910094,5,queue_haul,17.628406757,17.628793522,17.38576236,30.0,0d60f79a46480bab,p-ce2a167dc5382df8,0.00666142,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,25600,22.329676012,0.008494713999999903,0.528528575,17,22.858204587,40df8fd1f3a9a224,replay,10.23420155,0.007132076,9.95471248,6,queue_haul,10.23420252,10.234816254,9.961844556,30.0,0d60f79a46480bab,p-ce2a167dc5382df8,0.007132076,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26368,17.629999019,0.051132125999999944,0.514715301,17,18.14471432,40df8fd1f3a9a224,replay,10.213061722,0.008665699,9.934452883,7,queue_haul,10.213063252,10.213482398,9.943118582,30.0,0d60f79a46480bab,p-ce2a167dc5382df8,0.008665699,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,25600,37.879933164,-0.014290288000000095,0.505743573,17,38.385676737,40df8fd1f3a9a224,replay,30.750430626,0.001228114,20.800230157,0,replay_only,30.750432086,30.750830752,20.801458271,30.0,0d60f79a46480bab,p-39a882f3d8ae76f3,0.001228114,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26368,33.22996489,0.05963430999999997,0.523217485,17,33.753182375,40df8fd1f3a9a224,replay,32.704089025,0.002412028,25.70645702,1,replay_only,32.704091575,32.704889876,25.708869048,30.0,0d60f79a46480bab,p-39a882f3d8ae76f3,0.002412028,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26624,35.901908809,-0.009265131000000038,0.516877892,17,36.418786701,40df8fd1f3a9a224,replay,32.816893078,0.004891786,32.679265834,2,replay_only,32.816895038,32.817267534,32.68415762,30.0,0d60f79a46480bab,p-39a882f3d8ae76f3,0.004891786,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26624,33.938893711,-0.005661008999999995,0.524264183,17,34.463157894,40df8fd1f3a9a224,replay,32.857843266,0.005661013,32.714190052,3,replay_only,32.857845296,32.858557028,32.719851065,30.0,0d60f79a46480bab,p-39a882f3d8ae76f3,0.005661013,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26880,37.187675884,-0.007826436999999964,0.511451152,17,37.699127036,40df8fd1f3a9a224,replay,32.97516865,0.007073396,32.79050658,4,replay_only,32.97517097,32.975992611,32.797579976,30.0,0d60f79a46480bab,p-39a882f3d8ae76f3,0.007073396,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,28160,35.2002281,-0.008021759000000017,0.519163538,17,35.719391638,40df8fd1f3a9a224,replay,33.088931442,0.008036981,32.896333473,5,replay_only,33.088933312,33.089313568,32.904370454,30.0,0d60f79a46480bab,p-39a882f3d8ae76f3,0.008036981,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,30464,36.555259459,-0.023778931000000003,0.449471179,17,37.004730638,40df8fd1f3a9a224,replay,33.157944848,0.009316925,32.965477899,6,replay_only,33.157947078,33.158887847,32.974794824,30.0,0d60f79a46480bab,p-39a882f3d8ae76f3,0.009316925,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,31488,34.601933426,-0.009148842999999962,0.459767499,17,35.061700925,40df8fd1f3a9a224,replay,33.227787564,0.010516069,33.077906339,7,replay_only,33.227789334,33.228683624,33.088422408,30.0,0d60f79a46480bab,p-39a882f3d8ae76f3,0.010516069,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,25600,19.692698409,0.0025564359999999953,0.522590297,17,20.215288706,40df8fd1f3a9a224,kv_transfer,13.463015941,0.000858252,12.436911154,0,greedy,13.463019091,13.472662078,12.437769406,30.0,0d60f79a46480bab,p-74d1d176747eef98,0.000858252,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26368,14.977094921,0.060427126,0.524010301,17,15.501105222,40df8fd1f3a9a224,kv_transfer,13.37270723,0.001878292,12.353305701,1,greedy,13.37271074,13.47158178,12.355183993,30.0,0d60f79a46480bab,p-74d1d176747eef98,0.001878292,claude:e2fd4f89-016f-29f0-48a1-3b2f1991b287,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26624,15.682816621,-0.0019259729999999697,0.527999219,17,16.21081584,40df8fd1f3a9a224,kv_transfer,13.188127812,0.003109499,12.413370193,2,greedy,13.188130182,13.463690173,12.416479692,30.0,0d60f79a46480bab,p-74d1d176747eef98,0.003109499,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26624,17.674480466,-0.004103570000000056,0.522039453,17,18.196519919,40df8fd1f3a9a224,kv_transfer,13.471386092,0.00504101,12.809547811,3,greedy,13.471388152,13.472787677,12.814588821,30.0,0d60f79a46480bab,p-74d1d176747eef98,0.00504101,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,26880,18.977639978,0.005390046000000037,0.524667635,17,19.502307613,40df8fd1f3a9a224,kv_transfer,13.393988214,0.005736373,12.410838088,4,greedy,13.393990004,13.472915565,12.416574461,30.0,0d60f79a46480bab,p-74d1d176747eef98,0.005736373,claude:92cc24b6-ac8d-5231-bb2d-33b876557766,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,28160,16.951025454,0.011785195999999942,0.538970493,17,17.489995947,40df8fd1f3a9a224,kv_transfer,14.97532469,0.007317257,14.633040392,5,greedy,14.97532679,14.975692966,14.640357649,30.0,0d60f79a46480bab,p-74d1d176747eef98,0.007317257,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,30464,18.330266058,-0.013121629999999995,0.46012848,17,18.790394538,40df8fd1f3a9a224,replay,12.462906189,0.008116039,12.263914728,6,greedy,12.462910858,12.463397443,12.272030767,30.0,0d60f79a46480bab,p-74d1d176747eef98,0.008116039,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_range
,,coding-uniform_range-5000mbps-30s,coding,31488,16.353156798,-0.014877396999999959,0.454038945,17,16.807195743,40df8fd1f3a9a224,replay,12.532631708,0.00896822,12.382605137,7,greedy,12.532633388,12.533129982,12.391573357,30.0,0d60f79a46480bab,p-74d1d176747eef98,0.00896822,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_range
,,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,23296,9.455549369,0.007585430999999976,0.527702428,31,9.983251797,acae31cec912ad4e,kv_transfer,6.997636334,0.000875051,6.799222386,0,queue_haul,6.997638064,6.997934841,6.800097437,19.0,1ace3bff016800ba,p-823bc51d4301a75e,0.000875051,claude:d822a508-dc39-797d-a37d-fa6552fdb8bb,uniform_support
,,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,23296,10.115328827,0.014547827000000013,0.524484562,31,10.639813389,acae31cec912ad4e,kv_transfer,7.019723613,0.001496174,6.769110811,1,queue_haul,7.019725753,7.020147889,6.770606985,19.0,1ace3bff016800ba,p-823bc51d4301a75e,0.001496174,codex:e381cc89-38ef-e67e-79b9-4b800369b4f5,uniform_support
,,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,23296,12.781628956,0.00889392499999997,0.523679939,31,13.305308895,acae31cec912ad4e,kv_transfer,7.328230441,0.003682412,6.796295627,2,queue_haul,7.328232441,7.328541147,6.799978039,19.0,1ace3bff016800ba,p-823bc51d4301a75e,0.003682412,codex:1229e212-7c9e-fc46-e948-4c87690d9e5e,uniform_support
,,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,23296,13.487505132,0.016187021999999995,0.457933527,31,13.945438659,acae31cec912ad4e,kv_transfer,7.067388235,0.0047682,6.84582901,3,queue_haul,7.067390515,7.067713222,6.85059721,19.0,1ace3bff016800ba,p-823bc51d4301a75e,0.0047682,claude:eaad8d63-63bf-7139-f930-0ef47fa45253,uniform_support
,,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,18944,11.470498231,0.08306268299999997,0.521116897,31,11.991615128,acae31cec912ad4e,replay,6.801611282,0.005120006,6.641852371,4,queue_haul,6.801613072,6.801933488,6.646972377,19.0,1ace3bff016800ba,p-823bc51d4301a75e,0.005120006,codex:2604c640-6bc9-2d90-5a8b-ae20bc5081fa,uniform_support
,,interactive_coding-uniform_support-10000mbps-19s,interactive_coding,18944,14.130398007,0.009663949000000005,0.452460553,31,14.58285856,acae31cec912ad4e,replay,6.877319261,0.00574017,6.689654601,5,queue_haul,6.877320881,6.877632128,6.695394771,19.0,1ace3bff016800ba,p-823bc51d4301a75e,0.00574017,claude:1534babd-9b9e-68e0-057e-d9ce7e08adf0,uniform_support
