phase,gpu,samples,power_mean_w
baseline,0,120,344.8854166666667
baseline,1,120,84.61508333333335
drain,0,1657,331.36424260712135
drain,1,1657,212.43143633071818
post,0,120,301.7116666666667
post,1,120,371.9628333333334
