hardware,stage,direction,target_rho,measured_rho_median,offered_prefill_rho_median,offered_decode_rho_median,blocks,physically_feasible,evidence_feasible,feasible_blocks,p90_ttft_s_median,p90_mean_tpot_s_median,p90_ttft_s_minimum,p90_mean_tpot_s_minimum,p90_ttft_s_maximum,p90_mean_tpot_s_maximum
a100,held_out,prefill_heavy,0.25,0.24982424408891601,0.07504059876972655,0.17478364531918944,3,True,True,3,0.1087485376,0.033155605234645676,0.10751308479999999,0.0331130997472441,0.109836411,0.03334236211023622
a100,held_out,prefill_heavy,0.7,0.6993823758313272,0.49409683481712235,0.20528554101420493,3,False,False,2,0.23470365459999998,0.059732632930708664,0.2327980354,0.059550463653543315,0.2353760068,0.05993162910866141
a100,held_out,prefill_heavy,0.85,0.8495992485277587,0.6341217010541016,0.21547754747365724,3,True,False,0,0.3893600436,0.10358712647559054,0.38871875660000005,0.10242829669133859,0.391011404,0.10522019748031496
a100,held_out,balanced,0.25,0.24982424408891601,0.07504059876972655,0.17478364531918944,3,True,True,3,0.1087485376,0.033155605234645676,0.10751308479999999,0.0331130997472441,0.109836411,0.03334236211023622
a100,held_out,balanced,0.7,0.6994726542845947,0.29905651687396645,0.40041613741062826,3,False,False,2,0.1528610022,0.042653526673228345,0.15283039660000003,0.04252353834330709,0.1540273208,0.042677261272440946
a100,held_out,decode_heavy,0.25,0.24982424408891601,0.07504059876972655,0.17478364531918944,3,True,True,3,0.1087485376,0.033155605234645676,0.10751308479999999,0.0331130997472441,0.109836411,0.03334236211023622
a100,held_out,decode_heavy,0.7,0.6991934650009277,0.08678359323369139,0.6124098717672363,3,False,False,2,0.1317178922,0.037161653017322833,0.1309299146,0.03691428833228346,0.1318514842,0.03745977837795276
a100,held_out,decode_heavy,0.85,0.8495921066882812,0.09071383663829752,0.7588782700499838,3,False,False,1,0.1389982656,0.039049682211023624,0.1384316378,0.038798148322834645,0.1397033036,0.03923780645354331
