phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,299.6946443514644
baseline,1,239,239,1.0,82.52008368200838
drain,0,179,179,1.0,150.57441340782123
drain,1,179,179,1.0,197.4918994413408
post,0,239,239,1.0,144.00058577405864
post,1,239,239,1.0,302.01255230125525
