workload,deadline_s,policy,shed_fraction,recovered_handoff_fraction,last_completion_s,pending_buffered_work_s,pending_resident_work_s,kv_shed_fraction,source_power_proxy_mw
coding,30.0,queue_haul,0.8465086626351701,0.8465086626351702,14.569010290467448,1.1468472422794727e-19,1.4115824241870287e-15,0.06420735528054775,0.3810990349298894
coding,30.0,greedy,0.7656990263039332,0.7656990263039329,14.58443085365089,0.0,1.946035194078281e-15,0.00847178766376775,0.344718456941472
coding,30.0,kv_only,0.38823271985251306,0.31747063472480064,29.982966354388804,170.73743862908066,260.81418254836365,0.38823271985251306,0.17478275343741498
coding,30.0,replay_only,0.8150494722703876,0.8150494722703883,14.569010386994522,0.0,1.1662552819508854e-18,0.0,0.36693607639574694
coding,30.0,isolated_fastest,0.5823535434834354,0.5181457044701505,29.956994540053557,1913.5983493146575,18.610574506226715,0.22780192095723062,0.2621761397203661
coding,60.0,queue_haul,0.9509590895424379,0.9509590895424374,15.18794021690493,0.0,3.576134562229049e-18,0.06673784468084756,0.4281227201553416
coding,60.0,greedy,0.8441625026545995,0.8441625026545992,15.187935044464707,0.0,3.6205893934793034e-18,0.008929994329669526,0.38004279139234165
coding,60.0,kv_only,0.5943717911095363,0.5394847046342155,59.94083284901262,552.358667629083,104.23578126105926,0.5943717911095363,0.2675867666566547
coding,60.0,replay_only,0.9266536131608044,0.926653613160805,32.56108805397429,0.0,1.3677133990611598e-18,0.0,0.4171803707129663
coding,60.0,isolated_fastest,0.6446500832797273,0.6097300200941215,51.64906813692017,576.9974439708113,2.668811864351276e-18,0.3149310332262737,0.29022210338709625
coding,120.0,queue_haul,0.968387655527277,0.968387655527144,102.53249108565996,2.4633120601633285e-19,6.001934279648029e-10,0.10721599783938057,0.43596907775357047
coding,120.0,greedy,0.8479955723054987,0.8479955723054989,15.18793718302472,1.8397555614363403e-18,6.169369000967731e-15,0.011531202395804066,0.3817684431301861
coding,120.0,kv_only,0.6562440552041767,0.6058914162526785,101.19887334039085,491.3367327259196,3.712838983053268e-16,0.6562440552041767,0.2954417209839881
coding,120.0,replay_only,0.9424233551883993,0.942423355188399,15.170608620826156,0.0,8.07067316963554e-16,0.0,0.4242799241293498
coding,120.0,isolated_fastest,0.663943219565122,0.6547720090717702,107.06594991977558,511.0326035929178,3.0926338665388446e-18,0.3411821268264219,0.2989078923738814
coding_long,30.0,queue_haul,0.7214941206691541,0.721494120669155,19.021248286940658,6.181166689600559e-14,1.1668462759160572e-17,0.06282311731190776,0.32178214059997634
coding_long,30.0,greedy,0.6856174122391656,0.6856174122391654,16.000325487024682,0.0,1.1633118737163761e-14,0.0038524583691000344,0.30578133933831686
coding_long,30.0,kv_only,0.2253017284936057,0.2110295463023925,29.35104557520423,114.72906854370868,58.234143343773894,0.2253017284936057,0.10048324774747762
coding_long,30.0,replay_only,0.6854235341255023,0.6854235341255022,16.014239331307827,0.0,1.180552170235681e-19,0.0,0.3056948708382379
coding_long,30.0,isolated_fastest,0.23043737540769743,0.23043736327231462,29.57418466204904,0.00016080342202911846,1.1694287554165494e-06,0.1564225305552663,0.10277371611033749
coding_long,60.0,queue_haul,0.8405607006480484,0.8405607006480492,29.011511209953234,2.7266697297602836e-18,2.616214629260656e-16,0.06286131759664154,0.3748851360117655
coding_long,60.0,greedy,0.7861852577876786,0.7861852577876781,16.000325487024707,2.3568691757350907e-18,3.2873348682939396e-18,0.006251346220819141,0.35063400783423604
coding_long,60.0,kv_only,0.41974220599064194,0.3826031610946415,59.974062568625435,1452.9055339872896,122.553634614866,0.41974220599064194,0.18720255879362901
coding_long,60.0,replay_only,0.8233926945940284,0.8233926945940286,19.222729246518515,6.882142696441318e-21,8.151093044502098e-18,0.0,0.36722830613659985
coding_long,60.0,isolated_fastest,0.42620434080675196,0.4024113391068838,59.54961679302472,694.5501490158779,76.48583822482044,0.3451089891236413,0.1900846329705398
coding_long,120.0,queue_haul,0.9324422191270965,0.9324422191270964,57.63855461485394,1.6749941837872315e-18,2.0701192646481314e-17,0.06303385124268061,0.4158637536480996
coding_long,120.0,greedy,0.8440936841932586,0.8440936841932584,23.991828806843138,5.621122396216351e-18,5.622114392565955e-18,0.00996708496146,0.3764608259242873
coding_long,120.0,kv_only,0.6496239199865105,0.610559069036053,119.99307119745798,1283.8114704332197,110.19115396915132,0.6496239199865105,0.28972845317760054
coding_long,120.0,replay_only,0.9228689603686931,0.9228689603686926,59.5085636744777,5.221799301145153e-18,5.768294371434994e-18,0.0,0.4115941364640545
coding_long,120.0,isolated_fastest,0.6240014817119525,0.5751430789620859,119.90735395313597,5323.7247800466685,40.87952328237487,0.5689716402808958,0.2783009961835903
