monotonic_ns,wall_ns,power_w,utilization_pct,memory_mib
3034033685589,1786468300512349340,113.8,100.0,89107.0
3034156834776,1786468300635498557,122.83,100.0,89107.0
3034280132084,1786468300758795855,129.38,100.0,89107.0
3034403350016,1786468300882013737,134.58,100.0,89107.0
3034526556459,1786468301005220280,140.63,100.0,89107.0
3034649740752,1786468301128404493,147.85,100.0,89107.0
3034773080366,1786468301251744047,157.31,100.0,89107.0
3034896840573,1786468301375504324,163.37,100.0,89107.0
3035020325958,1786468301498989659,169.5,100.0,89107.0
3035143574016,1786468301622237767,172.4,100.0,89107.0
3035267404739,1786468301746068560,168.84,100.0,89107.0
3035390719423,1786468301869383104,168.2,100.0,89107.0
3035513849585,1786468301992513386,166.68,100.0,89107.0
3035637524562,1786468302116188393,164.82,100.0,89107.0
3035760867526,1786468302239531197,166.04,98.0,89107.0
3035883678545,1786468302362342236,160.63,100.0,89107.0
3036005873649,1786468302484537390,152.34,100.0,89107.0
3036128045273,1786468302606708814,145.48,0.0,89107.0
3036250341177,1786468302729004868,138.07,0.0,89107.0
3036373560385,1786468302852224446,126.22,0.0,89107.0
3036496768893,1786468302975432594,125.21,29.0,89107.0
3036619854564,1786468303098518405,126.58,29.0,89107.0
3036743425630,1786468303222089331,124.61,100.0,89107.0
3036867184328,1786468303345848029,123.57,100.0,89107.0
3036990825934,1786468303469489595,130.83,100.0,89107.0
3037114332844,1786468303592996415,136.0,100.0,89107.0
3037237791684,1786468303716455425,142.07,100.0,89107.0
3037361742418,1786468303840406069,154.85,100.0,89107.0
3037485121277,1786468303963784988,158.7,100.0,89107.0
3037608244252,1786468304086907933,155.26,100.0,89107.0
3037731159575,1786468304209823386,156.43,100.0,89107.0
3037854851760,1786468304333515461,155.3,100.0,89107.0
3037977925220,1786468304456588921,155.51,100.0,89107.0
3038101332397,1786468304579995968,159.02,100.0,89107.0
3038224785544,1786468304703449385,156.01,100.0,89107.0
3038348294703,1786468304826958514,156.52,100.0,89107.0
3038471514559,1786468304950178420,154.22,100.0,89107.0
3038595300254,1786468305073963905,156.34,100.0,89107.0
3038719118560,1786468305197782291,154.18,100.0,89107.0
3038842889616,1786468305321553377,156.87,100.0,89107.0
3038966206157,1786468305444869728,155.4,100.0,89107.0
3039089456208,1786468305568120019,153.79,100.0,89107.0
3039213011942,1786468305691675713,155.33,100.0,89107.0
3039336751337,1786468305815415078,153.36,100.0,89107.0
3039460162824,1786468305938826565,153.58,100.0,89107.0
3039583433881,1786468306062097442,152.68,100.0,89107.0
3039706907584,1786468306185571255,154.45,100.0,89107.0
3039830294496,1786468306308958267,153.37,100.0,89107.0
3039953986771,1786468306432650602,154.65,100.0,89107.0
3040077111140,1786468306555774871,152.18,100.0,89107.0
3040200865706,1786468306679529397,152.81,100.0,89107.0
3040323894725,1786468306802558476,151.89,100.0,89107.0
3040447144906,1786468306925808577,151.62,100.0,89107.0
3040570622629,1786468307049286390,152.14,100.0,89107.0
3040693935026,1786468307172598637,151.99,100.0,89107.0
3040817726866,1786468307296390437,150.99,100.0,89107.0
3040941139663,1786468307419803264,151.19,100.0,89107.0
3041065415369,1786468307544079030,151.12,100.0,89107.0
3041189089783,1786468307667753514,150.69,100.0,89107.0
3041312166723,1786468307790830404,152.6,100.0,89107.0
3041435609006,1786468307914272857,152.93,100.0,89107.0
3041558830876,1786468308037494567,153.15,100.0,89107.0
3041683115231,1786468308161778782,152.11,100.0,89107.0
3041806084005,1786468308284747696,151.65,100.0,89107.0
3041929423886,1786468308408087697,151.39,100.0,89107.0
3042052897029,1786468308531560730,152.12,100.0,89107.0
3042176075480,1786468308654738991,150.52,100.0,89107.0
3042299819435,1786468308778483246,150.49,100.0,89107.0
3042422771273,1786468308901434984,148.98,100.0,89107.0
3042545916824,1786468309024580655,148.15,100.0,89107.0
3042669304876,1786468309147968567,149.34,100.0,89107.0
3042792588147,1786468309271251828,150.37,100.0,89107.0
3042916132676,1786468309394796277,150.88,100.0,89107.0
3043039688009,1786468309518351670,149.58,100.0,89107.0
3043162926660,1786468309641590411,150.08,100.0,89107.0
3043286523894,1786468309765187545,149.56,100.0,89107.0
3043409912896,1786468309888576627,149.96,100.0,89107.0
3043533259473,1786468310011923154,150.41,100.0,89107.0
3043656349803,1786468310135013444,148.85,100.0,89107.0
3043779625904,1786468310258289745,151.64,100.0,89107.0
3043903072496,1786468310381736137,149.33,100.0,89107.0
