phase,gpu,samples,power_mean_w
baseline,0,120,344.7095
baseline,1,120,86.03641666666667
drain,0,637,359.53315541601256
drain,1,637,95.73970172684459
post,0,120,303.8873333333333
post,1,120,134.66091666666668
