monotonic_ns,wall_ns,gpu_timestamp,power_w,utilization_pct,memory_mib,sm_clock_mhz,memory_clock_mhz,temperature_c,pstate,active_clock_event_reasons
664785357292,1788543052454997225,2026/09/04 17:30:52.447,116.05,0,73834,1410,1512,60,P0,0x0000000000000000
664911823357,1788543052581721638,2026/09/04 17:30:52.574,116.06,0,73834,1410,1512,62,P0,0x0000000000000004
665038763287,1788543052708873688,2026/09/04 17:30:52.701,289.70,40,73834,1410,1512,63,P0,0x0000000000000000
665166214861,1788543052836471530,2026/09/04 17:30:52.828,304.17,40,73834,1410,1512,63,P0,0x0000000000000004
665293494915,1788543052963604404,2026/09/04 17:30:52.956,282.19,100,73834,1410,1512,63,P0,0x0000000000000004
665419893491,1788543053089274094,2026/09/04 17:30:53.082,289.31,100,73834,1410,1512,63,P0,0x0000000000000000
665546320819,1788543053216427271,2026/09/04 17:30:53.208,371.27,94,73834,1380,1512,63,P0,0x0000000000000004
665673243440,1788543053343133943,2026/09/04 17:30:53.335,289.75,97,73834,1380,1512,63,P0,0x0000000000000000
665799662793,1788543053469291764,2026/09/04 17:30:53.461,305.25,97,73834,1380,1512,64,P0,0x0000000000000000
665928575174,1788543053600920823,2026/09/04 17:30:53.588,270.95,100,73834,1395,1512,63,P0,0x0000000000000004
666057465480,1788543053727124496,2026/09/04 17:30:53.720,303.30,97,73834,1395,1512,64,P0,0x0000000000000000
666184094382,1788543053854133242,2026/09/04 17:30:53.846,268.76,97,73834,1395,1512,63,P0,0x0000000000000004
666311206961,1788543053981381130,2026/09/04 17:30:53.973,255.82,97,73834,1395,1512,63,P0,0x0000000000000004
666438999126,1788543054109710981,2026/09/04 17:30:54.100,302.82,100,73834,1275,1512,65,P0,0x0000000000000004
666566748725,1788543054236863507,2026/09/04 17:30:54.228,249.80,100,73834,1275,1512,64,P0,0x0000000000000004
666693223264,1788543054362698169,2026/09/04 17:30:54.356,289.13,97,73834,1275,1512,64,P0,0x0000000000000000
666819541483,1788543054489467094,2026/09/04 17:30:54.481,305.27,97,73834,1275,1512,64,P0,0x0000000000000004
666945728055,1788543054615068109,2026/09/04 17:30:54.607,290.84,100,73834,1410,1512,64,P0,0x0000000000000000
667072256931,1788543054742535934,2026/09/04 17:30:54.734,300.32,97,73834,1410,1512,65,P0,0x0000000000000000
667199394528,1788543054869333596,2026/09/04 17:30:54.861,298.00,97,73834,1410,1512,64,P0,0x0000000000000004
667328722778,1788543055001202915,2026/09/04 17:30:54.988,304.40,97,73834,1410,1512,64,P0,0x0000000000000000
667458000123,1788543055127804019,2026/09/04 17:30:55.120,396.73,100,73834,1410,1512,64,P0,0x0000000000000004
667584566478,1788543055254401868,2026/09/04 17:30:55.247,279.77,100,73834,1410,1512,64,P0,0x0000000000000004
667711503727,1788543055381716025,2026/09/04 17:30:55.373,296.48,97,73834,1410,1512,65,P0,0x0000000000000000
667838874115,1788543055509117937,2026/09/04 17:30:55.501,277.42,97,73834,1395,1512,64,P0,0x0000000000000004
667965979958,1788543055635957437,2026/09/04 17:30:55.628,298.82,97,73834,1395,1512,64,P0,0x0000000000000000
668093091783,1788543055763314295,2026/09/04 17:30:55.755,306.03,100,73834,1395,1512,64,P0,0x0000000000000004
668220180409,1788543055890134750,2026/09/04 17:30:55.882,254.15,100,73834,1395,1512,64,P0,0x0000000000000004
668347168482,1788543056017297415,2026/09/04 17:30:56.009,303.19,97,73834,1365,1512,66,P0,0x0000000000000004
668474467671,1788543056144718362,2026/09/04 17:30:56.136,240.65,100,73834,1365,1512,64,P0,0x0000000000000004
668601754362,1788543056271861008,2026/09/04 17:30:56.264,287.63,100,73834,1365,1512,64,P0,0x0000000000000000
668730380240,1788543056401968685,2026/09/04 17:30:56.391,264.95,97,73834,1380,1512,64,P0,0x0000000000000004
668859082190,1788543056529275589,2026/09/04 17:30:56.521,289.11,97,73834,1380,1512,64,P0,0x0000000000000000
668986211472,1788543056656215727,2026/09/04 17:30:56.647,304.65,97,73834,1380,1512,66,P0,0x0000000000000000
669113195623,1788543056783254811,2026/09/04 17:30:56.775,352.99,100,73834,1380,1512,64,P0,0x0000000000000004
669240339602,1788543056910493587,2026/09/04 17:30:56.902,301.78,97,73834,1410,1512,64,P0,0x0000000000000000
669367317893,1788543057037222982,2026/09/04 17:30:57.029,376.46,97,73834,1410,1512,64,P0,0x0000000000000004
669494331288,1788543057164497375,2026/09/04 17:30:57.156,272.55,97,73834,1410,1512,64,P0,0x0000000000000004
669621208058,1788543057290987062,2026/09/04 17:30:57.283,300.03,97,73834,1410,1512,66,P0,0x0000000000000000
669748525386,1788543057419128655,2026/09/04 17:30:57.410,261.88,100,73834,1395,1512,64,P0,0x0000000000000004
669876091154,1788543057546123526,2026/09/04 17:30:57.538,293.67,98,73834,1395,1512,65,P0,0x0000000000000000
670003362476,1788543057673684915,2026/09/04 17:30:57.665,303.50,98,73834,1395,1512,64,P0,0x0000000000000000
670131293521,1788543057801978012,2026/09/04 17:30:57.792,293.97,100,73834,1410,1512,65,P0,0x0000000000000000
670258397350,1788543057927906570,2026/09/04 17:30:57.920,306.40,97,73834,1410,1512,66,P0,0x0000000000000000
670384743890,1788543058054436212,2026/09/04 17:30:58.046,256.94,97,73834,1410,1512,65,P0,0x0000000000000004
670511909670,1788543058182466918,2026/09/04 17:30:58.173,293.22,97,73834,1410,1512,65,P0,0x0000000000000004
670639682093,1788543058309968976,2026/09/04 17:30:58.301,279.71,100,73834,1305,1512,65,P0,0x0000000000000004
670766809396,1788543058436734899,2026/09/04 17:30:58.428,292.12,100,73834,1305,1512,65,P0,0x0000000000000004
670892519657,1788543058561382624,2026/09/04 17:30:58.554,303.88,97,73834,1305,1512,66,P0,0x0000000000000000
671018329699,1788543058688368979,2026/09/04 17:30:58.680,367.42,97,73834,1305,1512,65,P0,0x0000000000000004
671145271549,1788543058815247542,2026/09/04 17:30:58.807,301.73,98,73834,1410,1512,65,P0,0x0000000000000000
671272103390,1788543058941878071,2026/09/04 17:30:58.934,367.41,100,73834,1410,1512,65,P0,0x0000000000000004
671398912749,1788543059069027521,2026/09/04 17:30:59.061,269.79,100,73834,1410,1512,65,P0,0x0000000000000004
671529274370,1788543059202606483,2026/09/04 17:30:59.187,296.99,97,73834,1350,1512,66,P0,0x0000000000000004
671659687563,1788543059329844318,2026/09/04 17:30:59.321,264.21,98,73834,1350,1512,65,P0,0x0000000000000004
671786610612,1788543059456450116,2026/09/04 17:30:59.448,297.18,98,73834,1350,1512,65,P0,0x0000000000000000
671914041219,1788543059584723756,2026/09/04 17:30:59.575,307.80,99,73834,1350,1512,65,P0,0x0000000000000000
672042670003,1788543059713359102,2026/09/04 17:30:59.705,292.20,97,73834,1395,1512,65,P0,0x0000000000000004
672169970970,1788543059839563947,2026/09/04 17:30:59.832,304.59,97,73834,1395,1512,65,P0,0x0000000000000000
672296579775,1788543059966689632,2026/09/04 17:30:59.958,252.56,100,73834,1395,1512,65,P0,0x0000000000000004
672426341540,1788543060099095051,2026/09/04 17:31:00.085,289.61,100,73834,1395,1512,65,P0,0x0000000000000004
672556662750,1788543060227298419,2026/09/04 17:31:00.218,339.00,97,73834,1260,1512,65,P0,0x0000000000000004
672683830373,1788543060353444023,2026/09/04 17:31:00.345,287.04,97,73834,1260,1512,65,P0,0x0000000000000004
672809875452,1788543060479373078,2026/09/04 17:31:00.472,301.66,97,73834,1260,1512,66,P0,0x0000000000000000
672937844130,1788543060609399079,2026/09/04 17:31:00.601,281.79,100,73834,1395,1512,65,P0,0x0000000000000004
673066613428,1788543060736907664,2026/09/04 17:31:00.728,300.48,97,73834,1395,1512,65,P0,0x0000000000000000
673193752742,1788543060863652119,2026/09/04 17:31:00.855,265.23,97,73834,1395,1512,66,P0,0x0000000000000000
673321229137,1788543060991876693,2026/09/04 17:31:00.982,269.61,97,73834,1395,1512,65,P0,0x0000000000000004
673448304947,1788543061117804159,2026/09/04 17:31:01.111,306.13,100,73834,1410,1512,65,P0,0x0000000000000000
673575087658,1788543061245447356,2026/09/04 17:31:01.237,258.46,100,73834,1410,1512,65,P0,0x0000000000000004
673702209986,1788543061372040870,2026/09/04 17:31:01.363,290.77,97,73834,1410,1512,65,P0,0x0000000000000004
