monotonic_ns,wall_ns,gpu_timestamp,power_w,utilization_pct,memory_mib,sm_clock_mhz,memory_clock_mhz,temperature_c,pstate,active_clock_event_reasons
3477707454220,1788545865377810500,2026/09/04 18:17:45.370,122.21,0,73834,1410,1512,66,P0,0x0000000000000000
3477836490149,1788545865508243831,2026/09/04 18:17:45.501,330.42,23,73834,1245,1512,70,P0,0x0000000000000004
3477965399523,1788545865635627504,2026/09/04 18:17:45.627,297.33,23,73834,1245,1512,70,P0,0x0000000000000004
3478092153516,1788545865761771454,2026/09/04 18:17:45.754,297.68,100,73834,1245,1512,70,P0,0x0000000000000004
3478218247293,1788545865887816290,2026/09/04 18:17:45.880,297.47,100,73834,1245,1512,70,P0,0x0000000000000004
3478344170624,1788545866013641921,2026/09/04 18:17:46.006,302.70,100,73834,1245,1512,70,P0,0x0000000000000004
3478469901705,1788545866139235040,2026/09/04 18:17:46.132,311.15,100,73834,1245,1512,70,P0,0x0000000000000004
3478595876986,1788545866265597212,2026/09/04 18:17:46.258,295.10,100,73834,1245,1512,70,P0,0x0000000000000004
3478724339817,1788545866396152676,2026/09/04 18:17:46.384,307.06,100,73834,1245,1512,71,P0,0x0000000000000004
3478852585748,1788545866522093563,2026/09/04 18:17:46.514,305.13,100,73834,1260,1512,71,P0,0x0000000000000004
3478978491324,1788545866647962044,2026/09/04 18:17:46.640,290.64,100,73834,1260,1512,71,P0,0x0000000000000004
3479104346060,1788545866773826829,2026/09/04 18:17:46.766,309.75,100,73834,1260,1512,71,P0,0x0000000000000004
3479232291180,1788545866903832879,2026/09/04 18:17:46.893,279.12,100,73834,1275,1512,70,P0,0x0000000000000004
3479361268197,1788545867031777859,2026/09/04 18:17:47.023,305.13,100,73834,1275,1512,69,P0,0x0000000000000004
3479488773480,1788545867158872968,2026/09/04 18:17:47.150,299.27,100,73834,1275,1512,69,P0,0x0000000000000004
3479616017157,1788545867286235627,2026/09/04 18:17:47.277,301.31,100,73834,1275,1512,69,P0,0x0000000000000004
3479743515498,1788545867413886623,2026/09/04 18:17:47.405,302.31,100,73834,1275,1512,69,P0,0x0000000000000004
3479871226762,1788545867541641674,2026/09/04 18:17:47.533,297.25,100,73834,1275,1512,69,P0,0x0000000000000004
