monotonic_ns,wall_ns,gpu_timestamp,power_w,utilization_pct,memory_mib,sm_clock_mhz,memory_clock_mhz,temperature_c,pstate,active_clock_event_reasons
3518604540590,1788545906273499965,2026/09/04 18:18:26.267,121.20,0,73834,1410,1512,66,P0,0x0000000000000000
3518729363646,1788545906398281973,2026/09/04 18:18:26.392,121.24,0,73834,1410,1512,66,P0,0x0000000000000000
3518880311932,1788545906575430700,2026/09/04 18:18:26.569,121.26,0,73834,1410,1512,66,P0,0x0000000000000000
3519030992170,1788545906699629205,2026/09/04 18:18:26.693,121.26,0,73834,1410,1512,65,P0,0x0000000000000000
3519155420405,1788545906824303428,2026/09/04 18:18:26.818,121.04,0,73834,1410,1512,65,P0,0x0000000000000000
3519280267471,1788545906949322716,2026/09/04 18:18:26.943,120.77,0,73834,1410,1512,65,P0,0x0000000000000000
3519405598335,1788545907074962492,2026/09/04 18:18:27.068,120.74,0,73834,1410,1512,65,P0,0x0000000000000000
3519531069420,1788545907200282270,2026/09/04 18:18:27.194,120.74,0,73834,1410,1512,65,P0,0x0000000000000000
3519655945837,1788545907324701608,2026/09/04 18:18:27.318,120.74,0,73834,1410,1512,65,P0,0x0000000000000000
3519780336310,1788545907449042699,2026/09/04 18:18:27.443,120.64,0,73834,1410,1512,65,P0,0x0000000000000000
3519904985256,1788545907574014698,2026/09/04 18:18:27.567,120.55,0,73834,1410,1512,65,P0,0x0000000000000000
3520029839610,1788545907698741560,2026/09/04 18:18:27.692,120.51,0,73834,1410,1512,65,P0,0x0000000000000000
3520154656575,1788545907823643809,2026/09/04 18:18:27.817,120.45,0,73834,1410,1512,65,P0,0x0000000000000000
3520295712369,1788545907980882281,2026/09/04 18:18:27.974,120.55,0,73834,1410,1512,65,P0,0x0000000000000000
3520438085998,1788545908108287293,2026/09/04 18:18:28.099,120.35,0,73834,1410,1512,65,P0,0x0000000000000000
3520563824939,1788545908232431848,2026/09/04 18:18:28.226,120.35,0,73834,1410,1512,65,P0,0x0000000000000000
3520688082817,1788545908356816655,2026/09/04 18:18:28.350,120.25,0,73834,1410,1512,65,P0,0x0000000000000000
3520812497896,1788545908481252478,2026/09/04 18:18:28.475,120.25,0,73834,1410,1512,65,P0,0x0000000000000000
3520937931988,1788545908607671915,2026/09/04 18:18:28.599,119.95,0,73834,1410,1512,65,P0,0x0000000000000000
3521063517698,1788545908732446250,2026/09/04 18:18:28.725,119.95,0,73834,1410,1512,65,P0,0x0000000000000000
3521188745265,1788545908858108673,2026/09/04 18:18:28.851,119.98,0,73834,1410,1512,64,P0,0x0000000000000000
3521313769241,1788545908982520682,2026/09/04 18:18:28.976,119.85,0,73834,1410,1512,64,P0,0x0000000000000000
3521439329684,1788545909109217697,2026/09/04 18:18:29.101,119.85,0,73834,1410,1512,64,P0,0x0000000000000000
3521564728134,1788545909233309648,2026/09/04 18:18:29.227,119.82,0,73834,1410,1512,64,P0,0x0000000000000000
3521689081488,1788545909357933903,2026/09/04 18:18:29.351,119.85,0,73834,1410,1512,64,P0,0x0000000000000000
3521813454024,1788545909482067271,2026/09/04 18:18:29.476,119.75,0,73834,1410,1512,64,P0,0x0000000000000000
3521938542771,1788545909608100036,2026/09/04 18:18:29.600,119.65,0,73834,1410,1512,64,P0,0x0000000000000000
3522064154314,1788545909733310125,2026/09/04 18:18:29.726,119.55,0,73834,1410,1512,64,P0,0x0000000000000000
3522189326146,1788545909858414216,2026/09/04 18:18:29.851,119.55,0,73834,1410,1512,64,P0,0x0000000000000000
