monotonic_ns,wall_ns,gpu_timestamp,power_w,utilization_pct,memory_mib,sm_clock_mhz,memory_clock_mhz,temperature_c,pstate,active_clock_event_reasons
1955928018853,1788544343601291942,2026/09/04 17:52:23.589,118.74,0,73834,1410,1512,63,P0,0x0000000000000000
1956058235781,1788544343728251984,2026/09/04 17:52:23.720,293.06,0,73834,1260,1512,67,P0,0x0000000000000004
1956185369434,1788544343855554978,2026/09/04 17:52:23.847,301.91,99,73834,1260,1512,67,P0,0x0000000000000004
1956311851982,1788544343981227189,2026/09/04 17:52:23.974,309.27,99,73834,1260,1512,67,P0,0x0000000000000004
1956439841070,1788544344111523758,2026/09/04 17:52:24.103,309.75,100,73834,1275,1512,67,P0,0x0000000000000004
1956568263881,1788544344238074043,2026/09/04 17:52:24.230,302.11,100,73834,1275,1512,67,P0,0x0000000000000004
1956695110205,1788544344365230122,2026/09/04 17:52:24.357,280.43,100,73834,1275,1512,67,P0,0x0000000000000004
1956821970466,1788544344491783272,2026/09/04 17:52:24.484,283.15,100,73834,1275,1512,68,P0,0x0000000000000004
1956948795050,1788544344618880983,2026/09/04 17:52:24.610,302.60,100,73834,1290,1512,67,P0,0x0000000000000004
1957075842734,1788544344745881937,2026/09/04 17:52:24.738,278.96,100,73834,1290,1512,67,P0,0x0000000000000004
1957202690218,1788544344872586099,2026/09/04 17:52:24.865,303.38,100,73834,1290,1512,68,P0,0x0000000000000004
1957335619308,1788544345011678012,2026/09/04 17:52:24.991,325.84,100,73834,1275,1512,67,P0,0x0000000000000004
1957468728045,1788544345138869757,2026/09/04 17:52:25.131,285.20,100,73834,1275,1512,68,P0,0x0000000000000004
1957595782605,1788544345265765931,2026/09/04 17:52:25.258,285.59,100,73834,1275,1512,68,P0,0x0000000000000004
1957722879804,1788544345393064266,2026/09/04 17:52:25.385,285.78,100,73834,1275,1512,68,P0,0x0000000000000004
1957849917917,1788544345519828582,2026/09/04 17:52:25.512,307.34,100,73834,1260,1512,68,P0,0x0000000000000004
1957976962728,1788544345647053850,2026/09/04 17:52:25.639,306.20,100,73834,1260,1512,68,P0,0x0000000000000004
1958103844353,1788544345773626407,2026/09/04 17:52:25.766,300.95,100,73834,1260,1512,68,P0,0x0000000000000004
1958232753980,1788544345904822119,2026/09/04 17:52:25.892,281.49,100,73834,1305,1512,68,P0,0x0000000000000004
1958361750487,1788544346031734953,2026/09/04 17:52:26.024,304.93,100,73834,1305,1512,68,P0,0x0000000000000004
1958488782849,1788544346158899481,2026/09/04 17:52:26.151,311.24,100,73834,1305,1512,68,P0,0x0000000000000004
1958616138858,1788544346286457539,2026/09/04 17:52:26.279,279.53,100,73834,1305,1512,67,P0,0x0000000000000004
1958744508494,1788544346415621151,2026/09/04 17:52:26.407,326.64,100,73834,1260,1512,68,P0,0x0000000000000004
1958872953691,1788544346543357912,2026/09/04 17:52:26.535,281.11,100,73834,1260,1512,67,P0,0x0000000000000004
1959000182712,1788544346670077709,2026/09/04 17:52:26.662,270.27,100,73834,1260,1512,66,P0,0x0000000000000004
1959130092684,1788544346803194182,2026/09/04 17:52:26.789,291.44,100,73834,1260,1512,66,P0,0x0000000000000004
1959260018530,1788544346929929849,2026/09/04 17:52:26.922,304.15,100,73834,1395,1512,66,P0,0x0000000000000004
1959386178539,1788544347055514992,2026/09/04 17:52:27.048,297.07,100,73834,1395,1512,65,P0,0x0000000000000004
1959512204326,1788544347182015148,2026/09/04 17:52:27.174,354.31,100,73834,1395,1512,67,P0,0x0000000000000004
1959641115912,1788544347313290613,2026/09/04 17:52:27.305,310.08,100,73834,1260,1512,68,P0,0x0000000000000004
1959769816015,1788544347439412851,2026/09/04 17:52:27.432,310.08,92,73834,1260,1512,67,P0,0x0000000000000004
1959896192315,1788544347566044283,2026/09/04 17:52:27.558,309.56,92,73834,1260,1512,67,P0,0x0000000000000004
1960022179530,1788544347691402871,2026/09/04 17:52:27.684,307.44,100,73834,1260,1512,67,P0,0x0000000000000004
1960147895837,1788544347817458424,2026/09/04 17:52:27.810,302.39,100,73834,1275,1512,68,P0,0x0000000000000004
1960274397882,1788544347944414414,2026/09/04 17:52:27.937,318.00,100,73834,1275,1512,68,P0,0x0000000000000004
1960400886612,1788544348070430233,2026/09/04 17:52:28.063,283.34,100,73834,1275,1512,68,P0,0x0000000000000004
1960528797317,1788544348200249549,2026/09/04 17:52:28.189,288.49,100,73834,1275,1512,68,P0,0x0000000000000004
1960656937161,1788544348326695905,2026/09/04 17:52:28.319,291.71,100,73834,1275,1512,68,P0,0x0000000000000004
1960783526720,1788544348453424479,2026/09/04 17:52:28.445,277.59,100,73834,1275,1512,68,P0,0x0000000000000004
1960909743786,1788544348579126150,2026/09/04 17:52:28.571,313.64,100,73834,1275,1512,68,P0,0x0000000000000004
1961037323660,1788544348708595981,2026/09/04 17:52:28.697,303.44,100,73834,1260,1512,68,P0,0x0000000000000004
1961164962816,1788544348834366079,2026/09/04 17:52:28.827,290.74,100,73834,1260,1512,68,P0,0x0000000000000004
1961290916779,1788544348960543511,2026/09/04 17:52:28.953,311.74,100,73834,1260,1512,68,P0,0x0000000000000004
1961417595713,1788544349087718226,2026/09/04 17:52:29.079,308.20,100,73834,1260,1512,68,P0,0x0000000000000004
1961547374323,1788544349220109437,2026/09/04 17:52:29.212,317.71,100,73834,1275,1512,68,P0,0x0000000000000004
1961676708986,1788544349346386319,2026/09/04 17:52:29.338,301.62,100,73834,1275,1512,68,P0,0x0000000000000004
