scenario_id,policy,pack,destination_load,selected_sessions,request_failures,predicted_makespan_s,observed_makespan_s,timing_ratio,recorded_requested_shed_w,recalibrated_requested_shed_w,recalibrated_planned_shed_w,recalibrated_realized_shed_w,recalibrated_eventual_shed_w,recalibrated_planned_fraction,recalibrated_realized_fraction,recalibrated_eventual_fraction,recorded_target_met,recalibrated_target_met,recalibrated_eventual_target_met
56f53c1567a02a8e,greedy,8x16k,0.95/0.5,4,0,8.13707270606544,10.119190254,1.243590984071836,58.12231313282785,40.7292364772494,15.692955176554392,15.692955176554392,15.692955176554392,0.30823961426962054,0.30823961426962054,0.30823961426962054,False,False,False
1165b88645d876f6,queue_haul_deadline_blind,16x24k,0.9/0.9,6,0,13.443882443130883,37.907345022,2.8196724556579755,58.122313132827834,40.7292364772494,4.882077283774777,2.523001582291613,4.882077283774777,0.0958933229500006,0.049556570179279745,0.0958933229500006,False,False,False
a8ed6ab7f65edd27,queue_haul,8x16k,0.5/0.5,7,0,16.273971969130884,10.028512965,0.616230197767483,58.12231313282785,40.7292364772494,23.18322059337656,23.18322059337656,23.18322059337656,0.45536273396779786,0.45536273396779786,0.45536273396779786,False,False,False
4d7094f4be03f6a2,kv_only,8x16k,0.5/0.5,7,0,16.273971969130884,10.209876809,0.6273746094909406,58.12231313282785,40.7292364772494,23.18322059337656,23.18322059337656,23.18322059337656,0.45536273396779786,0.45536273396779786,0.45536273396779786,False,False,False
c8ad3dcc6be6273b,greedy,16x8k,0/0,12,0,23.545888846980958,28.892425338,1.227068790045043,58.122313132827834,40.7292364772494,46.594390499785916,46.594390499785916,46.594390499785916,0.9152028278421115,0.9152028278421115,0.9152028278421115,True,True,True
0425175b0afea7e8,isolated_fastest,16x8k,0.95/0.95,4,0,8.254862477710295,4.117082598,0.4987463581757914,58.122313132827834,40.7292364772494,2.3368060636446444,2.3368060636446444,2.3368060636446444,0.04589933454706309,0.04589933454706309,0.04589933454706309,False,False,False
2d1c5ec97dd52667,greedy,8x16k,0.9/0.5,4,1,8.13707270606544,5.717337291,0.7026282666416696,58.12231313282785,40.7292364772494,16.019826744513722,14.273846903870407,14.273846903870407,0.3146599962110677,0.28036561720165837,0.28036561720165837,False,False,False
cf2212ae66599cc3,queue_haul_power_blind,4x16k,0.5/0.5,3,0,5.424772951710295,9.683119667,1.7849815564994576,58.122313132827855,40.27718026360748,21.911411990270864,21.911411990270864,21.911411990270864,0.43521243238705987,0.43521243238705987,0.43521243238705987,False,False,False
565fb0641f8dee2c,greedy_lagrangian,16x24k,0.5/0.5,1,0,6.541529351523887,20.309760654,3.1047419590449024,58.122313132827834,40.7292364772494,9.22545633167374,9.22545633167374,9.22545633167374,0.18120558359746144,0.18120558359746144,0.18120558359746144,False,False,False
d8e8d28b104030f6,kv_only,16x16k,0/0,9,0,22.696244437232114,27.926994973,1.230467668350764,58.122313132827834,40.7292364772494,40.00562335729471,40.00562335729471,40.00562335729471,0.7857868561742593,0.7857868561742593,0.7857868561742593,False,False,False
b7758baad1d5a5a1,kv_only,8x16k,0.5/0.9,4,0,11.348208940116054,14.970820043,1.3192231586499938,58.12231313282785,40.7292364772494,16.019826744513722,16.019826744513722,16.019826744513722,0.3146599962110677,0.3146599962110677,0.3146599962110677,False,False,False
83e6b2871b53acfc,greedy,16x16k,0/0,12,0,23.41328792974786,53.637176159,2.2908861121914894,58.122313132827834,40.7292364772494,46.594390499785916,0.0,46.594390499785916,0.9152028278421115,0.0,0.9152028278421115,False,False,True
92dceffce657193a,kv_only,16x31k,0/0,8,0,23.449413640064048,27.358681115,1.166710670677788,58.122313132827834,40.7292364772494,26.381135622177027,26.381135622177027,26.381135622177027,0.5181758933666835,0.5181758933666835,0.5181758933666835,False,False,False
b5982e8ddad90d56,queue_haul,8x16k,0.5/0.95,4,0,11.707165715129657,27.235846675,2.3264253140110576,58.12231313282785,40.7292364772494,15.055145511017031,15.055145511017031,15.055145511017031,0.2957118141790172,0.2957118141790172,0.2957118141790172,False,False,False
abd48964645fbd19,replay_only,4x16k,0.5/0.5,3,0,7.804834957753105,18.101970389,2.3193277611870586,58.122313132827855,40.27718026360748,21.911411990270864,21.911411990270864,21.911411990270864,0.43521243238705987,0.43521243238705987,0.43521243238705987,False,False,False
6332443d502db05d,greedy_lagrangian,4x16k,0.9/0.9,1,0,3.902355149581427,9.208396145,2.3597022290469147,58.122313132827855,40.27718026360748,2.7424159929289544,2.7424159929289544,2.7424159929289544,0.05447086364994363,0.05447086364994363,0.05447086364994363,False,False,False
85ce6cb5762f3053,queue_haul_power_blind,4x16k,0.95/0.95,0,0,0,2.18e-06,,58.122313132827855,40.27718026360748,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
7f42d82394342942,isolated_fastest,8x16k,0.9/0.5,3,0,8.13707270606544,5.588310772,0.6867716405967993,58.12231313282785,40.7292364772494,14.273846903870407,14.273846903870407,14.273846903870407,0.28036561720165837,0.28036561720165837,0.28036561720165837,False,False,False
ed2c556866c6ba81,isolated_fastest,16x24k,0.5/0.5,3,0,10.082955193098163,7.985059953,0.7919364710125675,58.122313132827834,40.7292364772494,12.16210884197784,12.16210884197784,12.16210884197784,0.238887048104059,0.238887048104059,0.238887048104059,False,False,False
d645ba34b0af37bc,greedy_lagrangian,16x31k,0.95/0.95,4,0,18.902686681158777,59.783588995,3.1627032708841964,58.122313132827834,40.7292364772494,2.0099344956853145,1.004967247842643,2.0099344956853145,0.0394789526056159,0.019739476302807674,0.0394789526056159,False,False,False
e3142edf506e1610,replay_only,16x31k,0.9/0.9,2,0,9.451430062079387,30.387678093,3.215140766360861,58.122313132827834,40.7292364772494,4.1273251799649415,0.0,4.1273251799649415,0.08106855000378686,0.0,0.08106855000378686,False,False,False
94bde8c34e27bcc7,queue_haul_power_blind,8x16k,0.95/0.95,2,0,3.902504200376552,9.554226606,2.4482296790553395,58.12231313282785,40.7292364772494,2.0099344956853145,2.0099344956853145,2.0099344956853145,0.0394789526056159,0.0394789526056159,0.0394789526056159,False,False,False
919efb8b9fdc3fc0,queue_haul,8x16k,0.85/0.85,5,0,8.13707270606544,18.96265388,2.3304024143553597,58.12231313282785,40.7292364772494,7.756664238723204,7.756664238723204,7.756664238723204,0.15235570140001878,0.15235570140001878,0.15235570140001878,False,False,False
8edafd977460138c,kv_only,4x16k,0.95/0.95,0,0,0,1.9e-06,,58.122313132827855,40.27718026360748,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
3a55cf6789538c21,queue_haul,16x24k,0/0,12,0,23.52669412773481,56.510292573,2.4019648602640675,58.122313132827834,40.7292364772494,46.594390499785916,0.0,46.594390499785916,0.9152028278421115,0.0,0.9152028278421115,False,False,True
b720c635d9ff1877,queue_haul,16x8k,0.9/0.9,9,0,12.382206995065443,8.883308248,0.7174252741486373,58.122313132827834,40.7292364772494,8.401218556021718,8.401218556021718,8.401218556021718,0.1650159793339506,0.1650159793339506,0.1650159793339506,False,False,False
1888f2557e46f079,kv_only,8x16k,0.85/0.5,5,0,11.348208940116054,14.991312456,1.321028942550179,58.12231313282785,40.7292364772494,17.636787140727648,17.636787140727648,17.636787140727648,0.3464201868960491,0.3464201868960491,0.3464201868960491,False,False,False
e88c38f920441677,queue_haul_deadline_blind,16x16k,0.9/0.9,6,0,10.849372460420588,17.991828784,1.6583289816655926,58.122313132827834,40.7292364772494,4.720595569825292,4.720595569825292,4.720595569825292,0.0927215136470752,0.0927215136470752,0.0927215136470752,False,False,False
974131c70368802d,queue_haul,16x31k,0/0,12,0,23.44945199364955,64.386241573,2.7457461091387865,58.122313132827834,40.7292364772494,20.236455830040242,0.0,20.236455830040242,0.3974826454965627,0.0,0.3974826454965627,False,False,False
cd4179d3b940cba9,queue_haul_power_blind,8x16k,0.5/0.9,6,0,15.609496472506207,35.467968883,2.272204548396005,58.12231313282785,40.7292364772494,11.883989418688145,2.0099344956853145,11.883989418688145,0.23342425140380565,0.0394789526056159,0.23342425140380565,False,False,False
b4786a2a94cbf143,isolated_fastest,8x16k,0.9/0.9,2,0,5.424772951710295,4.595313317,0.8470978155041884,58.12231313282785,40.7292364772494,2.3368060636446444,2.3368060636446444,2.3368060636446444,0.04589933454706309,0.04589933454706309,0.04589933454706309,False,False,False
a7b405b3cbabc499,queue_haul_deadline_blind,16x16k,0/0,12,0,27.12317098655147,17.76787795,0.6550811466258822,58.122313132827834,40.7292364772494,46.594390499785916,46.594390499785916,46.594390499785916,0.9152028278421115,0.9152028278421115,0.9152028278421115,True,True,True
5e6d48db136a0152,greedy,4x16k,0.5/0.5,3,0,7.804834957753105,18.56066761,2.3780986671040814,58.122313132827855,40.27718026360748,21.911411990270864,21.911411990270864,21.911411990270864,0.43521243238705987,0.43521243238705987,0.43521243238705987,False,False,False
0a75f6ceb7a4960f,replay_only,16x16k,0.95/0.95,4,0,7.804834957753105,18.146597651,2.3250456606995487,58.122313132827834,40.7292364772494,2.3368060636446444,2.3368060636446444,2.3368060636446444,0.04589933454706309,0.04589933454706309,0.04589933454706309,False,False,False
64758500a1f1bdab,isolated_fastest,4x16k,0/0,3,0,8.13707270606544,4.798351127,0.5896900888477093,58.122313132827855,40.27718026360748,21.911411990270864,21.911411990270864,21.911411990270864,0.43521243238705987,0.43521243238705987,0.43521243238705987,False,False,False
3974f4cbbd6da661,greedy,16x31k,0.85/0.85,5,0,18.903019738357123,61.073263509,3.2308733924174553,58.122313132827834,40.7292364772494,5.841846564149591,2.3590757014831354,5.841846564149591,0.11474502484057592,0.046336752770720295,0.11474502484057592,False,False,False
57a5b4d5ed6b7c30,queue_haul,4x16k,0.85/0.85,1,0,2.7124731973551475,2.690387595,0.9918577619949636,58.122313132827855,40.27718026360748,2.7424159929289544,2.7424159929289544,2.7424159929289544,0.05447086364994363,0.05447086364994363,0.05447086364994363,False,False,False
8694705a77eb88b3,isolated_fastest,4x16k,0.95/0.95,0,0,0,1.02e-06,,58.122313132827855,40.27718026360748,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False
a2606ac8e187b041,replay_only,16x8k,0.95/0.95,6,0,8.56225177172035,11.721545081,1.3689792584369285,58.122313132827834,40.7292364772494,4.337181014841946,4.337181014841946,4.337181014841946,0.08519051943956013,0.08519051943956013,0.08519051943956013,False,False,False
6d9326a75cef1d75,isolated_fastest,16x31k,0.5/0.5,6,0,23.449413640064048,16.181086367,0.6900422592808083,58.122313132827834,40.7292364772494,7.930222958829546,7.930222958829546,7.930222958829546,0.15576472617176063,0.15576472617176063,0.15576472617176063,False,False,False
fcd2d5db333ebdc8,greedy_lagrangian,8x16k,0.5/0.9,2,0,5.6743644896124525,10.082647324,1.7768769247124314,58.12231313282785,40.7292364772494,13.683020680869049,13.683020680869049,13.683020680869049,0.2687606616640041,0.2687606616640041,0.2687606616640041,False,False,False
3d6cfb0fbd784cb3,greedy,8x16k,0.95/0.95,2,0,3.902504200376552,9.439814583,2.418912087804839,58.12231313282785,40.7292364772494,2.0099344956853145,2.0099344956853145,2.0099344956853145,0.0394789526056159,0.0394789526056159,0.0394789526056159,False,False,False
009a499c2eee2f92,greedy,16x16k,0.85/0.85,9,0,19.511081975907135,44.272804185,2.2691106643736814,58.122313132827834,40.7292364772494,8.401218556021718,0.0,8.401218556021718,0.1650159793339506,0.0,0.1650159793339506,False,False,False
ec884555b137a9ab,kv_only,32x31k,0/0,8,0,23.449413640064048,33.07275901,1.4103874628870963,58.122313132827834,40.7292364772494,23.017105888352802,18.40437772251593,23.017105888352802,0.4520999238708485,0.3614971320721178,0.4520999238708485,False,False,False
c8197de6598300f0,kv_only,8x16k,0.9/0.9,3,0,5.674191191558028,10.492604982,1.849180725106819,58.12231313282785,40.7292364772494,4.720595569825292,4.720595569825292,4.720595569825292,0.0927215136470752,0.0927215136470752,0.0927215136470752,False,False,False
bb0008cce8cad471,queue_haul,16x31k,0.5/0.5,12,0,23.44945199364955,64.63735043,2.7564546262106564,58.122313132827834,40.7292364772494,11.883989418688145,0.0,11.883989418688145,0.23342425140380565,0.0,0.23342425140380565,False,False,False
88663828725de5d9,greedy,8x16k,0.5/0.95,4,0,11.707165715129657,26.869013266,2.295091221889518,58.12231313282785,40.7292364772494,15.692955176554392,15.692955176554392,15.692955176554392,0.30823961426962054,0.30823961426962054,0.30823961426962054,False,False,False
95267a00fe43a592,replay_only,8x16k,0.9/0.9,3,0,7.804834957753105,18.167785214,2.3277603321967275,58.12231313282785,40.7292364772494,4.720595569825292,4.720595569825292,4.720595569825292,0.0927215136470752,0.0927215136470752,0.0927215136470752,False,False,False
6e3b5a2ea0350efc,queue_haul,16x16k,0/0,12,0,24.410871232196325,17.64635801,0.7228893160816653,58.122313132827834,40.7292364772494,46.594390499785916,46.594390499785916,46.594390499785916,0.9152028278421115,0.9152028278421115,0.9152028278421115,True,True,True
073327e8d946f15c,kv_only,16x16k,0.85/0.85,9,0,17.022226688674085,36.931446175,2.1696013600601805,58.122313132827834,40.7292364772494,8.401218556021718,6.337555966039247,8.401218556021718,0.1650159793339506,0.12448170433205717,0.1650159793339506,False,False,False
a3dc748a869c71d7,greedy_lagrangian,8x16k,0.9/0.9,1,0,3.902504200376552,9.670044016,2.477907394710027,58.12231313282785,40.7292364772494,2.3837895061806478,2.3837895061806478,2.3837895061806478,0.04682217910001212,0.04682217910001212,0.04682217910001212,False,False,False
aac787fa449f15dc,isolated_fastest,8x16k,0.5/0.5,3,0,8.13707270606544,5.403771909,0.6640928629004363,58.12231313282785,40.7292364772494,14.273846903870407,14.273846903870407,14.273846903870407,0.28036561720165837,0.28036561720165837,0.28036561720165837,False,False,False
2f995408ae2f143d,isolated_fastest,16x16k,0/0,5,0,13.561672214775735,6.935525045,0.5114063321367992,58.122313132827834,40.7292364772494,30.045556949536575,30.045556949536575,30.045556949536575,0.5901521275277423,0.5901521275277423,0.5901521275277423,False,False,False
b30a935c1d320f27,queue_haul,8x16k,0.9/0.9,3,0,5.424772951710295,9.5278711,1.7563631113807447,58.12231313282785,40.7292364772494,4.720595569825292,4.720595569825292,4.720595569825292,0.0927215136470752,0.0927215136470752,0.0927215136470752,False,False,False
9729c10cfcef0960,replay_only,16x24k,0.9/0.9,4,0,13.082885260047773,38.342187476,2.930713425507791,58.122313132827834,40.7292364772494,5.546433452648898,0.0,5.546433452648898,0.1089425470717485,0.0,0.1089425470717485,False,False,False
47d016c3cfe2e7a3,greedy,8x16k,0.85/0.85,5,0,8.13707270606544,17.98419747,2.21015568124326,58.12231313282785,40.7292364772494,7.756664238723204,7.756664238723204,7.756664238723204,0.15235570140001878,0.15235570140001878,0.15235570140001878,False,False,False
d18552aebaa9931f,queue_haul_power_blind,4x16k,0.85/0.85,1,0,2.7124731973551475,2.878079961,1.0610537880360738,58.122313132827855,40.27718026360748,2.7424159929289544,2.7424159929289544,2.7424159929289544,0.05447086364994363,0.05447086364994363,0.05447086364994363,False,False,False
b42371d0683ef0f0,queue_haul_power_blind,16x16k,0.5/0.5,13,0,24.4109154357928,30.828792059,1.2629101165864887,58.122313132827834,40.7292364772494,17.53360500603236,5.6496155873441865,17.53360500603236,0.34439349268580194,0.1109692412819957,0.34439349268580194,False,False,False
a1d7519d4e630654,replay_only,16x8k,0.9/0.9,9,0,10.702771353900436,14.300014738,1.3361039178687688,58.122313132827834,40.7292364772494,8.401218556021718,8.401218556021718,8.401218556021718,0.1650159793339506,0.1650159793339506,0.1650159793339506,False,False,False
563f8271c7c66625,queue_haul_deadline_blind,16x24k,0.5/0.5,13,0,0,37.770128387,,58.122313132827834,40.7292364772494,21.109445750361886,11.010999498366516,21.109445750361886,0.4146298350012671,0.21627706189910154,0.4146298350012671,False,False,False
5754d926ba679f3f,replay_only,8x16k,0.5/0.5,7,0,15.608900269325707,35.034127262,2.2444968356193775,58.12231313282785,40.7292364772494,23.18322059337656,14.273846903870407,23.18322059337656,0.45536273396779786,0.28036561720165837,0.45536273396779786,False,False,False
eb26f6424ec96c23,greedy,16x31k,0/0,10,0,19.201356496635366,63.624921111,3.3135638683729938,58.122313132827834,40.7292364772494,28.127115462820313,0.0,28.127115462820313,0.5524702723760923,0.0,0.5524702723760923,False,False,False
785d630b42cc2a49,queue_haul_deadline_blind,16x8k,0.5/0.5,12,0,20.63689602977574,7.20924778,0.3493377962266325,58.122313132827834,40.7292364772494,46.594390499785916,46.594390499785916,46.594390499785916,0.9152028278421115,0.9152028278421115,0.9152028278421115,True,True,True
aa91734d8ebd5d0e,replay_only,4x16k,0/0,4,0,11.707165715129657,26.655527425,2.2768557372133165,58.122313132827855,40.27718026360748,50.346475329509346,50.346475329509346,50.346475329509346,1.0,1.0,1.0,True,True,True
f3792f522f614ae4,queue_haul_deadline_blind,8x16k,0.5/0.5,7,0,16.273971969130884,9.542166947,0.5863452981914902,58.12231313282785,40.7292364772494,23.18322059337656,23.18322059337656,23.18322059337656,0.45536273396779786,0.45536273396779786,0.45536273396779786,False,False,False
de731ee4d06f41e8,queue_haul_power_blind,8x16k,0.9/0.5,6,0,13.561672214775735,9.671877247,0.7131773349058149,58.12231313282785,40.7292364772494,11.883989418688145,11.883989418688145,11.883989418688145,0.23342425140380565,0.23342425140380565,0.23342425140380565,False,False,False
a26c43d352f38a12,replay_only,4x16k,0.9/0.9,1,0,3.902355149581427,9.632725442,2.4684389484727505,58.122313132827855,40.27718026360748,2.7424159929289544,2.7424159929289544,2.7424159929289544,0.05447086364994363,0.05447086364994363,0.05447086364994363,False,False,False
0a85ce152bec0be4,greedy_lagrangian,16x24k,0.95/0.95,1,0,6.541529351523887,19.904562831,3.0427995903378644,58.122313132827834,40.7292364772494,0.8729899203216291,0.8729899203216291,0.8729899203216291,0.017147189504704126,0.017147189504704126,0.017147189504704126,False,False,False
