scenario_id,policy,pack,destination_load,selected_sessions,request_failures,predicted_makespan_s,observed_makespan_s,timing_ratio,recorded_requested_shed_w,recalibrated_requested_shed_w,recalibrated_planned_shed_w,recalibrated_realized_shed_w,recalibrated_eventual_shed_w,recalibrated_planned_fraction,recalibrated_realized_fraction,recalibrated_eventual_fraction,recorded_target_met,recalibrated_target_met,recalibrated_eventual_target_met
d341bf20f7b4fe5c,replay_only,16x24k,0.85/0.85,5,0,19.6235704399936,58.590424648,2.985716836146721,58.122313132827834,40.7292364772494,7.220668822487568,0.0,7.220668822487568,0.14182772763777982,0.0,0.14182772763777982,False,False,False
e9202d25c1a6a7c5,replay_only,16x31k,0/0,4,0,18.902686681158777,59.238494638,3.1338663988461426,58.122313132827834,40.7292364772494,22.578237843312408,0.0,22.578237843312408,0.4434797171987095,0.0,0.4434797171987095,False,False,False
466b8179bb003070,greedy,4x16k,0.9/0.9,1,0,2.7124731973551475,3.582116969,1.3206091667533586,58.122313132827855,40.27718026360748,2.7424159929289544,2.7424159929289544,2.7424159929289544,0.05447086364994363,0.05447086364994363,0.05447086364994363,False,False,False
1ac0b7cc93b3bbbf,queue_haul_power_blind,16x24k,0/0,13,0,23.52673049862376,60.348881987,2.5651197896167606,58.122313132827834,40.7292364772494,28.28135174508536,0.0,28.28135174508536,0.5554997675614725,0.0,0.5554997675614725,False,False,False
ae101d9ba946349c,greedy,8x16k,0.5/0.9,4,0,11.707165715129657,27.289020344,2.3309672902924117,58.12231313282785,40.7292364772494,16.019826744513722,16.019826744513722,16.019826744513722,0.3146599962110677,0.3146599962110677,0.3146599962110677,False,False,False
e794a3c77e0dc49e,queue_haul_power_blind,16x16k,0.95/0.95,5,0,8.13707270606544,17.967559634,2.2081109857365333,58.122313132827834,40.7292364772494,2.818414693792306,2.818414693792306,2.818414693792306,0.055359047948107164,0.055359047948107164,0.055359047948107164,False,False,False
e73e80b2c5565a2e,kv_only,16x31k,0.5/0.5,8,0,23.449413640064048,27.370232909,1.1672032968123822,58.122313132827834,40.7292364772494,9.676202799472833,9.676202799472833,9.676202799472833,0.19005910518116942,0.19005910518116942,0.19005910518116942,False,False,False
a9a138bac65bbeda,greedy_lagrangian,16x16k,0/0,9,0,19.511081975907135,43.312885734,2.21991203704049,58.122313132827834,40.7292364772494,41.246205410756474,0.0,41.246205410756474,0.8101542572995856,0.0,0.8101542572995856,False,False,True
e1a3353ce27dbe87,kv_only,8x16k,0.95/0.95,2,0,5.674191191558028,8.539709625,1.5050091434538275,58.12231313282785,40.7292364772494,2.0099344956853145,2.0099344956853145,2.0099344956853145,0.0394789526056159,0.0394789526056159,0.0394789526056159,False,False,False
b74957da9be468c8,queue_haul_deadline_blind,16x31k,0/0,13,0,0,29.842466807,,58.122313132827834,40.7292364772494,21.109445750361886,21.109445750361886,21.109445750361886,0.4146298350012671,0.4146298350012671,0.4146298350012671,False,False,False
43544237e1cdc97f,replay_only,16x31k,0.5/0.5,4,0,18.902686681158777,60.340030535,3.1921404376418,58.122313132827834,40.7292364772494,6.511114686145589,0.0,6.511114686145589,0.12789072910379898,0.0,0.12789072910379898,False,False,False
0b8dee76ccc0b8e0,replay_only,8x16k,0.85/0.5,5,0,11.70671856274428,26.655774413,2.2769638024638197,58.12231313282785,40.7292364772494,17.636787140727648,17.636787140727648,17.636787140727648,0.3464201868960491,0.3464201868960491,0.3464201868960491,False,False,False
17418df5dbbb4c87,isolated_fastest,16x31k,0/0,6,0,23.449413640064048,15.735134457,0.6710246447320983,58.122313132827834,40.7292364772494,15.963784537412977,15.963784537412977,15.963784537412977,0.3135592202192163,0.3135592202192163,0.3135592202192163,False,False,False
82f199e046d35f2f,greedy_lagrangian,16x31k,0/0,1,0,9.451430062079387,29.969296735,3.1708743055975726,58.122313132827834,40.7292364772494,9.22545633167374,9.22545633167374,9.22545633167374,0.18120558359746144,0.18120558359746144,0.18120558359746144,False,False,False
44b130edc1301d75,queue_haul,16x16k,0.9/0.9,6,0,10.849372460420588,18.642609791,1.7183122672771898,58.122313132827834,40.7292364772494,4.720595569825292,4.720595569825292,4.720595569825292,0.0927215136470752,0.0927215136470752,0.0927215136470752,False,False,False
430c7915f7bc1ee0,queue_haul_power_blind,16x31k,0.95/0.95,3,0,9.451430062079387,30.287394471,3.204530348536118,58.122313132827834,40.7292364772494,1.7145213841846498,1.4191082726839568,1.7145213841846498,0.033676474836789046,0.027873997067961623,0.033676474836789046,False,False,False
a5d3d72a55807fb9,queue_haul_power_blind,16x31k,0.85/0.85,6,0,18.902686681158777,59.530565299,3.1493176765362674,58.122313132827834,40.7292364772494,3.626894891899269,2.0099344956853145,3.626894891899269,0.07123914329059786,0.0394789526056159,0.07123914329059786,False,False,False
b4a514bebccae6b4,isolated_fastest,16x16k,0.85/0.85,4,0,10.849372460420588,6.659202657,0.6137868970111704,58.122313132827834,40.7292364772494,4.1297693468239345,4.1297693468239345,4.1297693468239345,0.08111655810942092,0.08111655810942092,0.08111655810942092,False,False,False
f76b9cf055fa17cc,isolated_fastest,16x8k,0.85/0.85,3,0,6.191190219032722,3.429392405,0.5539148828697739,58.122313132827834,40.7292364772494,6.818018619166537,6.818018619166537,6.818018619166537,0.1339189085555278,0.1339189085555278,0.1339189085555278,False,False,False
ae9f4a5d3d8931d9,isolated_fastest,16x31k,0.85/0.85,3,0,11.724793541532021,8.801990314,0.7507160175419078,58.122313132827834,40.7292364772494,3.4827708626664275,3.4827708626664275,3.4827708626664275,0.06840827206985506,0.06840827206985506,0.06840827206985506,False,False,False
46da44e6e41e0938,queue_haul_power_blind,16x16k,0.9/0.9,8,0,13.561672214775735,26.79007919,1.9754259479012943,58.122313132827834,40.7292364772494,5.372874732542556,5.372874732542556,5.372874732542556,0.10553352230000666,0.10553352230000666,0.10553352230000666,False,False,False
7e6896d9f4a63e69,queue_haul_power_blind,8x16k,0.5/0.95,6,0,19.511827229882762,44.581239856,2.2848316219058624,58.12231313282785,40.7292364772494,11.883989418688145,0.5908262230013577,11.883989418688145,0.23342425140380565,0.01160495553765428,0.23342425140380565,False,False,False
7cbf8f0e2c1bcf45,greedy_lagrangian,16x24k,0.85/0.85,2,0,13.082885260047773,38.305633113,2.9279193657668845,58.122313132827834,40.7292364772494,4.1273251799649415,0.0,4.1273251799649415,0.08106855000378686,0.0,0.08106855000378686,False,False,False
0e36a25ff61a73a6,greedy_lagrangian,4x16k,0/0,3,0,5.424772951710295,9.400611334,1.7329041081869099,58.122313132827855,40.27718026360748,44.45601710474223,44.45601710474223,44.45601710474223,0.8830015768489246,0.8830015768489246,0.8830015768489246,True,True,True
c3f5773437395929,isolated_fastest,4x16k,0.9/0.9,1,0,2.7124731973551475,3.060996044,1.1284889550188686,58.122313132827855,40.27718026360748,2.7424159929289544,2.7424159929289544,2.7424159929289544,0.05447086364994363,0.05447086364994363,0.05447086364994363,False,False,False
b6d60cc1b0d07824,isolated_fastest,8x16k,0.85/0.5,3,0,8.13707270606544,5.427599244,0.6670211069828862,58.12231313282785,40.7292364772494,14.273846903870407,14.273846903870407,14.273846903870407,0.28036561720165837,0.28036561720165837,0.28036561720165837,False,False,False
a34d7b5ce34feea5,isolated_fastest,16x8k,0/0,12,0,24.76424054713089,8.547182454,0.3451421188440302,58.122313132827834,40.7292364772494,46.594390499785916,46.594390499785916,46.594390499785916,0.9152028278421115,0.9152028278421115,0.9152028278421115,True,True,True
6a64d8b382616be3,replay_only,8x16k,0.5/0.5,7,0,15.608900269325707,35.531548986,2.276364662014394,58.12231313282785,40.7292364772494,23.18322059337656,14.273846903870407,23.18322059337656,0.45536273396779786,0.28036561720165837,0.45536273396779786,False,False,False
1fc7aef55720e2f4,kv_only,4x16k,0.85/0.85,1,0,2.7124731973551475,2.822959246,1.0407325863173815,58.122313132827855,40.27718026360748,2.7424159929289544,2.7424159929289544,2.7424159929289544,0.05447086364994363,0.05447086364994363,0.05447086364994363,False,False,False
2e93609a0f32dcf0,queue_haul_deadline_blind,16x24k,0/0,13,0,0,55.512982372,,58.122313132827834,40.7292364772494,47.016426675610475,20.660219011084948,47.016426675610475,0.923492424452847,0.40580616378851814,0.923492424452847,False,False,True
4f355644880cc815,replay_only,8x16k,0.5/0.85,5,0,11.707165715129657,26.792765769,2.2885783306521916,58.12231313282785,40.7292364772494,17.636787140727648,17.636787140727648,17.636787140727648,0.3464201868960491,0.3464201868960491,0.3464201868960491,False,False,False
0e0b2e304100e262,isolated_fastest,16x24k,0/0,6,0,20.16573694319633,12.727219695,0.6311308994484334,58.122313132827834,40.7292364772494,24.643122516724375,24.643122516724375,24.643122516724375,0.4840379962534199,0.4840379962534199,0.4840379962534199,False,False,False
420a99578a65d910,isolated_fastest,16x8k,0.5/0.5,5,0,10.31853473638787,4.404589285,0.42686189439934774,58.122313132827834,40.7292364772494,22.589572179774123,22.589572179774123,22.589572179774123,0.44370234521616414,0.44370234521616414,0.44370234521616414,False,False,False
2bc75dea2566d498,queue_haul,16x16k,0.85/0.85,9,0,16.273971969130884,27.233077087,1.6734130511381478,58.122313132827834,40.7292364772494,8.401218556021718,8.401218556021718,8.401218556021718,0.1650159793339506,0.1650159793339506,0.1650159793339506,False,False,False
a46cbd6c72959d26,queue_haul_deadline_blind,8x16k,0.95/0.95,2,0,3.902504200376552,9.470895555,2.426876453864202,58.12231313282785,40.7292364772494,2.0099344956853145,2.0099344956853145,2.0099344956853145,0.0394789526056159,0.0394789526056159,0.0394789526056159,False,False,False
6c920754c0f3ba7a,queue_haul_deadline_blind,16x31k,0.95/0.95,3,0,9.451430062079387,30.623640636,3.240106569572665,58.122313132827834,40.7292364772494,1.7145213841846498,1.4191082726839568,1.7145213841846498,0.033676474836789046,0.027873997067961623,0.033676474836789046,False,False,False
ae590f4e1539ac45,queue_haul_deadline_blind,4x16k,0.9/0.9,1,0,2.7124731973551475,2.899386771,1.0689089108150844,58.122313132827855,40.27718026360748,2.7424159929289544,2.7424159929289544,2.7424159929289544,0.05447086364994363,0.05447086364994363,0.05447086364994363,False,False,False
