scenario_id,pack,destination_load,width,destination_id,destination,method,path,context_tokens,predicted_s,observed_s,timing_ratio
974131c70368802d,16x31k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,15.633038594628198,64.097868565,4.10015418160774
974131c70368802d,16x31k,0/0,12,east,australiaeast,replay,australiaeast:replay,31488,18.903019738357123,61.747019249,3.266516149465042
974131c70368802d,16x31k,0/0,12,east,australiaeast,kv_transfer,australiaeast:kv_transfer,31488,9.60109802701603,62.072700753,6.465166856784178
974131c70368802d,16x31k,0/0,12,east,australiaeast,kv_transfer,australiaeast:kv_transfer,31488,19.201356496635366,61.985819285,3.22820001263253
974131c70368802d,16x31k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,19.541245294138875,64.385445026,3.29484861670057
974131c70368802d,16x31k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,23.44945199364955,64.385383215,2.7457095045307027
974131c70368802d,16x31k,0/0,12,germany,southcentralus,replay,southcentralus:replay,31488,9.45123680548544,64.097928135,6.781961922464789
974131c70368802d,16x31k,0/0,12,germany,southcentralus,replay,southcentralus:replay,31488,18.90216036736648,63.346077975,3.351261270873749
cd4179d3b940cba9,8x16k,0.5/0.9,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,2.714562658,1.000770315683447
cd4179d3b940cba9,8x16k,0.5/0.9,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.357943872,0.8033412477891907
cd4179d3b940cba9,8x16k,0.5/0.9,6,east,australiaeast,replay,australiaeast:replay,16384,3.9030240945398282,35.221503969,9.024157452236446
cd4179d3b940cba9,8x16k,0.5/0.9,6,east,australiaeast,replay,australiaeast:replay,16384,7.805181553861956,35.097595137,4.496704515429744
cd4179d3b940cba9,8x16k,0.5/0.9,6,east,australiaeast,replay,australiaeast:replay,16384,11.70733901318408,35.467071805,3.0294733726476344
cd4179d3b940cba9,8x16k,0.5/0.9,6,east,australiaeast,replay,australiaeast:replay,16384,15.609496472506207,35.357797,2.265146544750977
b4786a2a94cbf143,8x16k,0.9/0.9,2,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.09230594,1.1400318878782716
b4786a2a94cbf143,8x16k,0.9/0.9,2,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.594957695,0.8470322603181621
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,5.609772063,2.068139168515996
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.442084832,0.8188517513160659
a7b405b3cbabc499,16x16k,0/0,12,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,17.766889986,4.552487361085551
a7b405b3cbabc499,16x16k,0/0,12,east,australiaeast,replay,australiaeast:replay,16384,7.804834957753105,17.653682764,2.2618905921211474
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,6.234703585,0.766209644452679
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,10.849372460420588,7.10446943,0.6548276829759228
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,13.561672214775735,8.234555095,0.6071931959856892
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,16.273971969130884,9.675432217,0.5945341576938158
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,18.98627172348603,8.94627506,0.4711970412249737
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,21.698571477841178,10.966890898,0.5054199493823597
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,24.410871232196325,12.341381541,0.5055690730416265
a7b405b3cbabc499,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,27.12317098655147,13.015377835,0.47986195424765926
5e6d48db136a0152,4x16k,0.5/0.5,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,2.871627921,1.0586751322741326
5e6d48db136a0152,4x16k,0.5/0.5,3,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,18.519302302,4.745281235624889
5e6d48db136a0152,4x16k,0.5/0.5,3,east,australiaeast,replay,australiaeast:replay,16384,7.804834957753105,18.560245001,2.378044520027008
0a75f6ceb7a4960f,16x16k,0.95/0.95,4,germany,southcentralus,replay,southcentralus:replay,16384,3.9023793968407268,17.854668569,4.575328729814101
0a75f6ceb7a4960f,16x16k,0.95/0.95,4,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,18.106325219,4.6394623245911095
0a75f6ceb7a4960f,16x16k,0.95/0.95,4,germany,southcentralus,replay,southcentralus:replay,16384,7.804536856162854,17.926953064,2.2969912749971804
0a75f6ceb7a4960f,16x16k,0.95/0.95,4,east,australiaeast,replay,australiaeast:replay,16384,7.804834957753105,18.146234772,2.3249991665709775
64758500a1f1bdab,4x16k,0/0,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,4.345357478,1.6019909366245646
64758500a1f1bdab,4x16k,0/0,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,2.918478737,0.5379909468985014
64758500a1f1bdab,4x16k,0/0,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,4.797919858,0.5896370883381183
3974f4cbbd6da661,16x31k,0.85/0.85,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.908380142510674,4.967280845,1.2709308367862875
3974f4cbbd6da661,16x31k,0.85/0.85,5,east,australiaeast,replay,australiaeast:replay,31488,9.452096176476084,60.450916154,6.39550370894948
3974f4cbbd6da661,16x31k,0.85/0.85,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816586842021349,6.606266893,0.8451600457485146
3974f4cbbd6da661,16x31k,0.85/0.85,5,east,australiaeast,replay,australiaeast:replay,31488,18.903019738357123,60.96731387,3.225268486933227
3974f4cbbd6da661,16x31k,0.85/0.85,5,east,australiaeast,kv_transfer,australiaeast:kv_transfer,31488,9.60109802701603,61.07283258,6.3610258335192835
57a5b4d5ed6b7c30,4x16k,0.85/0.85,1,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,2.690008627,0.9917180489093673
a2606ac8e187b041,16x8k,0.95/0.95,6,germany,southcentralus,replay,southcentralus:replay,8192,2.1406306234121746,6.751463872,3.153960238706731
a2606ac8e187b041,16x8k,0.95/0.95,6,east,australiaeast,replay,australiaeast:replay,8192,2.1409529722617253,11.554878415,5.397072502154638
a2606ac8e187b041,16x8k,0.95/0.95,6,east,australiaeast,replay,australiaeast:replay,8192,4.2813859054146,11.511553342,2.6887446252956364
a2606ac8e187b041,16x8k,0.95/0.95,6,germany,southcentralus,replay,southcentralus:replay,8192,4.28106355656505,6.781460731,1.5840598116326885
a2606ac8e187b041,16x8k,0.95/0.95,6,east,australiaeast,replay,australiaeast:replay,8192,6.421818838567475,11.721038662,1.8251898654641323
a2606ac8e187b041,16x8k,0.95/0.95,6,east,australiaeast,replay,australiaeast:replay,8192,8.56225177172035,11.590043257,1.3536209359411653
6d9326a75cef1d75,16x31k,0.5/0.5,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.908380142510674,6.041354064,1.5457437208549374
6d9326a75cef1d75,16x31k,0.5/0.5,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816586842021349,10.475168123,1.3401204815746854
6d9326a75cef1d75,16x31k,0.5/0.5,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,11.724793541532021,8.450081538,0.7207019473790981
6d9326a75cef1d75,16x31k,0.5/0.5,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,15.633000241042696,12.226621661,0.782103337329988
6d9326a75cef1d75,16x31k,0.5/0.5,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,19.541206940553373,15.248509248,0.78032586699418
6d9326a75cef1d75,16x31k,0.5/0.5,6,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,23.449413640064048,16.179818585,0.6899881947306469
fcd2d5db333ebdc8,8x16k,0.5/0.9,2,east,australiaeast,kv_transfer,australiaeast:kv_transfer,16384,5.6743644896124525,10.082031668,1.776768426923626
fcd2d5db333ebdc8,8x16k,0.5/0.9,2,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,9.970306997,2.5547350507461704
3d6cfb0fbd784cb3,8x16k,0.95/0.95,2,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.161842938,1.1656679008231379
3d6cfb0fbd784cb3,8x16k,0.95/0.95,2,east,australiaeast,replay,australiaeast:replay,16384,3.902504200376552,9.439570386,2.4188495133686665
009a499c2eee2f92,16x16k,0.85/0.85,9,germany,southcentralus,replay,southcentralus:replay,16384,3.9024521386186266,43.775657497,11.217474537047242
009a499c2eee2f92,16x16k,0.85/0.85,9,east,australiaeast,replay,australiaeast:replay,16384,3.9030240945398282,35.906519605,9.199666395918939
009a499c2eee2f92,16x16k,0.85/0.85,9,east,australiaeast,replay,australiaeast:replay,16384,7.805181553861956,35.607819578,4.562074479917955
009a499c2eee2f92,16x16k,0.85/0.85,9,east,australiaeast,replay,australiaeast:replay,16384,11.70733901318408,35.73191601,3.0520954394299955
009a499c2eee2f92,16x16k,0.85/0.85,9,east,australiaeast,replay,australiaeast:replay,16384,15.609496472506207,35.947642731,2.302934165385565
009a499c2eee2f92,16x16k,0.85/0.85,9,germany,southcentralus,replay,southcentralus:replay,16384,7.804609597940754,43.860159309,5.619776205150927
009a499c2eee2f92,16x16k,0.85/0.85,9,germany,southcentralus,replay,southcentralus:replay,16384,11.70676705726288,44.042472206,3.762137914811933
009a499c2eee2f92,16x16k,0.85/0.85,9,germany,southcentralus,replay,southcentralus:replay,16384,15.608924516585008,44.098673484,2.8252217785500644
009a499c2eee2f92,16x16k,0.85/0.85,9,germany,southcentralus,replay,southcentralus:replay,16384,19.511081975907135,44.271545873,2.269046172204485
ec884555b137a9ab,32x31k,0/0,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.908380142510674,10.651830875,2.7253825079966383
ec884555b137a9ab,32x31k,0/0,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816586842021349,6.839085441,0.874945238788063
ec884555b137a9ab,32x31k,0/0,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,11.724793541532021,7.687887267,0.6556948947346207
ec884555b137a9ab,32x31k,0/0,8,east,australiaeast,kv_transfer,australiaeast:kv_transfer,31488,9.600431912619333,33.072172855,3.4448630182490145
ec884555b137a9ab,32x31k,0/0,8,east,australiaeast,kv_transfer,australiaeast:kv_transfer,31488,19.20069038223867,18.798690653,0.9790632669328113
ec884555b137a9ab,32x31k,0/0,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,15.633000241042696,14.521794932,0.9289192546594255
ec884555b137a9ab,32x31k,0/0,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,19.541206940553373,11.475879238,0.5872656316936288
ec884555b137a9ab,32x31k,0/0,8,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,23.449413640064048,15.561025758,0.663599781079963
c8197de6598300f0,8x16k,0.9/0.9,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.180031587,1.1723734598007292
c8197de6598300f0,8x16k,0.9/0.9,3,east,australiaeast,kv_transfer,australiaeast:kv_transfer,16384,5.674191191558028,10.491411496,1.84897038922639
c8197de6598300f0,8x16k,0.9/0.9,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.931770382,0.9091201467602688
bb0008cce8cad471,16x31k,0.5/0.5,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,3.9084184960961745,64.325151677,16.458102360647803
bb0008cce8cad471,16x31k,0.5/0.5,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,7.816625195606849,64.325406939,8.229306808154572
bb0008cce8cad471,16x31k,0.5/0.5,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,11.724831895117523,64.636162808,5.512758168832758
bb0008cce8cad471,16x31k,0.5/0.5,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,15.633038594628198,64.635366086,4.13453633436368
bb0008cce8cad471,16x31k,0.5/0.5,12,east,australiaeast,replay,australiaeast:replay,31488,9.452096176476084,60.674953679,6.419206125939012
bb0008cce8cad471,16x31k,0.5/0.5,12,east,australiaeast,replay,australiaeast:replay,31488,18.903019738357123,61.060302331,3.230187725355822
bb0008cce8cad471,16x31k,0.5/0.5,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,19.541245294138875,64.635136199,3.3076262656805406
bb0008cce8cad471,16x31k,0.5/0.5,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,31488,23.44945199364955,64.635858931,2.7563910213553955
bb0008cce8cad471,16x31k,0.5/0.5,12,east,australiaeast,kv_transfer,australiaeast:kv_transfer,31488,9.60109802701603,61.214831866,6.3758157341744415
bb0008cce8cad471,16x31k,0.5/0.5,12,east,australiaeast,kv_transfer,australiaeast:kv_transfer,31488,19.201356496635366,61.215211454,3.188067023531732
bb0008cce8cad471,16x31k,0.5/0.5,12,germany,southcentralus,replay,southcentralus:replay,31488,9.45123680548544,63.532004849,6.722083697249699
bb0008cce8cad471,16x31k,0.5/0.5,12,germany,southcentralus,replay,southcentralus:replay,31488,18.90216036736648,64.326201372,3.403113724664805
88663828725de5d9,8x16k,0.5/0.95,4,east,australiaeast,replay,australiaeast:replay,16384,3.902850796485403,26.79116442,6.864511562708468
88663828725de5d9,8x16k,0.5/0.95,4,east,australiaeast,replay,australiaeast:replay,16384,7.80500825580753,26.868308984,3.4424446590441335
88663828725de5d9,8x16k,0.5/0.95,4,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.132069148,1.1546912799190008
88663828725de5d9,8x16k,0.5/0.95,4,east,australiaeast,replay,australiaeast:replay,16384,11.707165715129657,26.569298981,2.269490295730878
95267a00fe43a592,8x16k,0.9/0.9,3,germany,southcentralus,replay,southcentralus:replay,16384,3.902355149581427,9.278681593,2.3777132622066053
95267a00fe43a592,8x16k,0.9/0.9,3,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,18.127365972,4.644853688086673
95267a00fe43a592,8x16k,0.9/0.9,3,east,australiaeast,replay,australiaeast:replay,16384,7.804834957753105,18.167083142,2.327670378725091
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,12.901349143,4.756304746376747
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,12.901749677,2.3783022426648106
6e3b5a2ea0350efc,16x16k,0/0,12,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,17.611116457,4.512572833415092
6e3b5a2ea0350efc,16x16k,0/0,12,east,australiaeast,replay,australiaeast:replay,16384,7.804834957753105,17.645571057,2.2608512739236573
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,12.901610166,1.5855345812976493
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,10.849372460420588,12.901168291,1.1891165445803002
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,13.561672214775735,12.901815782,0.9513440214211337
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,16.273971969130884,12.773865616,0.7849261163918665
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,18.98627172348603,13.101658558,0.690059572980473
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,21.698571477841178,13.239891715,0.6101734267862161
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,24.410871232196325,13.468236726,0.5517310954570227
6e3b5a2ea0350efc,16x16k,0/0,12,germany,southcentralus,replay,southcentralus:replay,16384,3.9023757510897963,12.511416732,3.206102520626314
073327e8d946f15c,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,5.806331274,2.1406041098070876
073327e8d946f15c,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.492577157,0.8281594818790716
073327e8d946f15c,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,6.518931131,0.8011395948497223
073327e8d946f15c,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,10.849372460420588,3.348529439,0.3086380757242609
073327e8d946f15c,16x16k,0.85/0.85,9,east,australiaeast,kv_transfer,australiaeast:kv_transfer,16384,5.674191191558028,36.930301565,6.508469721630868
073327e8d946f15c,16x16k,0.85/0.85,9,east,australiaeast,kv_transfer,australiaeast:kv_transfer,16384,11.348208940116054,13.721657427,1.209147408142423
073327e8d946f15c,16x16k,0.85/0.85,9,east,australiaeast,kv_transfer,australiaeast:kv_transfer,16384,17.022226688674085,19.765682728,1.1611690461830886
073327e8d946f15c,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,13.561672214775735,7.629731825,0.5625952098065933
073327e8d946f15c,16x16k,0.85/0.85,9,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,16.273971969130884,8.678226125,0.5332580233922735
a3dc748a869c71d7,8x16k,0.9/0.9,1,east,australiaeast,replay,australiaeast:replay,16384,3.902504200376552,9.669698593,2.477818881544566
aac787fa449f15dc,8x16k,0.5/0.5,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.225357332,1.1890835769897932
aac787fa449f15dc,8x16k,0.5/0.5,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,5.403124238,0.9960092866737456
aac787fa449f15dc,8x16k,0.5/0.5,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,5.301303151,0.6515000347788911
2f995408ae2f143d,16x16k,0/0,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.344072028,1.232849795994558
2f995408ae2f143d,16x16k,0/0,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.063240821,0.7490158311084636
2f995408ae2f143d,16x16k,0/0,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,5.038996851,0.619264080956766
2f995408ae2f143d,16x16k,0/0,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,10.849372460420588,6.935100586,0.6392167483695322
2f995408ae2f143d,16x16k,0/0,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,13.561672214775735,6.538056821,0.48209813048546074
b30a935c1d320f27,8x16k,0.9/0.9,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.198525338,1.179191499889764
b30a935c1d320f27,8x16k,0.9/0.9,3,east,australiaeast,replay,australiaeast:replay,16384,3.902504200376552,9.527502256,2.4413816787386655
b30a935c1d320f27,8x16k,0.9/0.9,3,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,4.355993822,0.8029817765233224
9729c10cfcef0960,16x24k,0.9/0.9,4,germany,southcentralus,replay,southcentralus:replay,24576,6.541342146220149,37.180416125,5.683912459231985
9729c10cfcef0960,16x24k,0.9/0.9,4,east,australiaeast,replay,australiaeast:replay,24576,6.541789298605526,38.341812193,5.861058869806935
9729c10cfcef0960,16x24k,0.9/0.9,4,germany,southcentralus,replay,southcentralus:replay,24576,13.082438107662396,37.307134464,2.8516958503437655
9729c10cfcef0960,16x24k,0.9/0.9,4,east,australiaeast,replay,australiaeast:replay,24576,13.082885260047773,37.975633855,2.9026956286904966
47d016c3cfe2e7a3,8x16k,0.85/0.85,5,east,australiaeast,replay,australiaeast:replay,16384,3.9026774984309776,17.983788741,4.608064270806429
47d016c3cfe2e7a3,8x16k,0.85/0.85,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,3.139847605,1.1575589421718795
47d016c3cfe2e7a3,8x16k,0.85/0.85,5,east,australiaeast,replay,australiaeast:replay,16384,7.804834957753105,17.905821032,2.294195986067951
47d016c3cfe2e7a3,8x16k,0.85/0.85,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424772951710295,5.158225031,0.9508646863042886
47d016c3cfe2e7a3,8x16k,0.85/0.85,5,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.13707270606544,5.377835113,0.6609053780472328
d18552aebaa9931f,4x16k,0.85/0.85,1,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.7124731973551475,2.877754658,1.0609338594777689
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,2.712517400951618,30.673857592,11.308262052526871
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,5.424817155306767,30.827147874,5.682615098620179
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,8.137116909661914,30.827622523,3.7885190621257574
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,10.849416664017062,30.826956177,2.8413468789746097
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,13.561716418372209,30.828109543,2.27317166883366
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,16.274016172727357,30.674518913,1.8848770080741089
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,18.986315927082504,30.828055847,1.6236986662076014
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,21.69861568143765,30.674577109,1.4136651646049911
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,16384,24.4109154357928,30.827856215,1.2628717794744513
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,replay,southcentralus:replay,16384,3.9024278913593267,30.827714929,7.899624486914434
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,replay,southcentralus:replay,16384,7.804585350681454,30.006410763,3.844715563316891
b42371d0683ef0f0,16x16k,0.5/0.5,13,germany,southcentralus,replay,southcentralus:replay,16384,11.70674281000358,30.507975645,2.606017415786267
b42371d0683ef0f0,16x16k,0.5/0.5,13,east,australiaeast,replay,australiaeast:replay,16384,3.902504200376552,9.587524047,2.4567620058102437
a1d7519d4e630654,16x8k,0.9/0.9,9,germany,southcentralus,replay,southcentralus:replay,8192,2.1406548706714745,11.235544564,5.248648307550701
a1d7519d4e630654,16x8k,0.9/0.9,9,east,australiaeast,replay,australiaeast:replay,8192,2.141039621288938,14.070345438,6.5717351972820754
a1d7519d4e630654,16x8k,0.9/0.9,9,east,australiaeast,replay,australiaeast:replay,8192,4.281472554441813,14.195748606,3.3156229370833223
a1d7519d4e630654,16x8k,0.9/0.9,9,east,australiaeast,replay,australiaeast:replay,8192,6.421905487594688,14.231379918,2.2160681040060486
a1d7519d4e630654,16x8k,0.9/0.9,9,east,australiaeast,replay,australiaeast:replay,8192,8.562338420747562,14.070258212,1.6432728444727314
a1d7519d4e630654,16x8k,0.9/0.9,9,germany,southcentralus,replay,southcentralus:replay,8192,4.28108780382435,11.281128844,2.635108028833799
a1d7519d4e630654,16x8k,0.9/0.9,9,germany,southcentralus,replay,southcentralus:replay,8192,6.421520736977224,11.347363441,1.7670835158497826
a1d7519d4e630654,16x8k,0.9/0.9,9,germany,southcentralus,replay,southcentralus:replay,8192,8.561953670130098,11.317309906,1.3218139623299356
a1d7519d4e630654,16x8k,0.9/0.9,9,east,australiaeast,replay,australiaeast:replay,8192,10.702771353900436,14.299392617,1.3360457907744463
563f8271c7c66625,16x24k,0.5/0.5,13,east,australiaeast,replay,australiaeast:replay,24576,6.541789298605526,37.677410835,5.759496234926348
563f8271c7c66625,16x24k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,3.361100693032721,5.465216195,1.6260197757029218
563f8271c7c66625,16x24k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,6.722027943065443,7.427161509,1.1048989340578366
563f8271c7c66625,16x24k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,10.082955193098163,8.779364676,0.87071344738391
563f8271c7c66625,16x24k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,13.443882443130883,12.447369565,0.9258761089033437
563f8271c7c66625,16x24k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,16.804809693163605,10.10845008,0.6015212468673321
563f8271c7c66625,16x24k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,20.16573694319633,13.039970915,0.6466399394047201
563f8271c7c66625,16x24k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,23.526664193229053,14.31653335,0.6085237257783568
563f8271c7c66625,16x24k,0.5/0.5,13,east,australiaeast,replay,australiaeast:replay,24576,13.082885260047773,37.769089547,2.8869082619212763
563f8271c7c66625,16x24k,0.5/0.5,13,germany,southcentralus,kv_transfer,southcentralus:kv_transfer,24576,26.887591443261776,17.957132517,0.6678594679963492
5754d926ba679f3f,8x16k,0.5/0.5,7,east,australiaeast,replay,australiaeast:replay,16384,3.902850796485403,26.575028498,6.809132576098312
5754d926ba679f3f,8x16k,0.5/0.5,7,germany,southcentralus,replay,southcentralus:replay,16384,3.9024278913593267,34.79150552,8.915348723556075
5754d926ba679f3f,8x16k,0.5/0.5,7,east,australiaeast,replay,australiaeast:replay,16384,7.80500825580753,26.671914469,3.4172820315922197
5754d926ba679f3f,8x16k,0.5/0.5,7,germany,southcentralus,replay,southcentralus:replay,16384,7.804585350681454,35.033251219,4.488803651297258
5754d926ba679f3f,8x16k,0.5/0.5,7,germany,southcentralus,replay,southcentralus:replay,16384,11.70674281000358,34.889284263,2.980272551404017
5754d926ba679f3f,8x16k,0.5/0.5,7,germany,southcentralus,replay,southcentralus:replay,16384,15.608900269325707,34.663767234,2.2207693454304738
5754d926ba679f3f,8x16k,0.5/0.5,7,east,australiaeast,replay,australiaeast:replay,16384,11.707165715129657,26.713251891,2.2817864324306396
eb26f6424ec96c23,16x31k,0/0,10,germany,southcentralus,replay,southcentralus:replay,31488,9.45123680548544,62.742936521,6.638595330146038
