scenario_id,destination_id,destination,load_cell,nominal_load,achieved_load
a48ccf3fbccccbf6,east,australiaeast,australiaeast:0.95,0.95,0.37288253160650386
a48ccf3fbccccbf6,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
7af4c56e19e233fc,east,australiaeast,australiaeast:0.85,0.85,0.542374591427642
7af4c56e19e233fc,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
affd76df6f683068,east,australiaeast,australiaeast:0.95,0.95,0.5084761794634144
affd76df6f683068,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
11e8402d49b6f144,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
11e8402d49b6f144,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
5b7f7f65f0a0d03c,east,australiaeast,australiaeast:0.9,0.9,0.40678094357073147
5b7f7f65f0a0d03c,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
72e96d2d08487157,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
72e96d2d08487157,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
07a2774caeb2ef8a,east,australiaeast,australiaeast:0.95,0.95,0.40678094357073147
07a2774caeb2ef8a,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
1352945b665214ec,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
1352945b665214ec,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
f63bc4058dd6ff61,east,australiaeast,australiaeast:0.9,0.9,0.33898411964227626
f63bc4058dd6ff61,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
c548db6b8a6e8751,east,australiaeast,australiaeast:0.9,0.9,0.5084761794634144
c548db6b8a6e8751,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
5d514947a1ff9444,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
5d514947a1ff9444,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
e3483081970719d3,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
e3483081970719d3,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
6236563a245ebfc2,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
6236563a245ebfc2,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
f5e8936bc57e0e33,east,australiaeast,australiaeast:0.85,0.85,0.5084761794634144
f5e8936bc57e0e33,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
627e47aeeabc417d,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
627e47aeeabc417d,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
5956d976fc1461a0,east,australiaeast,australiaeast:0.9,0.9,0.40678094357073147
5956d976fc1461a0,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
bcbc43e40a9db301,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
bcbc43e40a9db301,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
83767645e7d7d1d9,east,australiaeast,australiaeast:0.95,0.95,0.33898411964227626
83767645e7d7d1d9,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
37d6e12e3a7d7577,east,australiaeast,australiaeast:0.85,0.85,0.37288253160650386
37d6e12e3a7d7577,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
d5850bc9b34bd27f,east,australiaeast,australiaeast:0.85,0.85,0.4745777674991868
d5850bc9b34bd27f,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
db2a9a8ae7cb4fe3,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
db2a9a8ae7cb4fe3,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
456af06b91757093,east,australiaeast,australiaeast:0.5,0.5,0.37288253160650386
456af06b91757093,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
7ab4f67aad10f7cd,east,australiaeast,australiaeast:0.9,0.9,0.30508570767804866
7ab4f67aad10f7cd,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
d788e987ea12aa99,east,australiaeast,australiaeast:0.85,0.85,0.4745777674991868
d788e987ea12aa99,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
81334d61e5db1749,east,australiaeast,australiaeast:0.9,0.9,0.40678094357073147
81334d61e5db1749,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
5efd77d55391043e,east,australiaeast,australiaeast:0.85,0.85,0.30508570767804866
5efd77d55391043e,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
145723fbdf366a42,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
145723fbdf366a42,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
fbd17576da04ddf3,east,australiaeast,australiaeast:0.85,0.85,0.4406793555349591
fbd17576da04ddf3,germany,southcentralus,southcentralus:0.85,0.85,0.542374591427642
90b910bcec9a147e,east,australiaeast,australiaeast:0.85,0.85,0.37288253160650386
90b910bcec9a147e,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
38d11d86812a3e05,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
38d11d86812a3e05,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
5e852ca19c2f3f13,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
5e852ca19c2f3f13,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
148ff0f02f2d111a,east,australiaeast,australiaeast:0.9,0.9,0.37288253160650386
148ff0f02f2d111a,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
3e8b94c737afa6b0,east,australiaeast,australiaeast:0.9,0.9,0.33898411964227626
3e8b94c737afa6b0,germany,southcentralus,southcentralus:0.9,0.9,0.542374591427642
e4fcfe3da294fb2e,east,australiaeast,australiaeast:0.95,0.95,0.4745777674991868
e4fcfe3da294fb2e,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
644f92b2901653db,east,australiaeast,australiaeast:0.95,0.95,0.4745777674991868
644f92b2901653db,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
bae27952197b92a5,east,australiaeast,australiaeast:0.9,0.9,0.30508570767804866
bae27952197b92a5,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
604e2b7f37d806e5,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
604e2b7f37d806e5,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
2905ba7f7a99c670,east,australiaeast,australiaeast:0.95,0.95,0.542374591427642
2905ba7f7a99c670,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
0ac60c7d0160602b,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
0ac60c7d0160602b,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
9f76e6fd559c0332,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
9f76e6fd559c0332,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
35ea400659b072da,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
35ea400659b072da,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
b98997ae1a1a6276,east,australiaeast,australiaeast:0.5,0.5,0.4745777674991868
b98997ae1a1a6276,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
d7f64c5cecc69dce,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
d7f64c5cecc69dce,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
26beac1f6f3824cd,east,australiaeast,australiaeast:0.85,0.85,0.40678094357073147
26beac1f6f3824cd,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
aee0bab5795e83ce,east,australiaeast,australiaeast:0.9,0.9,0.4745777674991868
aee0bab5795e83ce,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
422012356537bba3,east,australiaeast,australiaeast:0.5,0.5,0.4745777674991868
422012356537bba3,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
018d6aa0b4e4071f,east,australiaeast,australiaeast:0.5,0.5,0.37288253160650386
018d6aa0b4e4071f,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
c37e395e5e33eb24,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
c37e395e5e33eb24,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
25ed7e2b8c0e6c50,east,australiaeast,australiaeast:0.85,0.85,0.4406793555349591
25ed7e2b8c0e6c50,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
0955fac57cc78f1a,east,australiaeast,australiaeast:0.9,0.9,0.542374591427642
0955fac57cc78f1a,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
aa99955b3bbbabb1,east,australiaeast,australiaeast:0.95,0.95,0.37288253160650386
aa99955b3bbbabb1,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
eebcb33a963b4c11,east,australiaeast,australiaeast:0.95,0.95,0.37288253160650386
eebcb33a963b4c11,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
d54b654693f6c969,east,australiaeast,australiaeast:0.95,0.95,0.37288253160650386
d54b654693f6c969,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
8432b8c24a0cf6d0,east,australiaeast,australiaeast:0.85,0.85,0.542374591427642
8432b8c24a0cf6d0,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
28ccd728d9887140,east,australiaeast,australiaeast:0.95,0.95,0.40678094357073147
28ccd728d9887140,germany,southcentralus,southcentralus:0.95,0.95,0.4745777674991868
53ac1451d57573e9,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
53ac1451d57573e9,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
a231185b128805eb,east,australiaeast,australiaeast:0.9,0.9,0.30508570767804866
a231185b128805eb,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
1c67db1528dde7a1,east,australiaeast,australiaeast:0.95,0.95,0.40678094357073147
1c67db1528dde7a1,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
d64d639e7d914967,east,australiaeast,australiaeast:0.5,0.5,0.37288253160650386
d64d639e7d914967,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
af649e836e2ebac0,east,australiaeast,australiaeast:0.95,0.95,0.37288253160650386
af649e836e2ebac0,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
e8e8d94325212b1d,east,australiaeast,australiaeast:0.85,0.85,0.4406793555349591
e8e8d94325212b1d,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
86c2fe92f9f6681f,east,australiaeast,australiaeast:0.9,0.9,0.542374591427642
86c2fe92f9f6681f,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
66b371ca44801c61,east,australiaeast,australiaeast:0.95,0.95,0.4745777674991868
66b371ca44801c61,germany,southcentralus,southcentralus:0.95,0.95,0.542374591427642
0ebd58a394af25a6,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
0ebd58a394af25a6,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
9bd99c3296864d13,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
9bd99c3296864d13,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
9ad6dcff360164f9,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
9ad6dcff360164f9,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
7252eb0ba2d585fe,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
7252eb0ba2d585fe,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
af6a2c95cac54514,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
af6a2c95cac54514,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
961e9bc41e338c20,east,australiaeast,australiaeast:0.95,0.95,0.271187295713821
961e9bc41e338c20,germany,southcentralus,southcentralus:0.95,0.95,0.4745777674991868
9c9e93c18981e8ae,east,australiaeast,australiaeast:0.85,0.85,0.33898411964227626
9c9e93c18981e8ae,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
9548025885b08b75,east,australiaeast,australiaeast:0.9,0.9,0.37288253160650386
9548025885b08b75,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
ed78b6ece2a3159a,east,australiaeast,australiaeast:0.85,0.85,0.30508570767804866
ed78b6ece2a3159a,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
8b7f281114a1a250,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
8b7f281114a1a250,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
78cc91390c53f69f,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
78cc91390c53f69f,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
9bbf73e61d9bf48d,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
9bbf73e61d9bf48d,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
efc7380028019feb,east,australiaeast,australiaeast:0.5,0.5,0.4406793555349591
efc7380028019feb,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
22ee97a4280e618e,east,australiaeast,australiaeast:0.9,0.9,0.542374591427642
22ee97a4280e618e,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
2bafc8440bb97ee3,east,australiaeast,australiaeast:0.95,0.95,0.30508570767804866
2bafc8440bb97ee3,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
e3b70100ea5de789,east,australiaeast,australiaeast:0.9,0.9,0.4745777674991868
e3b70100ea5de789,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
2c7c33c5402638cd,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
2c7c33c5402638cd,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
1ba191264ca57c33,east,australiaeast,australiaeast:0.85,0.85,0.37288253160650386
1ba191264ca57c33,germany,southcentralus,southcentralus:0.85,0.85,0.5084761794634144
55e66eb7340ccc96,east,australiaeast,australiaeast:0.5,0.5,0.40678094357073147
55e66eb7340ccc96,germany,southcentralus,southcentralus:0.5,0.5,0.4745777674991868
8d4217bfa9cda740,east,australiaeast,australiaeast:0.95,0.95,0.33898411964227626
8d4217bfa9cda740,germany,southcentralus,southcentralus:0.95,0.95,0.5084761794634144
8bb1fd5802a7705b,east,australiaeast,australiaeast:0.9,0.9,0.5084761794634144
8bb1fd5802a7705b,germany,southcentralus,southcentralus:0.5,0.5,0.5084761794634144
9d45425c37488954,east,australiaeast,australiaeast:0.9,0.9,0.4406793555349591
9d45425c37488954,germany,southcentralus,southcentralus:0.9,0.9,0.5084761794634144
