interpretation,ledger_basic_auroc,ledger_basic_brier,ledger_minus_time_brier,n_ckpts,pos_rate,target_variant,time_only_auroc,time_only_brier
ledger beats time_only,0.975,0.045826968461633,-0.08944873632915551,37,0.13513513513513514,h10_base,0.85,0.13527570479078851
ledger beats time_only,0.9835545722713864,0.020203707725113117,-0.09904443766099033,399,0.15037593984962405,h3_base,0.8040806293018682,0.11924814538610345
ledger beats time_only,1.0,0.004489687788604537,-0.12058788425487527,213,0.14553990610328638,h5_base,0.8319744771357674,0.1250775720434798
ledger beats time_only,1.0,0.004489687788604537,-0.12058788425487527,213,0.14553990610328638,h5_drop_ge_0.05,0.8319744771357674,0.1250775720434798
ledger beats time_only,1.0,0.004489687788604537,-0.12058788425487527,213,0.14553990610328638,h5_drop_ge_0.10,0.8319744771357674,0.1250775720434798
ledger beats time_only,0.9885786802030457,0.022768149812724882,-0.04899308570553889,213,0.07511737089201878,h5_first_drop_lead_ge_2,0.5567893401015228,0.07176123551826377
ledger beats time_only,0.9866737739872068,0.023014764605131983,-0.07499953559543841,148,0.0945945945945946,h5_first_drop_lead_ge_2_excluding_checkpoint_steps_with_add_split_reopen,0.7356076759061834,0.09801430020057039
ledger beats time_only,1.0,0.007418775209906766,-0.07908349314585116,200,0.09,h5_first_positive_per_drop_episode,0.7731990231990232,0.08650226835575792
