policy,deadline_s,target_frac,target_w,full_source_drop_w,planned_source_drop_w,planned_shortfall_w,planned_hit,deadline_hit,measured_source_drop_w,measured_sink_rise_w,total_first_token_s,total_completion_s,max_completion_s,sessions,run_root
lp,120.0,0.45,145.29581118368029,322.8795804081784,160.12510244379843,0.0,True,True,153.13605812324934,229.63510994397757,85.79771995544434,105.40279388427734,46.351629972457886,4,queue-haul/outputs/stage1c_quick/lp_D120_T0p45
all-r,120.0,0.45,145.29581118368029,322.8795804081784,160.12510244379843,0.0,True,True,176.50225,209.32191666666668,132.9921989440918,133.23151969909668,55.180423736572266,4,queue-haul/outputs/stage1c_quick/all-r_D120_T0p45
all-s,120.0,0.45,145.29581118368029,322.8795804081784,160.12510244379843,0.0,True,True,201.5063781512605,221.61548179271705,40.3768367767334,54.674153089523315,54.67216682434082,4,queue-haul/outputs/stage1c_quick/all-s_D120_T0p45
