phase,gpu,samples,power_mean_w
baseline,0,240,288.316
baseline,1,240,85.69575
drain,0,127,271.1266929133858
drain,1,127,208.33417322834643
post,0,239,144.99836820083684
post,1,239,286.15933054393304
