phase,route,direction,bytes,window_s,bytes_per_s,target_bytes_per_s,target_ratio,ok
baseline,api,client_to_target,0,0.0,0.0,125000000.0,0.0,1
baseline,kv,target_to_client,0,0.0,0.0,125000000.0,0.0,1
drain,api,client_to_target,368385,30.606010913848877,12036.361126477606,125000000.0,9.629088901182085e-05,1
drain,kv,target_to_client,465573036,30.63470196723938,15197570.274973845,125000000.0,0.12158056219979076,1
post,api,client_to_target,1064399,59.53531813621521,17878.44649733262,125000000.0,0.00014302757197866097,1
post,kv,target_to_client,3384,59.519535064697266,56.85528282977376,125000000.0,4.548422626381901e-07,1
