phase,gpu,samples,power_mean_w
baseline,0,120,224.42941666666667
baseline,1,120,84.65499999999999
drain,0,280,145.5762142857143
drain,1,280,128.78567857142858
post,0,120,93.58833333333332
post,1,120,149.73916666666668
