connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
492aedab8ebe2614,kv,5554311044035507,5554311045442442,0,0
2c5e4c0f24d2939e,api,5554311044441572,5554311045517061,0,0
e6b00c67f1a60665,api,5554330017315735,5554332589068332,25919,12077
c3a9d212cd3bf35a,api,5554333493487388,5554336629339271,24901,21065
0c0e1644255b5d26,api,5554338718704825,5554342372462627,29448,21065
ff97003c1f0f6c21,api,5554343996530932,5554346469057247,27620,8389
0b55b15305ba1ed4,api,5554347267075234,5554348164719619,25887,11828
539961685783d89d,api,5554348166123104,5554349201482967,24869,12774
a634609fbbd1e5ba,api,5554349200520037,5554350270249827,29416,12772
dc9e53ffe32c1d3e,api,5554350181809614,5554352223158710,27588,25035
