connection_id,route,key_hash,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes,client_rtt_us,client_rttvar_us,client_snd_cwnd,client_total_retrans,target_rtt_us,target_rttvar_us,target_snd_cwnd,target_total_retrans
5f8ffb9c925e402c,kv/east,,1444808302518,1444809494541,0,0,20,10,10,0,29,18,10,0
41997f0d4f8a3bb3,kv/west,,1444808854467,1444809626457,0,0,18,9,10,0,22,9,10,0
64429916282f5cc0,kv/east,,1514555732269,2366367490882,1648655872,8417980396,102180,345,4430,131,3212,3660,10,1
e778d6594cadf4bb,kv/east,,1514555567151,2366367573556,1598326892,8392814606,102133,219,5452,69,5104,3862,10,3
3a04225aad7a1b2e,kv/east,,1514558984704,2366367622016,1334084999,8191487837,102332,196,6021,25,3638,4793,10,3
f78c02b646e4884c,kv/east,,1514558666470,2366367670917,1334061238,7474260844,102241,112,2584,5795,9017,7365,10,7
a993d1b689ee6437,kv/east,,1514555949224,2366367716312,2026135326,8027909703,101993,73,3295,4487,5617,3353,10,0
2653772d2bce41bc,kv/east,,1514555844999,2366368072747,1384402848,7952412054,102237,190,3022,4944,7040,7132,10,1
d7925023259c820a,kv/east,,1514558290459,2366368975380,742682861,8103407243,104515,171,4296,73,8018,6288,10,1
ad449a06e3dde75a,kv/east,,1514562981566,2366371958894,906239414,7335848627,106281,69,3804,5811,5028,6995,10,1
8a39552019999b60,kv/west,,1517427999066,2370358390668,4454630798,5523908429,21817,80,10,1408,347,512,10,17
0430c2894c14522f,kv/west,,1517427546032,2370358456992,3095688458,5863647464,21708,123,10,110,1216,856,84,28
4b5b994f8cd474d4,kv/west,,1517428142203,2370358618543,1094994421,5788149583,21776,60,10,1412,62,20,10,6
f32017fd20984570,kv/west,,1517426223546,2370358659029,2214872905,5913978850,21640,49,10,1553,1492,820,83,11
f8de36254011eacc,kv/west,,1517427857813,2370358692822,5599675639,5926561972,21808,132,10,1937,1674,709,77,26
0907b021f725ab7d,kv/west,,1517427768456,2370358724140,4517544346,5121254938,21864,159,10,2195,87,38,10,14
2a0a4ef915e2820a,kv/west,,1517426661823,2370358755569,5121525245,5662320605,21751,45,10,979,1601,853,76,17
b6e6f17ff33df66d,kv/west,,1517427670824,2370358915036,1812247112,6253718261,22219,146,10,644,308,511,10,21
