connection_id,route,start_ns,end_ns,client_to_target_bytes,target_to_client_bytes
33afc0ba2d257e64,kv,5559498278285082,5559498279512429,0,0
c36153b94c0e2f07,api,5559498278622269,5559498279576689,0,0
7b18428b30ad0047,api,5559516770316350,5559526243337613,27620,8389
2b11edb3cf88e16f,api,5559516772377148,5559526753025259,25919,12077
09f0b1a0968722ae,api,5559516770835694,5559526800822558,43412,14264
9bac12896ccb6645,api,5559516771800484,5559527628634258,22395,24744
3eb70ff84a6bf76b,api,5559534866126801,5559536807192049,27588,25035
b376f101a2973671,api,5559536809284367,5559537733382798,43380,11828
28952e88ea96f9d7,api,5559537734513506,5559538703120220,22363,12772
6498302ffae994ae,api,5559538704159849,5559539616594882,25887,11828
