phase,gpu,samples,total_samples,coverage,power_mean_w
baseline,0,239,239,1.0,281.4617991631799
baseline,1,239,239,1.0,83.25079497907949
drain,0,122,122,1.0,205.09270491803284
drain,1,122,122,1.0,285.48680327868846
post,0,240,240,1.0,198.9921666666667
post,1,240,240,1.0,315.7603333333334
