ts,route,direction,bytes,billed
1783975015.404639,api,client_to_target,142,1
1783975015.409016,api,client_to_target,8918,1
1783975015.421019,api,target_to_client,149,0
1783975015.423794,kv,client_to_target,186,0
1783975015.424031,kv,target_to_client,36,1
1783975015.709839,api,target_to_client,539,0
1783975015.716562,api,client_to_target,11960,1
1783975015.725971,api,target_to_client,149,0
1783975015.728696,kv,client_to_target,186,0
1783975015.728833,kv,target_to_client,36,1
1783975016.131353,api,target_to_client,539,0
1783975016.138354,api,client_to_target,9266,1
1783975016.145804,api,target_to_client,149,0
1783975016.148843,kv,client_to_target,186,0
1783975016.149041,kv,target_to_client,36,1
1783975016.442447,api,target_to_client,539,0
1783975016.448888,api,client_to_target,16162,1
1783975016.462537,api,target_to_client,149,0
1783975016.466323,kv,client_to_target,186,0
1783975016.466481,kv,target_to_client,36,1
1783975017.172207,api,target_to_client,539,0
1783975017.178840,api,client_to_target,12068,1
1783975017.190233,api,target_to_client,149,0
1783975017.192876,kv,client_to_target,186,0
1783975017.193060,kv,target_to_client,36,1
1783975017.214413,api,target_to_client,539,0
1783975017.220870,api,client_to_target,9815,1
1783975017.229831,api,target_to_client,149,0
1783975017.232073,kv,client_to_target,186,0
1783975017.232219,kv,target_to_client,36,1
1783975017.246472,api,client_to_target,12691,1
1783975017.260632,api,target_to_client,149,0
1783975017.602746,kv,client_to_target,186,0
1783975017.602906,kv,target_to_client,36,1
1783975017.603348,api,target_to_client,539,0
1783975017.609495,api,client_to_target,14362,1
1783975017.620436,api,target_to_client,149,0
1783975017.653552,kv,client_to_target,186,0
1783975017.653720,kv,target_to_client,36,1
1783975017.653827,api,target_to_client,491,0
1783975018.280875,api,target_to_client,539,0
1783975018.280962,api,target_to_client,241,0
1783975018.287745,api,client_to_target,16200,1
1783975018.301661,api,target_to_client,149,0
1783975018.311143,api,target_to_client,241,0
1783975018.311390,kv,client_to_target,186,0
1783975018.311596,kv,target_to_client,36,1
1783975018.336453,api,target_to_client,539,0
1783975018.336519,api,target_to_client,243,0
1783975018.344691,api,client_to_target,9304,1
1783975018.356039,api,target_to_client,149,0
1783975018.356094,api,target_to_client,246,0
1783975018.368328,api,client_to_target,16670,1
