trace_key,model,prompt_variant,context_variant,ensemble_size,turn,n,mean_progress,stdev_progress,se_progress,lower_1sd,upper_1sd,q25,median,q75,min,max
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,7,40,0.6725000000000001,0.4444026890107664,0.07026623477887511,0.2280973109892337,1.0,0.0,1.0,1.0,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,8,40,0.075,0.2457132475061123,0.038850675669800126,0.0,0.3207132475061123,0.0,0.0,0.0,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,9,40,0.8387499999999998,0.25750910178088854,0.04071576399258646,0.5812408982191113,1.0,0.9,0.9,1.0,0.05,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,10,40,0.07375000000000002,0.04328322423295198,0.006843678652596134,0.030466775767048045,0.11703322423295201,0.05,0.1,0.1,0.0,0.2
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,11,40,0.15499999999999997,0.3222576608864403,0.05095341009196537,0.0,0.4772576608864403,0.0,0.0,0.1,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,12,40,0.05250000000000001,0.04175823272122517,0.006602556323122129,0.010741767278774843,0.09425823272122519,0.0,0.05,0.1,0.0,0.1
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,13,40,0.0175,0.034550687402713144,0.005462943345853041,0.0,0.052050687402713146,0.0,0.0,0.0,0.0,0.1
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,14,40,0.2099999999999999,0.25499999999999995,0.040319040167146825,0.0,0.46499999999999986,0.1,0.1,0.2,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,15,36,0.30277777777777765,0.33622587572370577,0.056037645953950964,0.0,0.6390036535014834,0.1,0.15000000000000002,0.3,0.0,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,16,37,0.3162162162162162,0.22840636323023344,0.03754977480914998,0.08780985298598276,0.5446225794464497,0.2,0.3,0.3,0.1,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,17,38,0.3026315789473683,0.29063165519738227,0.04714668013170512,0.011999923749986041,0.5932632341447506,0.1,0.2,0.3,0.1,1.0
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,18,40,0.3075,0.21140896385915148,0.03342669217855695,0.09609103614084852,0.5189089638591515,0.2,0.2,0.4,0.1,0.9
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,19,40,0.4225,0.28678171141131015,0.04534416996704206,0.13571828858868984,0.7092817114113101,0.2,0.3,0.6,0.1,1.0
