trace_key,model,prompt_variant,context_variant,ensemble_size,turns,final_mean_progress,final_stdev_progress,mean_turn_stdev,mean_abs_turn_delta,large_jump_rate,monotonicity_violation_rate,area_under_progress_curve
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,1,19,0.7,0.0,0.0,0.17222222222222222,0.2777777777777778,0.1111111111111111,0.2984210526315789
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,5,19,0.8400000000000001,0.08000000000000002,0.06229872167668067,0.10911111111111113,0.16666666666666666,0.1111111111111111,0.282
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,10,19,0.795,0.10111874208078345,0.07039042561698583,0.09238888888888891,0.16666666666666666,0.05555555555555555,0.2666315789473684
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,fraction_complete,task_and_trace,40,19,0.7787499999999997,0.15846430986187393,0.08021660508655679,0.07873611111111106,0.05555555555555555,0.1111111111111111,0.26290789473684206
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,goal_closeness,task_and_trace,40,19,0.8399999999999995,0.1342572158209755,0.10009297927311091,0.12277777777777768,0.2222222222222222,0.2222222222222222,0.33960526315789474
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-120b,remaining_work,task_and_trace,40,19,0.522051282051282,0.2552342261348663,0.18808987387575665,0.10025907580074245,0.05555555555555555,0.2222222222222222,0.2970277866822858
swe-agent:000349:bihealth__biomedsheets-23,openai/gpt-oss-20b,fraction_complete,task_and_trace,40,19,0.4225,0.28678171141131015,0.21119671130406634,0.22439829302987194,0.3333333333333333,0.2222222222222222,0.2258618722600717
