scenario_id,window,repeat,moved,load,power_w
01ee01fcf32b7bac,pre,1,0,0.8916336121356112,281.84499999999997
01ee01fcf32b7bac,post,1,12,0.2629180645537913,175.99200000000002
089f60f7f23063e2,pre,2,0,0.8916336121356112,283.3325
089f60f7f23063e2,post,2,15,0.1456968766902555,175.1175
0ffa1dc28ba84e34,pre,1,0,0.8916336121356112,288.69736842105266
1147b87e8e7d4ddf,pre,0,0,0.8916336121356112,262.4545
1147b87e8e7d4ddf,post,0,16,0.1285137888583904,171.51500000000001
1e47704b7d9c3961,pre,2,0,0.8916336121356112,293.04894736842107
1e47704b7d9c3961,post,2,15,0.1456968766902555,157.4645
21da5c7b13b607f0,pre,1,0,0.8916336121356112,287.156
21da5c7b13b607f0,post,1,11,0.4605192241843253,186.6965
2634d83253bbbcd6,pre,1,0,0.8916336121356112,278.9285
2634d83253bbbcd6,post,1,15,0.1456968766902555,164.2585
2e7faa833033e14f,pre,2,0,0.8916336121356112,264.85473684210524
2e7faa833033e14f,post,2,15,0.1456968766902555,168.8245
34c43b0d6bbee7a2,pre,1,0,0.8916336121356112,283.5285
34c43b0d6bbee7a2,post,1,15,0.1456968766902555,175.2285
4aa67f106d2a0a79,pre,0,0,0.8916336121356112,274.9765
4aa67f106d2a0a79,post,0,16,0.14171036544820484,169.2795
4f55b1b849a2a6aa,pre,0,0,0.8916336121356112,291.4794736842105
4f55b1b849a2a6aa,post,0,12,0.2629180645537913,194.43
63b3f3a86584a82a,pre,1,0,0.8916336121356112,280.64
63b3f3a86584a82a,post,1,11,0.4605192241843253,194.1045
6bb5a907e52d648b,pre,2,0,0.8916336121356112,289.4305
6bb5a907e52d648b,post,2,11,0.4605192241843253,156.3135
6f28e3f1633f9626,pre,1,0,0.8916336121356112,271.7473684210526
6f28e3f1633f9626,post,1,16,0.14171036544820484,181.95850000000002
736775fde222ae28,pre,1,0,0.8916336121356112,261.2885
736775fde222ae28,post,1,9,0.30682965164712356,167.022
7e3e34ace1d15ae3,pre,0,0,0.8916336121356112,281.8035
91373ca8d08f1145,pre,1,0,0.8916336121356112,280.973
91373ca8d08f1145,post,1,16,0.14171036544820484,164.386
96fce1ac14634586,pre,0,0,0.8916336121356112,286.197
96fce1ac14634586,post,0,9,0.30682965164712356,161.9175
9c91d162bb0a3960,pre,0,0,0.8916336121356112,286.92150000000004
9c91d162bb0a3960,post,0,11,0.4605192241843253,186.6065
9e898ecb8597523e,pre,1,0,0.8916336121356112,271.184
9e898ecb8597523e,post,1,15,0.1456968766902555,173.091
9ec339acff69666b,pre,0,0,0.8916336121356112,282.35105263157897
9ec339acff69666b,post,0,15,0.1456968766902555,164.863
a249cc244b79963e,pre,0,0,0.8916336121356112,275.8805
a249cc244b79963e,post,0,7,0.3589160478587313,158.827
a31fe917e6d2ca41,pre,2,0,0.8916336121356112,283.0210526315789
a31fe917e6d2ca41,post,2,11,0.4605192241843253,169.534
a3a79c056d3bc56c,pre,0,0,0.8916336121356112,257.46526315789475
a3a79c056d3bc56c,post,0,7,0.3589160478587313,193.014
a6240d3770a142f3,pre,0,0,0.8916336121356112,291.6925
a6240d3770a142f3,post,0,15,0.1456968766902555,176.2065
adc8a0956bf631bc,pre,1,0,0.8916336121356112,294.9578947368421
adc8a0956bf631bc,post,1,17,0.4306612698174498,177.966
b89ca1e40f7f5bce,pre,1,0,0.8916336121356112,271.4895
b89ca1e40f7f5bce,post,1,7,0.3589160478587313,210.50500000000002
b97671c213f1e2ef,pre,0,0,0.8916336121356112,267.54200000000003
b97671c213f1e2ef,post,0,16,0.14171036544820484,165.8955
ba65c01c13d985b3,pre,2,0,0.8916336121356112,267.70050000000003
ba65c01c13d985b3,post,2,16,0.14171036544820484,170.6085
bc1b20ae97a13eec,pre,0,0,0.8916336121356112,270.37684210526317
bc1b20ae97a13eec,post,0,15,0.1456968766902555,183.54000000000002
c37daf2b8c8d2327,pre,1,0,0.8916336121356112,260.18850000000003
c37daf2b8c8d2327,post,1,16,0.1285137888583904,168.01749999999998
c4788307ad151577,pre,0,0,0.8916336121356112,285.3975
c4788307ad151577,post,0,11,0.4605192241843253,191.8105
c6be754cccf3f999,pre,2,0,0.8916336121356112,266.73850000000004
c6be754cccf3f999,post,2,7,0.3589160478587313,157.974
cf380bcf85ac8707,pre,2,0,0.8916336121356112,240.64600000000002
cf380bcf85ac8707,post,2,16,0.1285137888583904,160.007
d199bd27c0770dd4,pre,2,0,0.8916336121356112,283.9521052631579
d199bd27c0770dd4,post,2,16,0.14171036544820484,179.2345
d67f64b2fb4251de,pre,2,0,0.8916336121356112,279.3678947368421
d8368239388b2eaf,pre,2,0,0.8916336121356112,264.7045
d8368239388b2eaf,post,2,9,0.30682965164712356,172.714
dcb41b40ec44bfe7,pre,1,0,0.8916336121356112,266.1221052631579
dcb41b40ec44bfe7,post,1,7,0.3589160478587313,160.60899999999998
e2b098309d8a5ab7,pre,2,0,0.8916336121356112,285.3678947368421
e2b098309d8a5ab7,post,2,12,0.2629180645537913,176.7905
eb8d69155600c9ac,pre,0,0,0.8916336121356112,282.142
eb8d69155600c9ac,post,0,17,0.4306612698174498,185.012
ebd9c31598db50db,pre,2,0,0.8916336121356112,260.17578947368423
ebd9c31598db50db,post,2,7,0.3589160478587313,158.6995
f67e6af41e120484,pre,2,0,0.8916336121356112,288.908947368421
f67e6af41e120484,post,2,17,0.4306612698174498,183.34449999999998
