deadline_s,state_id,regime,policy,shed_by_deadline_w,deadline_met,selected_sessions,migration_makespan_s,profile_case,power_evidence_kind
10,jointly-binding-3,jointly-binding,queue_haul,47.194912262987486,False,2,3.6969975297526845,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,greedy,47.194912262987486,False,2,3.6969975297526845,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,replay_only,47.194912262987486,False,2,3.6969975297526845,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,kv_only,0.0,False,0,0,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,isolated_fastest,23.597456131493743,False,1,3.6968151142937473,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,queue_haul_power_blind,24.58104268877372,False,2,3.6969975297526845,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,queue_haul_deadline_blind,57.28536847676071,False,21,,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,exact_modeled_milp_optimum,47.194912262987486,False,2,3.6969975297526845,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,queue_haul,66.33644452953348,False,3,4.71855703705662,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,greedy,66.33644452953348,False,3,4.71855703705662,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,replay_only,45.96512615886823,False,2,2.949366503809143,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,kv_only,22.9825630794341,False,1,4.718512901016183,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,isolated_fastest,22.9825630794341,False,1,2.9491906421990297,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,queue_haul_power_blind,24.898476385580665,False,3,4.71855703705662,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,queue_haul_deadline_blind,52.852355934191735,False,21,,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,exact_modeled_milp_optimum,66.33644452953348,False,3,4.71855703705662,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,queue_haul,45.904943443504806,False,2,3.447790158849638,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,greedy,45.904943443504806,False,2,3.447790158849638,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,replay_only,45.904943443504806,False,2,3.447790158849638,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,kv_only,0.0,False,0,0,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,isolated_fastest,22.952471721752374,False,1,3.4476077433907006,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,queue_haul_power_blind,45.904943443504806,False,2,3.447790158849638,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,queue_haul_deadline_blind,37.65025717726937,False,20,,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,exact_modeled_milp_optimum,45.904943443504806,False,2,3.447790158849638,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,queue_haul,44.457322785207595,False,2,3.946214503946989,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,greedy,44.457322785207595,False,2,3.946214503946989,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,replay_only,44.457322785207595,False,2,3.946214503946989,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,kv_only,0.0,False,0,0,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,isolated_fastest,22.228661392603783,False,1,3.94602502724448,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,queue_haul_power_blind,44.457322785207595,False,2,3.946214503946989,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,queue_haul_deadline_blind,32.523707187503305,False,21,,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,exact_modeled_milp_optimum,44.457322785207595,False,2,3.946214503946989,bootstrap,model_credited
10,east-kv-only-3,east-kv-only,queue_haul,45.96512615886823,False,2,3.697413734481443,bootstrap,model_credited
10,east-kv-only-3,east-kv-only,greedy,45.96512615886823,False,2,3.697413734481443,bootstrap,model_credited
10,east-kv-only-3,east-kv-only,replay_only,45.96512615886823,False,2,3.697413734481443,bootstrap,model_credited
10,east-kv-only-3,east-kv-only,kv_only,0.0,False,0,0,bootstrap,model_credited
10,east-kv-only-3,east-kv-only,isolated_fastest,22.9825630794341,False,1,3.696810308781884,bootstrap,model_credited
10,east-kv-only-3,east-kv-only,queue_haul_power_blind,1.9159133061465923,False,2,3.697413734481443,bootstrap,model_credited
10,east-kv-only-3,east-kv-only,queue_haul_deadline_blind,33.14644782726219,False,19,,bootstrap,model_credited
10,east-kv-only-3,east-kv-only,exact_modeled_milp_optimum,45.96512615886823,False,2,3.697413734481443,bootstrap,model_credited
10,east-kv-only-7,east-kv-only,queue_haul,44.457322785207595,False,2,3.198965984488869,bootstrap,model_credited
10,east-kv-only-7,east-kv-only,greedy,44.457322785207595,False,2,3.198965984488869,bootstrap,model_credited
10,east-kv-only-7,east-kv-only,replay_only,44.457322785207595,False,2,3.198965984488869,bootstrap,model_credited
10,east-kv-only-7,east-kv-only,kv_only,0.0,False,0,0,bootstrap,model_credited
10,east-kv-only-7,east-kv-only,isolated_fastest,22.228661392603783,False,1,3.198392542675003,bootstrap,model_credited
10,east-kv-only-7,east-kv-only,queue_haul_power_blind,8.040217037487025,False,2,3.198965984488869,bootstrap,model_credited
10,east-kv-only-7,east-kv-only,queue_haul_deadline_blind,41.45401511277001,False,21,,bootstrap,model_credited
10,east-kv-only-7,east-kv-only,exact_modeled_milp_optimum,44.457322785207595,False,2,3.198965984488869,bootstrap,model_credited
10,germany-service-only-3,germany-service-only,queue_haul,66.33644452953348,False,3,4.718552144804047,bootstrap,model_credited
10,germany-service-only-3,germany-service-only,greedy,66.33644452953348,False,3,4.718552144804047,bootstrap,model_credited
10,germany-service-only-3,germany-service-only,replay_only,45.96512615886823,False,2,3.9466211053844895,bootstrap,model_credited
10,germany-service-only-3,germany-service-only,kv_only,22.9825630794341,False,1,4.718512901016183,bootstrap,model_credited
10,germany-service-only-3,germany-service-only,isolated_fastest,22.9825630794341,False,1,3.946017679684931,bootstrap,model_credited
10,germany-service-only-3,germany-service-only,queue_haul_power_blind,2.773261054841953,False,3,4.718552144804047,bootstrap,model_credited
10,germany-service-only-3,germany-service-only,queue_haul_deadline_blind,30.22319280354904,False,19,,bootstrap,model_credited
10,germany-service-only-3,germany-service-only,exact_modeled_milp_optimum,66.33644452953348,False,3,4.718552144804047,bootstrap,model_credited
10,germany-service-only-7,germany-service-only,queue_haul,45.96512615886823,False,2,2.949758613585822,bootstrap,model_credited
10,germany-service-only-7,germany-service-only,greedy,43.35388145009938,False,2,2.949758613585822,bootstrap,model_credited
10,germany-service-only-7,germany-service-only,replay_only,43.35388145009938,False,2,2.949758613585822,bootstrap,model_credited
10,germany-service-only-7,germany-service-only,kv_only,0.0,False,0,0,bootstrap,model_credited
10,germany-service-only-7,germany-service-only,isolated_fastest,22.9825630794341,False,1,2.9491851717719557,bootstrap,model_credited
10,germany-service-only-7,germany-service-only,queue_haul_power_blind,4.9776769924268365,False,2,2.949758613585822,bootstrap,model_credited
10,germany-service-only-7,germany-service-only,queue_haul_deadline_blind,44.49407096884548,False,19,,bootstrap,model_credited
10,germany-service-only-7,germany-service-only,exact_modeled_milp_optimum,45.96512615886823,False,2,2.949758613585822,bootstrap,model_credited
10,slack-3,slack,queue_haul,45.96512615886823,False,2,4.195803408749692,bootstrap,model_credited
10,slack-3,slack,greedy,45.96512615886823,False,2,4.195803408749692,bootstrap,model_credited
10,slack-3,slack,replay_only,45.96512615886823,False,2,4.195803408749692,bootstrap,model_credited
10,slack-3,slack,kv_only,0.0,False,0,0,bootstrap,model_credited
10,slack-3,slack,isolated_fastest,22.9825630794341,False,1,4.195222753831248,bootstrap,model_credited
10,slack-3,slack,queue_haul_power_blind,5.25114332924835,False,2,4.195803408749692,bootstrap,model_credited
10,slack-3,slack,queue_haul_deadline_blind,28.56462465773498,False,19,,bootstrap,model_credited
10,slack-3,slack,exact_modeled_milp_optimum,45.96512615886823,False,2,4.195803408749692,bootstrap,model_credited
10,slack-7,slack,queue_haul,66.33644452953348,False,3,4.718546096202472,bootstrap,model_credited
10,slack-7,slack,greedy,66.33644452953348,False,3,4.718546096202472,bootstrap,model_credited
10,slack-7,slack,replay_only,45.96512615886823,False,2,2.7005512426827747,bootstrap,model_credited
10,slack-7,slack,kv_only,22.9825630794341,False,1,4.718512901016183,bootstrap,model_credited
10,slack-7,slack,isolated_fastest,22.9825630794341,False,1,2.6999778008689086,bootstrap,model_credited
10,slack-7,slack,queue_haul_power_blind,2.773261054841953,False,3,4.718546096202472,bootstrap,model_credited
10,slack-7,slack,queue_haul_deadline_blind,49.38240027331531,False,19,,bootstrap,model_credited
10,slack-7,slack,exact_modeled_milp_optimum,66.33644452953348,False,3,4.718546096202472,bootstrap,model_credited
15,jointly-binding-3,jointly-binding,queue_haul,76.9273601949873,False,5,8.160237598000098,bootstrap,model_credited
15,jointly-binding-3,jointly-binding,greedy,76.9273601949873,False,5,8.160237598000098,bootstrap,model_credited
15,jointly-binding-3,jointly-binding,replay_only,72.5193103223423,False,4,7.393821616505369,bootstrap,model_credited
15,jointly-binding-3,jointly-binding,kv_only,23.597456131493743,False,1,8.160183239670285,bootstrap,model_credited
15,jointly-binding-3,jointly-binding,isolated_fastest,47.194912262987486,False,2,7.393456785587495,bootstrap,model_credited
15,jointly-binding-3,jointly-binding,queue_haul_power_blind,50.04237126295317,False,5,8.160237598000098,bootstrap,model_credited
15,jointly-binding-3,jointly-binding,queue_haul_deadline_blind,73.42906930391888,False,21,,bootstrap,model_credited
15,jointly-binding-3,jointly-binding,exact_modeled_milp_optimum,76.9273601949873,False,5,8.160237598000098,bootstrap,model_credited
15,jointly-binding-7,jointly-binding,queue_haul,109.06866122119632,False,6,8.84728835077673,bootstrap,model_credited
15,jointly-binding-7,jointly-binding,greedy,109.0686612211963,False,6,8.847991797217182,bootstrap,model_credited
15,jointly-binding-7,jointly-binding,replay_only,89.31900760896764,False,4,8.847752625427429,bootstrap,model_credited
15,jointly-binding-7,jointly-binding,kv_only,66.33644452953348,False,3,9.436852359032365,bootstrap,model_credited
15,jointly-binding-7,jointly-binding,isolated_fastest,89.31900760896764,False,4,8.84728835077673,bootstrap,model_credited
15,jointly-binding-7,jointly-binding,queue_haul_power_blind,86.01518917599253,False,9,9.437023115432083,bootstrap,model_credited
15,jointly-binding-7,jointly-binding,queue_haul_deadline_blind,79.98785144034028,False,21,,bootstrap,model_credited
15,jointly-binding-7,jointly-binding,exact_modeled_milp_optimum,109.06866122119632,False,6,8.84728835077673,bootstrap,model_credited
15,bandwidth-only-3,bandwidth-only,queue_haul,93.18042868454413,False,5,9.91722005824817,bootstrap,model_credited
15,bandwidth-only-3,bandwidth-only,greedy,93.18042868454413,False,5,9.91722005824817,bootstrap,model_credited
15,bandwidth-only-3,bandwidth-only,replay_only,70.53715494498027,False,4,6.895406874699277,bootstrap,model_credited
15,bandwidth-only-3,bandwidth-only,kv_only,45.904943443504806,False,2,9.916723888199861,bootstrap,model_credited
15,bandwidth-only-3,bandwidth-only,isolated_fastest,45.904943443504806,False,2,6.895042043781403,bootstrap,model_credited
15,bandwidth-only-3,bandwidth-only,queue_haul_power_blind,69.01921938129925,False,6,9.91722005824817,bootstrap,model_credited
15,bandwidth-only-3,bandwidth-only,queue_haul_deadline_blind,70.17748454333736,False,20,,bootstrap,model_credited
15,bandwidth-only-3,bandwidth-only,exact_modeled_milp_optimum,93.18042868454413,False,5,9.91722005824817,bootstrap,model_credited
15,bandwidth-only-7,bandwidth-only,queue_haul,72.46510946233062,False,5,8.160245224143155,bootstrap,model_credited
15,bandwidth-only-7,bandwidth-only,greedy,72.46510946233062,False,5,8.160245224143155,bootstrap,model_credited
15,bandwidth-only-7,bandwidth-only,replay_only,68.31275306108444,False,4,7.892255564893978,bootstrap,model_credited
15,bandwidth-only-7,bandwidth-only,kv_only,22.228661392603783,False,1,8.160183239670285,bootstrap,model_credited
15,bandwidth-only-7,bandwidth-only,isolated_fastest,44.457322785207595,False,2,7.89187661148896,bootstrap,model_credited
15,bandwidth-only-7,bandwidth-only,queue_haul_power_blind,72.20061369732517,False,5,8.160245224143155,bootstrap,model_credited
15,bandwidth-only-7,bandwidth-only,queue_haul_deadline_blind,58.01517458678319,False,21,,bootstrap,model_credited
15,bandwidth-only-7,bandwidth-only,exact_modeled_milp_optimum,72.46510946233062,False,5,8.160245224143155,bootstrap,model_credited
15,east-kv-only-3,east-kv-only,queue_haul,93.17773458188267,False,5,9.069702723458768,bootstrap,model_credited
15,east-kv-only-3,east-kv-only,greedy,93.17773458188267,False,5,9.069702723458768,bootstrap,model_credited
15,east-kv-only-3,east-kv-only,replay_only,70.62963120570856,False,4,7.394654025962886,bootstrap,model_credited
15,east-kv-only-3,east-kv-only,kv_only,22.9825630794341,False,1,6.0951810364778245,bootstrap,model_credited
15,east-kv-only-3,east-kv-only,isolated_fastest,68.94768923830233,False,3,9.069702723458768,bootstrap,model_credited
15,east-kv-only-3,east-kv-only,queue_haul_power_blind,7.611785429409224,False,5,7.394654025962886,bootstrap,model_credited
15,east-kv-only-3,east-kv-only,queue_haul_deadline_blind,59.68639942938407,False,19,,bootstrap,model_credited
15,east-kv-only-3,east-kv-only,exact_modeled_milp_optimum,93.17773458188267,False,5,9.069702723458768,bootstrap,model_credited
15,east-kv-only-7,east-kv-only,queue_haul,91.24965179968922,False,5,9.594888581777575,bootstrap,model_credited
15,east-kv-only-7,east-kv-only,greedy,91.24965179968922,False,5,9.596551067466606,bootstrap,model_credited
15,east-kv-only-7,east-kv-only,replay_only,86.38905805244195,False,4,9.596551067466606,bootstrap,model_credited
15,east-kv-only-7,east-kv-only,kv_only,22.228661392603783,False,1,8.160183239670285,bootstrap,model_credited
15,east-kv-only-7,east-kv-only,isolated_fastest,64.16039665983817,False,3,9.594830742025009,bootstrap,model_credited
15,east-kv-only-7,east-kv-only,queue_haul_power_blind,39.970600127336866,False,7,9.596551067466606,bootstrap,model_credited
15,east-kv-only-7,east-kv-only,queue_haul_deadline_blind,82.98378779441623,False,21,,bootstrap,model_credited
15,east-kv-only-7,east-kv-only,exact_modeled_milp_optimum,91.24965179968922,False,5,9.594888581777575,bootstrap,model_credited
15,germany-service-only-3,germany-service-only,queue_haul,93.17773458188267,False,5,7.8930687677689795,bootstrap,model_credited
15,germany-service-only-3,germany-service-only,greedy,93.17773458188267,False,5,7.8930687677689795,bootstrap,model_credited
15,germany-service-only-3,germany-service-only,replay_only,70.62963120570856,False,4,7.8930687677689795,bootstrap,model_credited
15,germany-service-only-3,germany-service-only,kv_only,45.96512615886823,False,2,9.436852359032365,bootstrap,model_credited
15,germany-service-only-3,germany-service-only,isolated_fastest,68.94768923830233,False,3,7.891922780423216,bootstrap,model_credited
15,germany-service-only-3,germany-service-only,queue_haul_power_blind,11.30721754380761,False,6,9.436952466873583,bootstrap,model_credited
15,germany-service-only-3,germany-service-only,queue_haul_deadline_blind,56.69338471253363,False,19,,bootstrap,model_credited
15,germany-service-only-3,germany-service-only,exact_modeled_milp_optimum,93.17773458188267,False,5,7.8930687677689795,bootstrap,model_credited
15,germany-service-only-7,germany-service-only,queue_haul,98.47272343063926,False,7,8.848928954757465,bootstrap,model_credited
15,germany-service-only-7,germany-service-only,greedy,93.17773458188267,False,5,8.847266469068433,bootstrap,model_credited
15,germany-service-only-7,germany-service-only,replay_only,89.31900760896764,False,4,8.847208629315867,bootstrap,model_credited
15,germany-service-only-7,germany-service-only,kv_only,22.9825630794341,False,1,5.406846968747003,bootstrap,model_credited
15,germany-service-only-7,germany-service-only,isolated_fastest,70.62963120570856,False,4,8.847266469068433,bootstrap,model_credited
15,germany-service-only-7,germany-service-only,queue_haul_power_blind,71.5289677716591,False,7,8.848928954757465,bootstrap,model_credited
15,germany-service-only-7,germany-service-only,queue_haul_deadline_blind,67.32309808638814,False,19,,bootstrap,model_credited
15,germany-service-only-7,germany-service-only,exact_modeled_milp_optimum,98.47272343063926,False,7,8.848928954757465,bootstrap,model_credited
15,slack-3,slack,queue_haul,93.17773458188267,False,5,9.069695833188575,bootstrap,model_credited
15,slack-3,slack,greedy,93.17773458188267,False,5,9.069695833188575,bootstrap,model_credited
15,slack-3,slack,replay_only,70.62963120570856,False,4,8.39143337449938,bootstrap,model_credited
15,slack-3,slack,kv_only,22.9825630794341,False,1,6.0951810364778245,bootstrap,model_credited
15,slack-3,slack,isolated_fastest,68.94768923830233,False,3,9.069695833188577,bootstrap,model_credited
15,slack-3,slack,queue_haul_power_blind,7.611785429409224,False,5,8.39143337449938,bootstrap,model_credited
15,slack-3,slack,queue_haul_deadline_blind,53.4117356497307,False,19,,bootstrap,model_credited
15,slack-3,slack,exact_modeled_milp_optimum,93.17773458188267,False,5,9.069695833188575,bootstrap,model_credited
15,slack-7,slack,queue_haul,105.29616270507782,False,5,8.099644356359292,bootstrap,model_credited
15,slack-7,slack,greedy,105.29616270507782,False,5,8.101306842048324,bootstrap,model_credited
15,slack-7,slack,replay_only,89.31900760896764,False,4,8.101306842048324,bootstrap,model_credited
15,slack-7,slack,kv_only,45.96512615886823,False,2,9.436852359032365,bootstrap,model_credited
15,slack-7,slack,isolated_fastest,89.31900760896764,False,4,8.099644356359292,bootstrap,model_credited
15,slack-7,slack,queue_haul_power_blind,19.29583633438108,False,8,9.437001233723786,bootstrap,model_credited
15,slack-7,slack,queue_haul_deadline_blind,69.10721931485199,False,19,,bootstrap,model_credited
15,slack-7,slack,exact_modeled_milp_optimum,105.29616270507782,False,5,8.099644356359292,bootstrap,model_credited
20,jointly-binding-3,jointly-binding,queue_haul,109.31479999991407,False,6,14.242052910021396,bootstrap,model_credited
20,jointly-binding-3,jointly-binding,greedy,109.31479999991407,False,8,14.787717875034893,bootstrap,model_credited
20,jointly-binding-3,jointly-binding,replay_only,96.4854956975419,False,6,14.78746979001074,bootstrap,model_credited
20,jointly-binding-3,jointly-binding,kv_only,47.194912262987486,False,2,10.711117988118112,bootstrap,model_credited
20,jointly-binding-3,jointly-binding,isolated_fastest,72.5193103223423,False,4,14.78674012817499,bootstrap,model_credited
20,jointly-binding-3,jointly-binding,queue_haul_power_blind,68.08332399578444,False,10,14.787717875034893,bootstrap,model_credited
20,jointly-binding-3,jointly-binding,queue_haul_deadline_blind,86.21518486101957,False,21,,bootstrap,model_credited
20,jointly-binding-3,jointly-binding,exact_modeled_milp_optimum,109.31479999991407,False,6,14.242052910021396,bootstrap,model_credited
20,jointly-binding-7,jointly-binding,queue_haul,109.5817280700918,False,11,14.74532274917479,bootstrap,model_credited
20,jointly-binding-7,jointly-binding,greedy,109.5817280700918,False,13,14.746377918835469,bootstrap,model_credited
20,jointly-binding-7,jointly-binding,replay_only,101.7199645173942,False,8,14.746138747045714,bootstrap,model_credited
20,jointly-binding-7,jointly-binding,kv_only,70.62963120570856,False,4,14.155191817048546,bootstrap,model_credited
20,jointly-binding-7,jointly-binding,isolated_fastest,98.71302310258054,False,7,14.74532274917479,bootstrap,model_credited
20,jointly-binding-7,jointly-binding,queue_haul_power_blind,52.406610831112545,False,13,14.746377918835469,bootstrap,model_credited
20,jointly-binding-7,jointly-binding,queue_haul_deadline_blind,86.64149279634438,False,21,,bootstrap,model_credited
20,jointly-binding-7,jointly-binding,exact_modeled_milp_optimum,109.5817280700918,False,11,14.74532274917479,bootstrap,model_credited
20,bandwidth-only-3,bandwidth-only,queue_haul,105.67829999991642,False,6,13.281429132501962,bootstrap,model_credited
20,bandwidth-only-3,bandwidth-only,greedy,105.67829999991642,False,8,13.790888391422707,bootstrap,model_credited
20,bandwidth-only-3,bandwidth-only,replay_only,95.9861396644477,False,6,13.790640306398553,bootstrap,model_credited
20,bandwidth-only-3,bandwidth-only,kv_only,66.24958939188966,False,3,13.56685676541729,bootstrap,model_credited
20,bandwidth-only-3,bandwidth-only,isolated_fastest,70.53715494498027,False,4,13.789910644562802,bootstrap,model_credited
20,bandwidth-only-3,bandwidth-only,queue_haul_power_blind,85.52016144609027,False,11,13.790888391422707,bootstrap,model_credited
20,bandwidth-only-3,bandwidth-only,queue_haul_deadline_blind,79.6658821681454,False,20,,bootstrap,model_credited
20,bandwidth-only-3,bandwidth-only,exact_modeled_milp_optimum,105.67829999991642,False,6,13.281429132501962,bootstrap,model_credited
20,bandwidth-only-7,bandwidth-only,queue_haul,102.61590910185376,False,7,14.790108299203775,bootstrap,model_credited
20,bandwidth-only-7,bandwidth-only,greedy,102.0733120581576,False,6,12.142377721822106,bootstrap,model_credited
20,bandwidth-only-7,bandwidth-only,replay_only,91.24965179968922,False,5,14.790040087590873,bootstrap,model_credited
20,bandwidth-only-7,bandwidth-only,kv_only,44.457322785207595,False,2,10.943464445725805,bootstrap,model_credited
20,bandwidth-only-7,bandwidth-only,isolated_fastest,64.16039665983817,False,3,11.837728195733439,bootstrap,model_credited
20,bandwidth-only-7,bandwidth-only,queue_haul_power_blind,36.73917608548186,False,8,11.838554314156378,bootstrap,model_credited
20,bandwidth-only-7,bandwidth-only,queue_haul_deadline_blind,72.96452473902252,False,21,,bootstrap,model_credited
20,bandwidth-only-7,bandwidth-only,exact_modeled_milp_optimum,102.61590910185376,False,7,14.790108299203775,bootstrap,model_credited
20,east-kv-only-3,east-kv-only,queue_haul,109.5817280700918,False,7,14.786781770180891,bootstrap,model_credited
20,east-kv-only-3,east-kv-only,greedy,109.5817280700918,False,7,14.789134608925771,bootstrap,model_credited
20,east-kv-only-3,east-kv-only,replay_only,95.38874047025183,False,6,14.789134608925771,bootstrap,model_credited
20,east-kv-only-3,east-kv-only,kv_only,45.96512615886823,False,2,12.190188629955648,bootstrap,model_credited
20,east-kv-only-3,east-kv-only,isolated_fastest,93.17773458188267,False,5,14.786781770180891,bootstrap,model_credited
20,east-kv-only-3,east-kv-only,queue_haul_power_blind,65.26096249324937,False,10,14.789134608925771,bootstrap,model_credited
20,east-kv-only-3,east-kv-only,queue_haul_deadline_blind,69.32207787279907,False,19,,bootstrap,model_credited
20,east-kv-only-3,east-kv-only,exact_modeled_milp_optimum,109.5817280700918,False,7,14.786781770180891,bootstrap,model_credited
20,east-kv-only-7,east-kv-only,queue_haul,102.61590910185376,False,7,12.793107681452577,bootstrap,model_credited
20,east-kv-only-7,east-kv-only,greedy,102.61590910185376,False,7,12.795343608955475,bootstrap,model_credited
20,east-kv-only-7,east-kv-only,replay_only,98.79628892244901,False,6,12.795343608955475,bootstrap,model_credited
20,east-kv-only-7,east-kv-only,kv_only,22.228661392603783,False,1,8.160183239670285,bootstrap,model_credited
20,east-kv-only-7,east-kv-only,isolated_fastest,68.31275306108444,False,4,12.793049841700011,bootstrap,model_credited
