deadline_s,state_id,regime,policy,shed_by_deadline_w,deadline_met,selected_sessions,migration_makespan_s,profile_case,power_evidence_kind
10,jointly-binding-3,jointly-binding,queue_haul,46.678329822595146,False,2,3.6969975297526845,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,greedy,46.678329822595146,False,2,3.6969975297526845,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,replay_only,46.678329822595146,False,2,3.6969975297526845,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,kv_only,0.0,False,0,0,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,isolated_fastest,23.339164911297587,False,1,3.6968151142937473,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,queue_haul_power_blind,8.44189166617889,False,2,3.6969975297526845,bootstrap,model_credited
10,jointly-binding-3,jointly-binding,queue_haul_deadline_blind,56.212811837753776,False,25,,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,queue_haul,75.50678807807117,False,3,4.25466824441749,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,greedy,75.50678807807117,False,3,4.25466824441749,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,replay_only,52.31934066520998,False,2,2.949366503809143,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,kv_only,26.159670332604975,False,1,4.254604934237849,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,isolated_fastest,26.159670332604975,False,1,2.9491906421990297,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,queue_haul_power_blind,53.40972515151418,False,3,4.25466824441749,bootstrap,model_credited
10,jointly-binding-7,jointly-binding,queue_haul_deadline_blind,73.76952272589446,False,27,,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,queue_haul,46.678329822595146,False,2,3.9462178724217,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,greedy,46.678329822595146,False,2,3.9462178724217,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,replay_only,46.678329822595146,False,2,3.9462178724217,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,kv_only,0.0,False,0,0,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,isolated_fastest,23.339164911297587,False,1,3.946025918899551,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,queue_haul_power_blind,8.44189166617889,False,2,3.9462178724217,bootstrap,model_credited
10,bandwidth-only-3,bandwidth-only,queue_haul_deadline_blind,30.74930805504792,False,28,,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,queue_haul,45.305816879959536,False,2,2.9493850203348013,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,greedy,45.305816879959536,False,2,2.9493850203348013,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,replay_only,45.305816879959536,False,2,2.9493850203348013,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,kv_only,0.0,False,0,0,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,isolated_fastest,22.652908439979797,False,1,2.9491955436322925,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,queue_haul_power_blind,8.193669297979454,False,2,2.9493850203348013,bootstrap,model_credited
10,bandwidth-only-7,bandwidth-only,queue_haul_deadline_blind,47.45593576707688,False,28,,bootstrap,model_credited
