phase,gpu,samples,power_mean_w
baseline,0,120,220.31866666666667
baseline,1,120,84.55141666666668
drain,0,402,143.46286069651742
drain,1,402,139.67726368159205
post,0,119,88.14873949579831
post,1,119,146.85050420168068
