achieved_shed_w,configured_goodput_mbps,credited_sessions,deadline_miss_sessions,destination_load,episode_elapsed_s,kv_w,load_fraction,measured_goodput_mbps,measured_load_fraction,planned_sessions,policy,repeat,replay_w,requested_shed_w,right_censored,scenario_id,unmet_w
118.67134193660972,1000,7,1,,34.015146783,0.0,0,949.402130782294,0,8,lp,0,118.67134193660972,147.15586570875013,False,cap-b223dec254891838,28.484523772140406
118.67134193660972,1000,7,1,,33.697132451,0.0,0,949.402130782294,0,8,lp,1,118.67134193660972,147.15586570875013,False,cap-9029b4efb3744519,28.484523772140406
118.67134193660972,1000,7,1,,33.713190994,0.0,0,949.402130782294,0,8,lp,2,118.67134193660972,147.15586570875013,False,cap-417c2a3d2231b425,28.484523772140406
118.67134193660972,1000,7,1,,33.428452408,0.0,0,949.402130782294,0,8,greedy,0,118.67134193660972,147.15586570875013,False,cap-8303027b1294f5d5,28.484523772140406
118.67134193660972,1000,7,1,,33.700981915,0.0,0,949.402130782294,0,8,greedy,1,118.67134193660972,147.15586570875013,False,cap-be45a62bd30adfe4,28.484523772140406
118.67134193660972,1000,7,1,,33.52201024,0.0,0,949.402130782294,0,8,greedy,2,118.67134193660972,147.15586570875013,False,cap-c6b5cb5bc2f4053c,28.484523772140406
118.67134193660972,1000,7,1,,33.68420313,0.0,0,949.402130782294,0,8,replay_only,0,118.67134193660972,147.15586570875013,False,cap-34b27e2249aa6673,28.484523772140406
118.67134193660972,1000,7,1,,33.744385804,0.0,0,949.402130782294,0,8,replay_only,1,118.67134193660972,147.15586570875013,False,cap-706c117ff2829181,28.484523772140406
118.67134193660972,1000,7,1,,33.642023705,0.0,0,949.402130782294,0,8,replay_only,2,118.67134193660972,147.15586570875013,False,cap-1b4cf1db7c2bf1f3,28.484523772140406
118.67134193660972,1000,7,0,,24.441163496,118.67134193660972,0,949.402130782294,0,7,kv_only,0,0.0,147.15586570875013,False,cap-932520f6bc82b239,28.484523772140406
118.67134193660972,1000,7,0,,24.453152045,118.67134193660972,0,949.402130782294,0,7,kv_only,1,0.0,147.15586570875013,False,cap-0eb023cf806fdb60,28.484523772140406
118.67134193660972,1000,7,0,,24.467453477,118.67134193660972,0,949.402130782294,0,7,kv_only,2,0.0,147.15586570875013,False,cap-b27810c2b751ff49,28.484523772140406
147.15586570875013,1600,8,0,,24.243159187,0.0,0,1515.6230075629992,0,8,lp,0,147.15586570875013,147.15586570875013,False,cap-a3655c3802ed044f,0
147.15586570875013,1600,8,0,,25.504602081,0.0,0,1515.6230075629992,0,8,lp,1,147.15586570875013,147.15586570875013,False,cap-68844395ec7d2458,0
147.15586570875013,1600,8,0,,24.001085016,0.0,0,1515.6230075629992,0,8,lp,2,147.15586570875013,147.15586570875013,False,cap-af3ea7144ec4f23f,0
147.15586570875013,1600,8,0,,23.888149911,0.0,0,1515.6230075629992,0,8,greedy,0,147.15586570875013,147.15586570875013,False,cap-5a822fb93af8a775,0
147.15586570875013,1600,8,0,,24.165836871,0.0,0,1515.6230075629992,0,8,greedy,1,147.15586570875013,147.15586570875013,False,cap-e48b4f8790ab342f,0
147.15586570875013,1600,8,0,,23.917726534,0.0,0,1515.6230075629992,0,8,greedy,2,147.15586570875013,147.15586570875013,False,cap-ebb98ed1345bd390,0
147.15586570875013,1600,8,0,,23.882423871,0.0,0,1515.6230075629992,0,8,replay_only,0,147.15586570875013,147.15586570875013,False,cap-b425164ba470c01c,0
147.15586570875013,1600,8,0,,23.91481279,0.0,0,1515.6230075629992,0,8,replay_only,1,147.15586570875013,147.15586570875013,False,cap-471248b5a26c5e71,0
147.15586570875013,1600,8,0,,27.368076726,0.0,0,1515.6230075629992,0,8,replay_only,2,147.15586570875013,147.15586570875013,False,cap-c5b3770255cf07ac,0
147.15586570875013,1600,8,0,,21.043550833,147.15586570875013,0,1515.6230075629992,0,8,kv_only,0,0.0,147.15586570875013,False,cap-6d9c88f5eeb7ea02,0
147.15586570875013,1600,8,0,,20.875444576,147.15586570875013,0,1515.6230075629992,0,8,kv_only,1,0.0,147.15586570875013,False,cap-403213a19e0b590f,0
147.15586570875013,1600,8,0,,20.844246694,147.15586570875013,0,1515.6230075629992,0,8,kv_only,2,0.0,147.15586570875013,False,cap-9debd28d0ce384c9,0
